CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
14871,3,4,522.38,4,2,2,422
14873,210,1,519.68,1,1,2,112
14875,108,2,1465.3200000000002,2,1,3,213
14878,13,9,1485.54,4,3,3,433
14880,77,3,706.19,2,2,3,223
14882,27,2,589.7,3,1,2,312
14883,19,6,761.59,3,3,3,333
14885,132,1,765.3199999999999,2,1,3,213
14886,253,1,364.8,1,1,2,112
14888,207,1,369.2,1,1,2,112
14891,148,2,554.38,1,1,2,112
14893,10,2,1237.8500000000001,4,1,3,413
14894,85,1,655.75,2,1,3,213
14896,205,2,468.77000000000004,1,1,2,112
14897,8,4,1366.38,4,2,3,423
14898,23,6,1303.52,3,3,3,333
14901,11,9,1421.29,4,3,3,433
14902,26,1,332.66,3,1,2,312
14904,2,2,1025.44,4,1,3,413
14905,158,2,616.15,1,1,2,112
14910,3,4,434.35,4,2,2,422
14913,36,4,1227.43,3,2,3,323
14915,91,2,307.48,2,1,2,212
14916,71,4,1268.98,2,2,3,223
14920,213,2,977.77,1,1,3,113
14921,30,2,1316.07,3,1,3,313
14923,51,1,749.1,3,1,3,313
14924,246,1,310.05,1,1,2,112
14948,23,6,1101.97,3,3,3,333
14950,19,1,371.2,3,1,2,312
14951,79,1,311.69,2,1,2,212
14954,12,1,336.17,4,1,2,412
14958,147,3,499.68,1,2,2,122
14959,64,4,695.42,2,2,3,223
14963,10,5,1487.8,4,2,3,423
14965,96,2,599.0,2,1,2,212
14967,50,1,463.8,3,1,2,312
14971,35,3,1116.57,3,2,3,323
14973,107,3,1314.45,2,2,3,223
14976,57,7,790.86,2,3,3,233
14987,16,2,326.4,4,1,2,412
14988,212,1,334.54,1,1,2,112
14997,46,3,546.1999999999999,3,2,2,322
14998,170,2,429.87,1,1,2,112
15000,48,1,490.52,3,1,2,312
15004,147,1,1246.32,1,1,3,113
15006,51,1,502.09,3,1,2,312
15009,12,3,1261.78,4,2,3,423
15010,36,1,308.94,3,1,2,312
15012,54,2,423.04,2,1,2,212
15018,39,3,496.21000000000004,3,2,2,322
15022,12,4,905.04,4,2,3,423
15025,33,1,377.01,3,1,2,312
15026,80,3,469.0,2,2,2,222
15027,31,4,1066.1499999999999,3,2,3,323
15028,8,4,627.13,4,2,2,422
15030,72,2,518.28,2,1,2,212
15031,4,4,668.14,4,2,3,423
15036,72,3,465.55,2,2,2,222
15038,59,6,705.49,2,3,3,233
15043,31,1,537.0,3,1,2,312
15045,152,2,735.66,1,1,3,113
15047,270,1,343.62,1,1,2,112
15048,65,4,384.05,2,2,2,222
15051,23,3,1391.61,3,2,3,323
15053,5,3,697.79,4,2,3,423
15054,12,2,302.1,4,1,2,412
15057,275,2,1489.5,1,1,3,113
15059,41,9,1337.72,3,3,3,333
15060,8,4,303.09,4,2,2,422
15062,71,4,987.86,2,2,3,223
15063,213,1,370.79999999999995,1,1,2,112
15066,53,1,893.59,2,1,3,213
15068,46,2,553.36,3,1,2,312
15069,179,1,1109.53,1,1,3,113
15071,94,2,982.07,2,1,3,213
15073,10,3,1043.41,4,2,3,423
15074,105,1,748.87,2,1,3,213
15075,78,1,773.03,2,1,3,213
15076,173,1,880.85,1,1,3,113
15079,213,4,895.61,1,2,3,123
15081,22,5,504.8,3,2,2,322
15087,282,1,306.94,1,1,2,112
15088,21,2,1160.07,3,1,3,313
15090,308,1,381.32,1,1,2,112
15091,68,1,480.71,2,1,2,212
15092,215,2,457.81,1,1,2,112
15095,104,4,1370.6,2,2,3,223
15099,84,1,410.48,2,1,2,212
15100,334,3,876.0,1,2,3,123
15101,9,2,317.53,4,1,2,412
15103,31,2,703.36,3,1,3,313
15104,197,2,1027.44,1,1,3,113
15106,18,5,1422.52,4,2,3,423
15107,311,6,319.5,1,3,2,132
15109,246,1,484.95,1,1,2,112
15110,24,4,996.1,3,2,3,323
15111,29,3,1567.48,3,2,3,323
15115,18,1,340.11,4,1,2,412
15116,18,4,1352.75,4,2,3,423
15117,15,5,1551.78,4,2,3,423
15120,134,1,358.82,2,1,2,212
15121,50,2,457.72,3,1,2,312
15127,66,1,406.53,2,1,2,212
15128,60,4,1471.0,2,2,3,223
15130,170,1,330.11,1,1,2,112
15132,18,5,977.9300000000001,4,2,3,423
15133,128,3,982.42,2,2,3,223
15134,15,8,1387.99,4,3,3,433
15136,3,4,1286.7,4,2,3,423
15142,46,1,498.74,3,1,2,312
15145,4,4,1194.73,4,2,3,423
15146,165,2,1327.16,1,1,3,113
15147,240,1,623.5,1,1,2,112
15148,11,1,301.29,4,1,2,412
15149,134,1,520.8000000000001,2,1,2,212
15153,31,1,329.25,3,1,2,312
15156,1,3,961.49,4,2,3,423
15158,45,1,401.40000000000003,3,1,2,312
15163,18,2,304.47,4,1,2,412
15164,69,3,843.05,2,2,3,223
15165,373,1,487.75,1,1,2,112
15171,331,1,1289.5,1,1,3,113
15181,66,3,689.4799999999999,2,2,3,223
15182,154,2,622.85,1,1,2,112
15184,29,2,406.76,3,1,2,312
15185,70,1,310.62,2,1,2,212
15186,14,2,411.41,4,1,2,412
15192,120,3,1044.32,2,2,3,223
15193,61,1,499.32,2,1,2,212
15197,11,3,1079.6100000000001,4,2,3,423
15199,59,4,1268.7,2,2,3,223
15201,87,5,1236.54,2,2,3,223
15204,357,1,316.58,1,1,2,112
15205,85,2,653.24,2,1,3,213
15206,10,4,420.29999999999995,4,2,2,422
15208,1,5,870.12,4,2,3,423
15210,225,1,331.18,1,1,2,112
15211,60,2,894.4100000000001,2,1,3,213
15213,319,2,328.35,1,1,2,112
15215,47,3,734.94,3,2,3,323
15219,176,1,305.75,1,1,2,112
15221,366,1,403.25,1,1,2,112
15222,319,1,585.0,1,1,2,112
15223,226,2,755.75,1,1,3,113
15224,358,2,322.08,1,1,2,112
15225,234,1,409.40000000000003,1,1,2,112
15227,37,5,1219.4,3,2,3,323
15230,239,2,429.6,1,1,2,112
15232,113,2,612.06,2,1,2,212
15236,299,1,321.05,1,1,2,112
15237,2,4,1412.32,4,2,3,423
15238,29,3,1071.99,3,2,3,323
15239,10,2,780.59,4,1,3,413
15243,74,1,316.68,2,1,2,212
15244,65,2,631.57,2,1,2,212
15246,238,2,514.15,1,1,2,112
15247,122,1,356.0,2,1,2,212
15252,36,2,740.78,3,1,3,313
15253,16,5,918.1999999999999,4,2,3,423
15254,127,1,300.36,2,1,2,212
15255,67,1,890.85,2,1,3,213
15257,283,1,317.15,1,1,2,112
15258,169,2,623.16,1,1,2,112
15264,64,1,393.74,2,1,2,212
15265,151,2,1506.1200000000001,1,1,3,113
15269,24,1,408.8,3,1,2,312
15272,57,2,721.94,2,1,3,213
15274,4,2,716.57,4,1,3,413
15275,38,1,615.14,3,1,2,312
15287,22,2,486.69,3,1,2,312
15289,29,3,939.78,3,2,3,323
15297,10,3,641.94,4,2,2,422
15300,64,1,496.44,2,1,2,212
15303,290,1,574.02,1,1,2,112
15304,61,8,694.4000000000001,2,3,3,233
15306,64,3,1174.35,2,2,3,223
15308,274,1,310.47,1,1,2,112
15312,75,4,924.85,2,2,3,223
15314,199,1,327.97,1,1,2,112
15315,64,2,570.5,2,1,2,212
15318,4,1,312.62,4,1,2,412
15322,86,1,679.68,2,1,3,213
15326,334,1,311.71,1,1,2,112
15329,39,3,1049.7,3,2,3,323
15330,32,2,714.96,3,1,3,313
15333,208,1,1028.56,1,1,3,113
15334,157,3,351.67,1,2,2,122
15339,66,2,574.07,2,1,2,212
15342,130,1,406.09,2,1,2,212
15343,87,1,364.5,2,1,2,212
15344,1,3,563.94,4,2,2,422
15345,46,1,393.54,3,1,2,312
15349,158,2,473.81,1,1,2,112
15353,255,2,777.02,1,1,3,113
15360,40,1,427.93,3,1,2,312
15361,362,1,418.92,1,1,2,112
15363,373,1,326.0,1,1,2,112
15364,96,2,913.19,2,1,3,213
15366,75,2,602.51,2,1,2,212
15368,21,1,446.94000000000005,3,1,2,312
15376,40,3,1233.3600000000001,3,2,3,323
15381,214,2,596.85,1,1,2,112
15384,170,2,642.41,1,1,2,112
15385,40,1,316.88,3,1,2,312
15386,186,1,394.14,1,1,2,112
15389,172,1,500.0,1,1,2,112
15392,5,4,1535.53,4,2,3,423
15398,16,2,1345.53,4,1,3,413
15399,1,3,815.77,4,2,3,423
15400,92,5,716.2,2,2,3,223
15402,149,2,626.77,1,1,2,112
15405,189,1,349.1,1,1,2,112
15406,31,2,510.71000000000004,3,1,2,312
15407,34,4,1056.44,3,2,3,323
15411,26,4,1358.88,3,2,3,323
15414,10,3,774.9000000000001,4,2,3,423
15415,313,1,572.8100000000001,1,1,2,112
15417,85,1,508.8,2,1,2,212
15421,59,4,950.36,2,2,3,223
15424,254,2,383.34,1,1,2,112
15426,19,5,1447.39,3,2,3,323
15427,33,3,1483.14,3,2,3,323
15429,27,2,397.35,3,1,2,312
15433,214,2,533.3,1,1,2,112
15434,8,5,1041.48,4,2,3,423
15436,12,3,1122.53,4,2,3,423
15440,55,3,383.68,2,2,2,222
15442,249,1,594.0,1,1,2,112
15444,9,2,1418.26,4,1,3,413
15448,313,1,494.64,1,1,2,112
15449,26,3,974.52,3,2,3,323
15450,30,1,429.84,3,1,2,312
15452,30,3,538.73,3,2,2,322
15453,2,7,1388.37,4,3,3,433
15456,283,3,447.22,1,2,2,122
15464,338,1,1048.85,1,1,3,113
15466,85,1,334.53,2,1,2,212
15467,9,3,524.88,4,2,2,422
15468,51,2,467.51,3,1,2,312
15469,50,2,538.55,3,1,2,312
15471,2,1,469.48,4,1,2,412
15472,113,1,371.56,2,1,2,212
15475,77,1,454.10999999999996,2,1,2,212
15478,40,2,1441.42,3,1,3,313
15489,23,3,1134.28,3,2,3,323
15492,28,2,659.4599999999999,3,1,3,313
15494,21,2,1299.23,3,1,3,313
15497,18,2,1262.2,4,1,3,413
15500,8,4,1131.56,4,2,3,423
15506,23,3,979.26,3,2,3,323
15507,172,1,492.36,1,1,2,112
15508,189,6,1000.27,1,3,3,133
15511,12,5,909.23,4,2,3,423
15520,2,1,343.5,4,1,2,412
15522,33,2,398.84,3,1,2,312
15523,84,1,412.01000000000005,2,1,2,212
15524,25,1,440.0,3,1,2,312
15525,2,3,825.92,4,2,3,423
15530,22,4,1502.35,3,2,3,323
15533,19,3,807.57,3,2,3,323
15535,173,4,536.4,1,2,2,122
15539,7,1,538.46,4,1,2,412
15550,4,4,575.63,4,2,2,422
15551,37,1,436.06,3,1,2,312
15553,60,1,437.23,2,1,2,212
15557,29,1,473.65000000000003,3,1,2,312
15561,12,4,800.59,4,2,3,423
15563,22,4,1400.44,3,2,3,323
15568,3,3,758.29,4,2,3,423
15569,104,5,1375.71,2,2,3,223
15571,12,4,650.4300000000001,4,2,2,422
15573,32,2,607.45,3,1,2,312
15574,178,4,702.25,1,2,3,123
15576,38,1,940.6700000000001,3,1,3,313
15579,69,2,348.6,2,1,2,212
15582,25,3,682.9100000000001,3,2,3,323
15584,24,4,725.11,3,2,3,323
15585,177,1,455.3,1,1,2,112
15587,50,4,913.6800000000001,3,2,3,323
15589,256,3,478.53000000000003,1,2,2,122
15592,47,1,388.58,3,1,2,312
15596,101,5,1406.59,2,2,3,223
15597,35,1,324.57,3,1,2,312
15599,27,2,761.74,3,1,3,313
15602,8,9,1297.8700000000001,4,3,3,433
15605,36,5,1198.23,3,2,3,323
15608,28,4,1093.68,3,2,3,323
15618,33,4,776.851,3,2,3,323
15619,11,1,336.40000000000003,4,1,2,412
15620,57,3,1553.18,2,2,3,223
15621,4,4,1293.03,4,2,3,423
15623,141,1,301.03,2,1,2,212
15624,117,4,588.13,2,2,2,222
15625,104,4,1534.26,2,2,3,223
15626,75,2,675.8,2,1,3,213
15630,45,2,1186.35,3,1,3,313
15636,90,2,724.76,2,1,3,213
15639,134,1,425.32,2,1,2,212
15643,192,3,664.0,1,2,3,123
15644,166,4,813.0,1,2,3,123
15645,19,1,612.01,3,1,2,312
15646,158,3,447.64000000000004,1,2,2,122
15648,204,2,657.35,1,1,3,113
15649,336,2,816.0,1,1,3,113
15651,37,3,646.3,3,2,2,322
15652,91,1,337.74,2,1,2,212
15653,93,2,877.4399999999999,2,1,3,213
15654,9,2,922.53,4,1,3,413
15655,243,1,560.67,1,1,2,112
15656,45,4,748.5,3,2,3,323
15658,190,5,1024.1000000000001,1,2,3,123
15659,44,1,306.45,3,1,2,312
15661,317,2,309.8,1,1,2,112
15664,51,1,386.43,3,1,2,312
15667,40,1,301.32,3,1,2,312
15669,40,4,684.34,3,2,3,323
15675,81,3,323.69,2,2,2,222
15677,49,1,657.23,3,1,3,313
15678,53,1,352.7,2,1,2,212
15679,24,4,781.28,3,2,3,323
15680,9,3,1333.68,4,2,3,423
15681,25,5,1426.16,3,2,3,323
15695,267,2,409.98,1,1,2,112
15699,18,1,309.65,4,1,2,412
15700,172,2,696.68,1,1,3,113
15701,2,4,1542.14,4,2,3,423
15706,64,4,1060.56,2,2,3,223
15707,35,4,945.58,3,2,3,323
15712,9,5,1072.3600000000001,4,2,3,423
15713,143,2,356.7,2,1,2,212
15714,12,2,330.88,4,1,2,412
15716,146,4,1118.81,1,2,3,123
15720,24,1,598.73,3,1,2,312
15721,12,1,507.08,4,1,2,412
15725,15,1,415.25,4,1,2,412
15730,66,3,1120.88,2,2,3,223
15734,115,2,1339.45,2,1,3,213
15737,15,8,1205.1200000000001,4,3,3,433
15739,66,1,449.12,2,1,2,212
15743,16,4,784.46,4,2,3,423
15745,19,4,1094.59,3,2,3,323
15747,13,3,974.04,4,2,3,423
15754,51,3,458.57,3,2,2,322
15756,61,4,532.96,2,2,2,222
15757,66,2,714.42,2,1,3,213
15762,65,2,583.75,2,1,2,212
15763,32,2,1086.92,3,1,3,313
15766,64,1,315.06,2,1,2,212
15768,116,3,621.8299999999999,2,2,2,222
15773,6,1,635.6800000000001,4,1,2,412
15777,241,4,1047.11,1,2,3,123
15780,184,3,475.28000000000003,1,2,2,122
15781,25,3,345.46,3,2,2,322
15787,26,3,948.05,3,2,3,323
15789,358,1,351.3,1,1,2,112
15793,15,3,965.61,4,2,3,423
15795,150,1,610.01,1,1,2,112
15799,76,3,884.14,2,2,3,223
15800,107,2,699.08,2,1,3,213
15801,46,3,1063.95,3,2,3,323
15802,143,1,451.42,2,1,2,212
15803,51,1,415.82000000000005,3,1,2,312
15806,46,3,784.58,3,2,3,323
15807,50,3,903.9,3,2,3,323
15809,36,5,515.77,3,2,2,322
15810,79,4,1391.98,2,2,3,223
15813,208,2,1303.9099999999999,1,1,3,113
15821,44,2,570.96,3,1,2,312
15822,3,2,885.47,4,1,3,413
15825,172,1,532.94,1,1,2,112
15829,99,2,636.14,2,1,2,212
15830,38,1,576.0,3,1,2,312
15831,58,3,801.76,2,2,3,223
15832,254,1,836.79,1,1,3,113
15835,44,4,954.09,3,2,3,323
15837,65,1,391.98,2,1,2,212
15839,33,3,1048.49,3,2,3,323
15840,59,2,355.56,2,1,2,212
15841,73,4,1224.06,2,2,3,223
15847,38,2,389.27,3,1,2,312
15855,137,5,712.24,2,2,3,223
15858,16,5,1438.85,4,2,3,423
15860,41,8,977.21,3,3,3,333
15862,8,4,832.88,4,2,3,423
15865,41,3,895.13,3,2,3,323
15870,33,1,354.09000000000003,3,1,2,312
15872,15,2,360.93,4,1,2,412
15877,2,2,493.28,4,1,2,412
15880,369,1,343.28000000000003,1,1,2,112
15881,312,5,501.39000000000004,1,2,2,122
15882,199,4,516.36,1,2,2,122
15883,2,2,396.48,4,1,2,412
15885,93,3,379.35,2,2,2,222
15889,157,2,446.87,1,1,2,112
15891,227,1,524.52,1,1,2,112
15898,1,5,1388.88,4,2,3,423
15900,24,1,351.11,3,1,2,312
15901,17,3,363.88,4,2,2,422
15906,20,7,1567.69,3,3,3,333
15907,4,3,967.45,4,2,3,423
15910,1,8,1232.18,4,3,3,433
15916,16,8,1528.09,4,3,3,433
15918,191,2,334.23,1,1,2,112
15919,20,2,639.89,3,1,2,312
15921,173,1,336.03000000000003,1,1,2,112
15922,373,1,369.5,1,1,2,112
15930,67,1,426.63,2,1,2,212
15933,21,3,1107.46,3,2,3,323
15935,239,2,416.86,1,1,2,112
15938,112,5,404.58,2,2,2,222
15942,134,1,337.44,2,1,2,212
15944,277,1,325.1,1,1,2,112
15948,8,2,955.24,4,1,3,413
15949,17,2,364.72,4,1,2,412
15951,9,2,708.22,4,1,3,413
15952,34,4,806.57,3,2,3,323
15957,32,1,428.89,3,1,2,312
15963,20,2,470.76,3,1,2,312
15965,17,4,845.64,4,2,3,423
15967,23,2,418.83,3,1,2,312
15969,3,3,666.1,4,2,3,423
15970,304,1,314.1,1,1,2,112
15973,367,1,307.82000000000005,1,1,2,112
15975,84,1,371.01,2,1,2,212
15976,165,2,430.94,1,1,2,112
15977,17,2,1054.73,4,1,3,413
15978,77,1,1098.78,2,1,3,213
15983,22,4,1475.02,3,2,3,323
15985,123,2,1142.42,2,1,3,213
15987,12,7,1451.28,4,3,3,433
15990,44,2,792.11,3,1,3,313
15994,55,1,427.07,2,1,2,212
15996,88,6,1060.68,2,3,3,233
16005,12,4,615.39,4,2,2,422
16008,24,3,478.78,3,2,2,322
16009,22,4,992.71,3,2,3,323
16010,246,3,407.5,1,2,2,122
16012,35,3,1415.29,3,2,3,323
16014,38,3,662.38,3,2,3,323
16015,4,3,705.39,4,2,3,423
16016,3,8,1508.76,4,3,3,433
16018,39,2,408.90000000000003,3,1,2,312
16020,17,3,851.01,4,2,3,423
16022,260,1,628.28,1,1,2,112
16023,46,3,719.81,3,2,3,323
16025,30,1,439.65999999999997,3,1,2,312
16027,92,6,934.62,2,3,3,233
16030,310,1,331.24,1,1,2,112
16031,92,2,548.94,2,1,2,212
16034,196,3,437.7,1,2,2,122
16036,87,2,758.92,2,1,3,213
16037,270,3,855.02,1,2,3,123
16038,8,3,471.78000000000003,4,2,2,422
16040,65,3,1313.55,2,2,3,223
16042,22,5,1197.27,3,2,3,323
16043,37,4,773.99,3,2,3,323
16045,120,4,1340.7,2,2,3,223
16049,40,3,1111.79,3,2,3,323
16052,54,1,362.06,2,1,2,212
16053,33,2,1511.95,3,1,3,313
16054,145,1,783.9,1,1,3,113
16056,45,1,664.85,3,1,3,313
16059,66,6,1459.8600000000001,2,3,3,233
16062,10,4,1153.62,4,2,3,423
16063,260,1,335.32,1,1,2,112
16065,365,1,372.09,1,1,2,112
16066,17,5,1521.87,4,2,3,423
16070,22,2,852.15,3,1,3,313
16071,45,1,326.24,3,1,2,312
16072,288,1,584.3199999999999,1,1,2,112
16079,17,3,1352.0,4,2,3,423
16083,101,2,1317.62,2,1,3,213
16084,299,1,436.18,1,1,2,112
16085,23,5,981.51,3,2,3,323
16086,59,5,1121.39,2,2,3,223
16091,155,2,315.06,1,1,2,112
16092,115,3,817.86,2,2,3,223
16094,12,4,1078.23,4,2,3,423
16096,264,1,320.62,1,1,2,112
16099,50,3,731.9,3,2,3,323
16101,71,1,1290.7,2,1,3,213
16103,7,6,1429.64,4,3,3,433
16104,62,1,302.36,2,1,2,212
16105,249,1,336.96,1,1,2,112
16108,85,1,842.5,2,1,3,213
16109,219,2,611.88,1,1,2,112
16110,45,3,1337.48,3,2,3,323
16116,212,1,612.78,1,1,2,112
16119,8,2,423.36,4,1,2,412
16120,59,4,1309.14,2,2,3,223
16121,57,2,867.11,2,1,3,213
16122,73,4,684.4200000000001,2,2,3,223
16123,52,1,307.78,2,1,2,212
16127,39,1,656.25,3,1,3,313
16134,22,2,618.09,3,1,2,312
16135,263,1,517.55,1,1,2,112
16136,60,3,709.38,2,2,3,223
16139,19,3,635.41,3,2,2,322
16140,66,2,725.18,2,1,3,213
16141,88,1,620.4,2,1,2,212
16142,250,1,535.34,1,1,2,112
16146,157,3,734.13,1,2,3,123
16147,134,1,375.0,2,1,2,212
16157,16,3,656.69,4,2,3,423
16159,282,1,348.2,1,1,2,112
16160,65,2,1025.44,2,1,3,213
16163,232,2,856.6,1,1,3,113
16164,17,3,822.48,4,2,3,423
16172,95,5,1140.21,2,2,3,223
16173,16,6,1418.32,4,3,3,433
16174,126,3,1009.5500000000001,2,2,3,223
16175,94,4,1037.59,2,2,3,223
16177,50,1,331.95,3,1,2,312
16181,73,1,305.54,2,1,2,212
16183,67,1,338.71000000000004,2,1,2,212
16184,64,6,1158.79,2,3,3,233
16185,17,2,529.41,4,1,2,412
16188,45,4,981.86,3,2,3,323
16193,237,1,314.45,1,1,2,112
16198,75,1,400.68100000000004,2,1,2,212
16200,4,2,1080.6200000000001,4,1,3,413
16202,361,1,365.27,1,1,2,112
16203,59,4,592.9,2,2,2,222
16204,23,1,405.71,3,1,2,312
16205,31,4,761.38,3,2,3,323
16206,55,4,537.0600000000001,2,2,2,222
16207,25,1,394.38,3,1,2,312
16208,45,2,664.26,3,1,3,313
16211,89,1,547.02,2,1,2,212
16212,19,2,690.34,3,1,3,313
16214,171,3,1062.75,1,2,3,123
16216,267,1,914.9300000000001,1,1,3,113
16217,235,2,304.25,1,1,2,112
16221,37,3,864.86,3,2,3,323
16222,318,1,846.72,1,1,3,113
16224,57,4,1295.3,2,2,3,223
16225,45,5,1096.32,3,2,3,323
16227,225,1,314.22,1,1,2,112
16229,87,2,1010.6,2,1,3,213
16230,190,2,542.03,1,1,2,112
16232,44,4,990.88,3,2,3,323
16233,71,3,536.6800000000001,2,2,2,222
16235,41,5,867.31,3,2,3,323
16236,78,1,432.2,2,1,2,212
16239,57,2,414.2,2,1,2,212
16243,34,2,409.1,3,1,2,312
16244,212,2,1522.75,1,1,3,113
16245,24,3,1413.66,3,2,3,323
16250,261,2,389.44,1,1,2,112
16256,267,1,752.4300000000001,1,1,3,113
16260,51,1,1035.45,3,1,3,313
16261,17,4,746.83,4,2,3,423
16266,74,7,861.89,2,3,3,233
16268,71,2,667.65,2,1,3,213
16270,353,1,1141.24,1,1,3,113
16271,3,5,1429.24,4,2,3,423
16272,117,1,411.7,2,1,2,212
16274,373,1,357.95,1,1,2,112
16275,197,1,559.87,1,1,2,112
16276,177,1,810.6000000000001,1,1,3,113
16278,100,1,566.38,2,1,2,212
16279,21,3,1509.58,3,2,3,323
16283,6,5,1570.81,4,2,3,423
16284,31,2,823.97,3,1,3,313
16292,122,1,302.25,2,1,2,212
16295,10,4,1328.55,4,2,3,423
16297,269,1,301.9,1,1,2,112
16298,23,3,598.2,3,2,2,322
16305,139,1,361.21999999999997,2,1,2,212
16306,214,6,632.27,1,3,2,132
16309,106,2,706.57,2,1,3,213
16311,18,2,616.26,4,1,2,412
16317,120,3,1341.65,2,2,3,223
16318,35,1,328.15,3,1,2,312
16319,218,1,404.40000000000003,1,1,2,112
16322,1,2,326.75,4,1,2,412
16324,128,3,428.68,2,2,2,222
16325,47,3,594.24,3,2,2,322
16340,107,1,549.07,2,1,2,212
16342,75,4,322.41,2,2,2,222
16343,16,2,370.47999999999996,4,1,2,412
16345,44,1,575.41,3,1,2,312
16347,11,2,887.65,4,1,3,413
16348,32,7,1469.45,3,3,3,333
16350,21,4,1116.47,3,2,3,323
16352,18,2,494.44,4,1,2,412
16354,63,2,395.8,2,1,2,212
16357,33,3,658.88,3,2,3,323
16361,10,4,896.66,4,2,3,423
16362,32,5,734.77,3,2,3,323
16364,12,2,707.04,4,1,3,413
16365,18,9,1540.42,4,3,3,433
16366,19,1,327.3,3,1,2,312
16367,37,2,804.49,3,1,3,313
16368,2,2,497.43,4,1,2,412
16369,18,3,1553.66,4,2,3,423
16370,82,4,1320.56,2,2,3,223
16372,33,2,367.93,3,1,2,312
16374,66,2,473.03000000000003,2,1,2,212
16376,9,2,987.01,4,1,3,413
16377,267,1,676.2,1,1,3,113
16378,247,3,362.95,1,2,2,122
16383,75,2,668.36,2,1,3,213
16384,90,2,584.5,2,1,2,212
16385,60,3,555.89,2,2,2,222
16386,29,2,317.2,3,1,2,312
16389,53,4,1382.07,2,2,3,223
16394,57,5,1555.34,2,2,3,223
16395,60,5,1486.9,2,2,3,223
16399,19,2,408.57,3,1,2,312
16400,95,1,303.93,2,1,2,212
16404,70,1,443.05,2,1,2,212
16416,26,3,1051.4,3,2,3,323
16418,45,3,675.27,3,2,3,323
16419,113,6,972.23,2,3,3,233
16423,25,1,346.12,3,1,2,312
16425,302,1,302.7,1,1,2,112
16430,57,1,300.85,2,1,2,212
16431,213,3,642.81,1,2,2,122
16434,29,7,1522.25,3,3,3,333
16438,6,5,798.35,4,2,3,423
16441,67,2,381.2,2,1,2,212
16442,2,3,616.79,4,2,2,422
16444,46,4,654.67,3,2,3,323
16449,198,2,707.69,1,1,3,113
16450,150,1,311.92,1,1,2,112
16460,28,3,814.72,3,2,3,323
16463,21,4,1422.4,3,2,3,323
16464,20,3,1314.68,3,2,3,323
16469,24,4,650.43,3,2,2,322
16470,52,4,762.39,2,2,3,223
16473,165,3,316.11,1,2,2,122
16475,88,4,544.3,2,2,2,222
16478,25,3,331.0,3,2,2,322
16479,10,2,300.83,4,1,2,412
16480,76,1,769.29,2,1,3,213
16484,174,2,404.3,1,1,2,112
16485,77,1,363.65,2,1,2,212
16488,33,3,498.8,3,2,2,322
16491,47,1,731.5,3,1,3,313
16493,80,4,1351.63,2,2,3,223
16494,297,1,826.53,1,1,3,113
16495,3,3,684.41,4,2,3,423
16499,360,2,365.45,1,1,2,112
16500,5,6,400.86,4,3,2,432
16503,107,4,1431.93,2,2,3,223
16504,25,1,484.38,3,1,2,312
16505,32,1,777.6,3,1,3,313
16509,297,1,363.7,1,1,2,112
16511,22,3,950.26,3,2,3,323
16513,5,4,874.59,4,2,3,423
16518,61,2,484.32,2,1,2,212
16520,186,3,1046.57,1,2,3,123
16529,190,1,455.25,1,1,2,112
16531,22,7,1244.59,3,3,3,333
16533,19,3,1095.56,3,2,3,323
16535,5,1,593.75,4,1,2,412
16536,110,1,548.97,2,1,2,212
16539,3,4,1388.81,4,2,3,423
16545,165,1,339.3,1,1,2,112
16546,291,2,787.15,1,1,3,113
16551,96,3,922.12,2,2,3,223
16552,243,2,379.73,1,1,2,112
16554,42,3,837.1,3,2,3,323
16560,27,2,841.41,3,1,3,313
16561,6,2,511.12,4,1,2,412
16563,54,1,1077.74,2,1,3,213
16566,15,5,614.66,4,2,2,422
16567,194,2,865.6,1,1,3,113
16571,27,3,1421.69,3,2,3,323
16572,127,3,1009.6,2,2,3,223
16573,85,2,663.61,2,1,3,213
16574,71,1,451.44,2,1,2,212
16582,113,1,313.62,2,1,2,212
16584,80,2,936.08,2,1,3,213
16586,249,1,463.95,1,1,2,112
16589,71,3,459.24,2,2,2,222
16593,51,3,330.03,3,2,2,322
16595,61,1,360.16,2,1,2,212
16600,4,6,813.52,4,3,3,433
16602,36,1,528.08,3,1,2,312
16603,75,2,482.47,2,1,2,212
16612,33,4,1187.66,3,2,3,323
16613,70,1,618.59,2,1,2,212
16614,183,1,506.19,1,1,2,112
16616,15,2,500.42,4,1,2,412
16621,52,4,813.48,2,2,3,223
16624,81,2,810.5699999999999,2,1,3,213
16625,274,1,333.08,1,1,2,112
16627,79,1,322.8,2,1,2,212
16629,74,2,417.73,2,1,2,212
16637,32,4,1154.47,3,2,3,323
16639,31,3,1257.51,3,2,3,323
16642,5,2,688.33,4,1,3,413
16643,246,1,487.51,1,1,2,112
16644,178,2,833.78,1,1,3,113
16650,72,1,518.42,2,1,2,212
16653,16,2,1212.66,4,1,3,413
16654,141,4,601.27,2,2,2,222
16657,10,4,933.62,4,2,3,423
16660,16,4,1267.6499999999999,4,2,3,423
16667,68,2,570.13,2,1,2,212
16668,15,6,306.71999999999997,4,3,2,432
16669,24,3,1374.8700000000001,3,2,3,323
16674,55,2,319.61,2,1,2,212
16682,5,5,1028.0,4,2,3,423
16685,61,2,324.24,2,1,2,212
16688,1,4,1260.86,4,2,3,423
16689,76,2,422.59999999999997,2,1,2,212
