index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct,brand_premium_index,price_retention
3912,"Sleep Health With Ashwagandha, Jatamansi & Tagar - Indian Valerian Root",Beauty & Hygiene,Health & Medicine,Foresta Organics,1499.0,1499.0,Supplements & Proteins,5.0,"Foresta Organics’ Sleep Health helps in restoring and rejuvenating the body. Jatamansi has soothing effects against stressful and hectic lifestyle, anxiety, depression, sleep disorders and unhealthy food habits. It also helps with sleep initiation and duration. Valerian Root (Tagar) & Ashwagandha are calmness, immunity and testosterone boosters.",1499.0,1499.0,0.0,1499.0,1.0
3946,Complete Natural Age Control Routine With Box,Beauty & Hygiene,Skin Care,The Moms Co,2043.0,2043.0,Face Care,4.1,"Our Complete Natural Age Control Routine is enriched with the power of Bakuchiol - a natural alternative to Retinol that helps reduce the appearance of fine lines and wrinkles, evens skin tone and restores firmness for healthier, glowing skin. Niacinamide and Hyaluronic Acid in Complete Natural Age Control Routine helps boost skin elasticity and restores skin firmness while Cucumber extract and Coffee oil reduce dark circles. Our Complete Natural Age Control Routine is suitable for all skin types and Improves Fine Lines & Wrinkles Restores skin firmness Protects skin from UVA Damage & Pollution Improves uneven skin tone Improves Dark Circles & Eye Contour Appearance.",2043.0,2043.0,0.0,722.4324324324324,1.0
4077,White Botanical Exceptional Youth Dark Spot Corrector,Beauty & Hygiene,Skin Care,YVES ROCHER,1105.0,1300.0,Face Care,4.1,"The Exceptional Youth Dark Spot Corrector, is a gel cream formula, enriched with white licorice powder and white lupin extract, that helps reduce dark spots and illuminates the skin. A gel cream formula, with a precise applicator tip, that perfectly targets dark spots and lightens them, to give luminous skin. This product is inspired from plants. It is paraben free, colourant free and mineral oil free. It is tested under dermatological supervision.",1105.0,1105.0,15.0,1101.0,0.85
4108,Perfume - Be Delicious EDP Spray W Sleeve,Beauty & Hygiene,Fragrances & Deos,Dkny,2399.470000000001,3500.0,Eau De Parfum,3.9,"Red Delicious Eau De Parfum Spray (Limited Edition), a floral fruity fragrance for women Tempting alluring irresistible Opens with notes of exotic lychee red.  For Beauty tips, tricks & more visit https://bigbasket.blog/",3500.0,2399.470000000001,31.44371428571425,2399.470000000001,0.6855628571428575
4146,Deodorant Body Spray - Strictly Private,Beauty & Hygiene,Fragrances & Deos,Baldessarini,2399.470000000001,2900.0,Women's Deodorants,3.9,"Baldessarini Ambre Cologne is built around a whisky accord and complemented by top notes of mandarin and red apple, leading to a heart of violet, offset by a leather accord. With a base that blends notes of amber, oakwood, vanilla and labdanum.  For Beauty tips, tricks & more visit https://bigbasket.blog/",2755.0,2399.470000000001,17.259655172413755,2399.470000000001,0.8274034482758624
4165,Natural Shilajit,Beauty & Hygiene,Health & Medicine,Rock Gold,1599.0,1599.0,Ayurveda,4.0,"Rock Gold Pure Ayurvedic Shilajit/Shilajeet Resin Supports Strength, Stamina and Energy For Men & Women. It contains 50% of Fulvic Acid, Humic Acid, Minerals and Vitamins that help well for post-workout recovery improve sporting performance, natural sleep patterns, reduce physical weakness, and improve stamina.",1599.0,1599.0,0.0,1489.0940000000003,1.0
4167,"Menstrual Cup - Wings, Fuschia",Beauty & Hygiene,Feminine Hygiene,Stonesoup,1145.0,1145.0,Tampons & Menstrual Cups,4.2,Stonesoups Menstrual Cups are soft and easy to insert and are recommended for women who have given vaginal birth and leading a sedentary lifestyle. These cups have good suction and are easy to remove and clean. They can be safely worn at night while slepping without fear of leakage.,1145.0,1145.0,0.0,447.15,1.0
4175,Fusion - Power Shaving Razor Blades Cartridge,Beauty & Hygiene,Men's Grooming,Gillette,995.6,1048.0,Shaving Care,4.0,"Gillette Fusion Power- Box of four replacement cartridges for the Gillette Fusion razor. It is compatible with all Fusion razor handles. It has 5 Blade shaving surface + 1 Precision trimmer for a comfortable, precise shave. Blades are spaced 30% closer together than MACH3 blades to help reduce pressure-with more comfort and less irritation than MACH 3, you barely feel the blades. This creates a shaving surface that distributes the shaving force across the blades, includes a Lubrastrip which fades from green to white, signalling when shave conditions have been reduced. That’s a great shave.",995.6,995.6,4.999999999999997,405.6764150943396,0.9500000000000001
4193,Herbal Kumkumadi Night Beauty Elixir With Precious Oils Of Saffron & Almond,Beauty & Hygiene,Skin Care,Soulflower,1350.0,1800.0,Face Care,4.1,"Shine bright like a diamond! Night beauty herbal infusion, Easy absorbing Ayurvedic preparation • Lightens skin complexion, Imparts Fairness • Saffron gives a shining ethereal glow • Almond Oil eliminates fine lines and evens skin tone • Red Sandalwood clears pigmentation, dark circles and blemishes • Rich heady aromatic infusion of Saffron, fresh fragrant flowers & herbs • Light oil, quick absorbent, doesn’t give a sticky after-feel This rare and exotic age-old Ayurvedic facial oil is a delicately prepared herbal infusion of 26 entirely natural exquisite oils & herbs like Saffron, Red Sandalwood, Almond Oil, Vetiver, Kashmir tree, Manjistha, Turmeric, Blue Water Lily, that eliminates the 7 signs of aging- dark spots, dry skin, patchy skin, fine line & wrinkles, open pores and sagging skin.",1350.0,1350.0,25.0,520.2410714285714,0.75
4226,Perfume Body Spray - Turquoise,Beauty & Hygiene,Fragrances & Deos,Paris,1520.0,1600.0,Body Sprays & Mists,3.9,"Long-lasting refreshing fragrantÃƒ€šÃ‚ deodorant, the irresistible freshness ofÃƒ€šÃ‚ perfumed deodorantÃƒ€šÃ‚ takes you into the heart of an Italian garden.  For Beauty tips, tricks & more visitÃ‚ https://bigbasket.blog/",1520.0,1520.0,5.0,814.2857142857143,0.95
4247,Pomegranate & Collagen Volume Lifting Serum,Beauty & Hygiene,Skin Care,The Face Shop,1734.0,2040.0,Face Care,4.1,"An intense serum made with marine collagen and pomegranate extract to firm and lift sagging, dull skin and provide a continous rush of radiance to the skin. It provides deep nourishment by penetrating into deep layers of the skin and is also known to brighten the skin due to natural estrogen present in Pomegranate- 'fruit of life'",1734.0,1734.0,15.0,833.1990909090908,0.85
4414,Strawberry Essentials Gift Set,Beauty & Hygiene,Bath & Hand Wash,BodyHerbals,1399.0,1399.0,Bath Salts & Oils,4.3,"The products range in our gift set are formulated by combining precious essential oils with the blend of natural and organic ingredients. The idea behind the whole creation is to provide you and your dear ones the natural skin care products which are healthy, regenerating and maintain body and skin balance.The red box with a beautiful red ribbon contains:Strawberry Shower Gel With Skin Conditioners - 200 ml1-Minute Manicure Hand Scrub (100% Natural) - 100 gmHeart-shaped Strawberry Bathing Bar - 100 gm2-in-1 Pumice & Brush - 1 pcWooden Massager- 1 pcBath Puff - 1 pcAromatic T-light Candles - 2 pcs",1399.0,1399.0,0.0,635.972972972973,1.0
4598,Sport 5-Blade No Slip Aquagrip Men’s Cartridges,Beauty & Hygiene,Men's Grooming,Gillette,1200.0,1200.0,Shaving Care,4.1,"Gillette Sport is a razor designed for in-shower/ in-bathroom shaving. Gillette Sport razor blades are perfect for getting groomed and freshened up in the shower after your game or workout. They have-

5 blades spaced closer together for better comfort vs. a 3 blade razor
15 soft micro fins to gently stretch & hold your skin before the stroke, for minimum irritation on skin · Lubrication strip for a smooth glide
Front pivot for redistributing excess/uneven pressure from your hand away from the blades
The Gillette Sport razor features a 360 degree
No-Slip Gel Aquagrip
All Gillette Fusion/ Skinguard/ Proglide/ Sport blades fit all Gillette Fusion/ Skinguard/ Proglide/ Sport handles.",1200.0,1200.0,0.0,405.6764150943396,1.0
4652,Stance Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,Jaguar,2399.470000000001,3600.0,Eau De Toilette,3.0,"A statement scent for a man who sets his own rules. Inspired. Inspiring. Individual, yet hyper-connected to the world, both real and virtual. A free spirit who seeks authenticity, you are the author of your own existence. You decide who you want to be. And you want your fragrance to engage you at every level. As a self-confident statement of your style. As a creative, sensory experience. As the lasting memory of the many exciting moments in a vibrant life. Be Jaguar. Shape your reality. Take a Stance.",2520.0,2399.470000000001,33.348055555555526,1844.7463636363639,0.6665194444444448
4688,Perfume - Delicious Night Edp (For Women),Beauty & Hygiene,Fragrances & Deos,Dkny,2399.470000000001,3500.0,Eau De Parfum,3.9,"Baldessarini Ambre Cologne is built around a whisky accord and complemented by top notes of mandarin and red apple, leading to a heart of violet, offset by a leather accord. With a base that blends notes of amber, oakwood, vanilla and labdanum.  For Beauty tips, tricks & more visit https://bigbasket.blog/",3500.0,2399.470000000001,31.44371428571425,2399.470000000001,0.6855628571428575
4725,Chia Seed No Shine Hydrating Cream,Beauty & Hygiene,Skin Care,The Face Shop,2199.0,2199.0,Face Care,4.1,This face shop Chia seed no shine hydrating cream is a moisture-replenishing cream that relieves dehydrated skin with hydrating GMO-free south African Chia seed extract and absorbs excess sebum at the same time with mattifying cotton seed extract. The moisture sensor formula provides intense hydration.,2199.0,2199.0,0.0,833.1990909090908,1.0
4729,For Men Eau De Toilette,Beauty & Hygiene,Men's Grooming,Tommy Hilfiger,2240.0,2800.0,Eau De Toilette,4.0,"This EDT is amazingly refreshing and energetic. Experience Tommy, the fragrance for men created by Tommy Hilfiger. He's true blue, free-spirited and independent. Tommy is a casual woody fragrance harvested from the American landscape and as comfortable as a classic button-down shirt - cool, crisp and always in style.",2240.0,2240.0,20.0,2353.9071428571438,0.8
4743,Nutritivo Pomegranate Radiant Glow Night Cream,Beauty & Hygiene,Skin Care,StBotanica,899.0,899.0,Face Care,5.0,"St.Botanica Nutritivo Pomegranate Radiant Glow Night Cream is an advanced hydrating and nourishing skincare product created to meet the specific needs of the skin in the night for sustaining the repair and renewal process. While you are asleep, your skin becomes most receptive to nutrients. The night cream delivers vitamins and bioactive compounds that help the dull, damaged and stressed skin regain its health and youthful appearance. Wake up in the morning to welcome the gorgeous skin of your dream. Pomegranate for Youthful Skin Pomegranate is a natural source of powerful antioxidants. It’s an excellent source of vitamin C. It fortifies the skin’s antioxidant support. Pomegranate seed extract and oil are packed with compounds that neutralize free radicals and fight against skin ageing. Fights Skin Aging: The anti-ageing effect of the night cream is further intensified with retinol and vitamins C & E. They speed up the repair of micro-damages in the dermis that helps minimize the appearance of wrinkles. Hydrated Smooth Skin: The skin dehydrated by environmental aggressors throughout the day regains its moisture balance when you pamper it in the night with the night cream. It contains amazing natural moisturising agents such as moringa oil, virgin coconut oil, pomegranate oil, wheat germ oil and golden jojoba oil. The skin hydrating effect of the night cream is further enhanced with the inclusion of vitamin B3, which inhibits moisture loss from the skin, and hyaluronic acid, which boosts moisture retention in the dermis. Your skin stays hydrated throughout the night and appears plumped up in the morning. Fairer Even Complexion: The natural skin brightening agents in the night cream boost skin radiance. Gotu kola, liquorice and ashwagandha extracts help fade pigmentation, leaving the skin with a lighter and more even skin tone. Natural & Safe: The night cream contains only ingredients that are known to be safe for the skin. It is free from mineral oil, petrolatum, paraben and silicone. The high concentration of bioactive ingredients lends it the power to fight skin ageing and improve complexion. For complete nighttime skincare. Advanced formula for intense hydration and superior nourishment.",899.0,899.0,0.0,673.7553191489362,1.0
4778,Brightening & Firming Eye Serum,Beauty & Hygiene,Skin Care,Kaya Clinic,855.0,950.0,Eye Care,3.8,"The quick-absorbing, easy-to-use kaya brightening & firming eye serum is a light serum enriched with a potent combination of botanical extracts and targets puffiness and discolouration and enhances firmness around the eyes. Formula researched and developed by dermatologists.",855.0,855.0,10.0,746.1798507462687,0.9
4779,Nourish & Replenish Shampoo & Conditioner Combo Pack With Philips Hair Dryer,Beauty & Hygiene,Hair Care,TRESemme,1328.0,1660.0,Shampoo & Conditioner,3.0,"Launched in 1948, Tresemme was named after renowned hair care expert Edna Emme. Up until the 1950s, Tresemme was sold only in salons. Today it is available at a shop near you so that you can have salon-style hair at home. For over 60 years, Tresemme has built a history of success in 13 countries around the world. From its origins in 1947 and salon expertise, Tresemme has been driven by a simple truth: every woman deserves to look & feel fabulous like she has just stepped out of the salon, every day. This range has been carefully selected for its advanced formula. Driven by our salon heritage, we work with our stylists to deliver expert solutions from salon quality products without the salon price tag. Our expertly crafted system is infused with a rich botanical blend of olive oil and camelia oil. The system gently cleanses and nourishes hair, leaving hair feeling moisturised and beautifully soft. It has no parabens and dyes. It is safe for colour-treated hair.",1328.0,1328.0,20.0,402.73483870967743,0.8
4781,Icon Gold Eau De Parfum,Beauty & Hygiene,Fragrances & Deos,Police,2073.6,3600.0,Eau De Parfum,3.9,"With an explosive accord of bergamot, the fragrance is full of sparkling freshness and agility. A surprising contrast can be discovered in the heart, where the fresh spiciness of a burst of red pepper and cardamom clashes with hot clove bud and nutmeg. Cloves add another facet to the Icon man's boldness. Aromatic tones of rosemary and lavender interlaced with sensual shades of dark patchouli, addictive sandalwood, and musk, to release a magnetic trail in the base of the creation.Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",2073.6,2073.6,42.400000000000006,1505.5757142857146,0.576
4972,Green Tea Face Mask+E Luminence Moisturizing Cream,Beauty & Hygiene,Skin Care,Plum,1065.0,1065.0,Face Care,4.1,"Plum’s Green Tea Face Mask is an oil-control mask. Acne-prone skin needs multi-dimensional care - to cleanse, care, control acne, prevent recurrence, and to do all of this gently, phew! No mean mask, this. Get instantly brighter, healthier-looking skin. A soft, creamy formula that applies nicely and is also easy to wash off, without drying your face.Gentle exfoliation of glycolic acid removes dead cells and impurities, while the antioxidant benefit of organic green tea extracts helps control acne (pimples) over the long run. A must-have product for oily and combination skin types.Plum’s E-luminence Moisturizing Cream is a rich day and night creme for 24-hour hydration. For the first time in India! The hydrating power of Vitamin E is boosted by a dozen potent plant nutrients, to provide unmatched hydration and nourishment to the dry & damaged skin. The result: bouncy, hydrated skin that exudes a happy, dewy radiance. This rich day-and-night creme blends beautifully into the skin. It is highly recommended for the normal, dry and very dry skin. Heres the dozen plus one ingredient that hydrate, nourish and repair from within.",1065.0,1065.0,0.0,722.4230769230769,1.0
4991,Kumkumadi Oil,Beauty & Hygiene,Hair Care,Shankara,1755.0,1950.0,Hair Oil & Serum,4.2,"100% pure facial oil penetrates to nourish skin texture, deliver age prevention, repair pigmentation and reduce discolouration and blemishes.",1755.0,1755.0,10.0,1497.9779166666667,0.9
5014,Everyday Ritual Set,Beauty & Hygiene,Bath & Hand Wash,BodyHerbals,1499.0,1499.0,Bath Salts & Oils,5.0,"The products range in our gift set are formulated by combining precious essential oils with the blend of natural and organic ingredients. The idea behind the whole creation is to provide you and your dear ones the natural skin care products which are healthy, regenerating and maintain body and skin balance.The brown heart box with a beautiful brown ribbon contains:Vanilla Shower Gel With Skin Conditioners - 200 ml1-Minute Pedicure Foot Scrub - 100 gmApricot Body Massage Oil - 50 mlHoney And Almond Bathing Bar - 100 gmWooden Massager - 1 pcBath Puff - 1 pcAromatic T-light Candles - 2 pcs",1499.0,1499.0,0.0,635.972972972973,1.0
5108,Natural Dietary Fibre,Beauty & Hygiene,Health & Medicine,SHAFIB,1499.0,1499.0,Supplements & Proteins,4.0,"This product is 100% plant-based fibre, highly pure functional made from wheat/plant fibres & inulin from chicory root extracts with no additives, chemicals, artificial colours, preservatives or any kind of sweeteners. The advantages are as follow: psyllium, gluten, soy and dairy-free improves digestive health & curbs overeating, which helps to control weight. Hypoallergenic with prebiotic effect with low glycaemic response controls blood sugar. Natural laxative relieves constipation, improves the digestive system. Shafib a very well balanced blend of soluble and insoluble fibres which is very essential for our body and as we are unable to get sufficient fibres from the daily food we are offering Shafib to supplement the requirement of soluble and insoluble fibres and increase the daily intake of fibres in our body.",1499.0,1499.0,0.0,1499.0,1.0
5116,"Jade Roller Massager For Face, Neck & Head - Colour May Vary",Beauty & Hygiene,Skin Care,Bronson Professional,890.0,1000.0,Face Care,3.3,"Jade Roller with Duel head roller set: large roller for forehead, face, and neck, small roller for eyes and nose, jade Roller can promote blood flow and rids of fatiguing toxins, reduces puffiness, eye bags and dark circles around eyes, make the skin more delicate and firm. Perfect for All Skin Types: A visible improvement in skin tightening helps restore skin's youthful look. After using it, the skin appears younger and firmer, tightened and lifted. History of 1000 Years: Jade facial roller has a history of more than 1000s years. It is used from ancient dynasty era. In the past, only the richest & most powerful women of their time can possess such a treasure prize. It is used to enhance natural beauty. Chinese refers to jade stone as ""Stone of Heaven"" representing health, wealth, longevity & prosperity.Stimulates Circulation & Maintain Tight Skin: It is designed to improve blood circulation and stimulates pressure points of the body to release toxin & keep skin healthy. The device improves circulation to open up those areas where wrinkles have started to accumulate for better skin. Improves elasticity & toning of the skin. Improves mood, creates positive energy all around you. Notice how much better you feel after a minute or two with a jade roller. This special crystal is known for filling people with positive energy that helps dissipate anxiety & worry while creating healing relaxation. Use regularly for consistent noticeable improvement. Free your natural beauty with Jade rollerNote: Colour may vary.",890.0,890.0,11.0,449.375,0.89
5123,Tribulus Terrestris Dietary Supplement,Beauty & Hygiene,Health & Medicine,Healthmeds,949.0,949.0,Supplements & Proteins,4.0,"HealthMeds Tribulus Terrestris is used for Building Strength, Muscles & Boosting Immunity. It contains the most natural and effective formulation of trusted natural ingredients that are carefully processed and manufactured in a gmp certified manufacturing facility so you can be sure that you're safe. Tribulus is widely used and is believed to contribute overall body health and wellness.",949.0,949.0,0.0,1111.5,1.0
5134,Be Delicious Eau De Parfum,Beauty & Hygiene,Fragrances & Deos,Dkny,2399.470000000001,3800.0,Eau De Parfum,3.9,"A modern feast for the senses, this juicy fragrance combines the sophisticated blend of apples, exotic flowers and woods creates a fresh, juicy scent that can only be called delicious. Like the city that inspired it, Be Delicious celebrates individuality with a refreshing spirit.Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",3230.0,2399.470000000001,36.85605263157892,2399.470000000001,0.6314394736842108
5235,Daily Day Cream,Beauty & Hygiene,Skin Care,Organic Harvest,908.2,1195.0,Face Care,4.1,"With Daily Day Cream, begin each day with plant-derived actives that protect the skin from harmful UVB rays. Its triple-action formula protects, minimizes the harm caused by sun rays and absorbs sweat for refreshingly bright skin throughout the day. Magnesium salts and Natural Moisturizing Factors purify the skin, keeping it fresh and supple. Its 100% oil-free and a super-saviour combats pollution, it is breakthrough formula also purifies skin cells to increase longevity, stimulates excretion of pollutants and helps your skin stay young, well-cared and ravishing.",908.2,908.2,24.0,481.1122222222222,0.76
5251,"Bounce Hair Recovery Complex, Biotin & Selenium - Raspberry Flavour",Beauty & Hygiene,Health & Medicine,Chicnutrix,1593.9,2070.0,Supplements & Proteins,1.0,"• Clinically proven & made with Swiss Effervescent technology in yummylicious raspberry flavour
• Biotin, Selenium and Hair Recovery Complex of Amino Acids for Strong hair
• Helps increase hair density and bounce with decreased hair loss
• Helps reduce dry, rough, brittle hair and split ends
• Promotes nourishment and supports hair growth
• Dermatologist approved, gentle on the stomach and 100% Vegan with no side effects. We all want our hair to be it is gorgeous best whenever we step out, right? Lack of nutrients makes hair brittle and weak. Hair also suffers maximum damage due to pollution, UV rays, stress, harsh chemicals in hair products, heat styling tools etc. To make your hair healthier and stronger, essential nutrients specifically needed for hair growth and health becomes important. So, Chicnutrix Bounce brings to you exactly what your hair needs. Chicnutrix Bounce is a complete hair food formulated with a unique 100% Vegan Hair Recovery Complex of Amino Acids that helps support nourishment to hair and essential nutrients like Biotin and Selenium healthy and bouncy hair. Hair is made up of Keratin, a protein synthesized by cells inside the root, or hair follicle. Proteins are made up of individual amino acids and biotin helps the body with the production of amino acids. Amino acids strengthen and improve hair texture. Biotin helps stimulate hair growth. It provides hair with the necessary nourishment to strengthen, thicken, and appear more bouncy and shiny.
Biotin is a water-soluble vitamin, hence cannot be stored in the body and must be obtained from diet or supplements which can be absorbed faster, before it is eliminated from the body. Deficiency of vital hair vitamin-like Biotin causes hair loss and also leads to thin, brittle hair with split ends, making it look damaged and unhealthy. Selenium helps biotin to repair and recover hair health. It also maintains scalp health and prevents hair loss. It prevents flaky scalp and dandruff. It is made with Swiss Effervescent technology, clinically proven and dermatologist approved. It can be taken by anyone above the age of 16 without the need for a prescription. It is safe to consume, gentle on the stomach and has no side effects. The Swiss Effervescent technology makes the absorption of the nutrients very easy and highly efficient. It increases the bioavailability because the drink reaches the stomach at just the right pH for effective absorption. It is available in a tube of 20 effervescent tablets in delicious green apple flavour to make the experience more fun and yummy.",1593.9,1593.9,23.0,886.2549999999999,0.77
5389,Bull Force Shilajit With Most Potent Herbs,Beauty & Hygiene,Health & Medicine,Rock Gold,1449.0,1449.0,Ayurveda,4.0,"Rock Gold Bull Force Shilajit contains Safed Musli, Ashwagandha, Tribulus Terrestris that Improves Strength & Endurance. Bull Force stimulates the growth process of skin cells at a molecular level. It improves the blood’s ability to carry oxygen and iron. These properties of shilajit give people a healthy appearance and youthful glow. Likewise, Shilajit’s minerals help to maintain the body’s optimum energy metabolism rate which naturally slows down with age. This is achieved partly through balancing electrolyte levels, and by burning off excess fat.
Ayurveda practitioners tout its ability to balance hormone levels that change and cause stress as we age. Rock Gold Bull Force also supports metabolism, bones, muscles, kidneys and the immune system.",1449.0,1449.0,0.0,1489.0940000000003,1.0
5434,Green Tea Watery Cream,Beauty & Hygiene,Skin Care,It's Skin,855.0,950.0,Face Care,4.1,"The Its Skin Green Tea Watery Serum is here to give your thirsty skin a boost of hydration. It has been formulated with the natural ingredient of green tea that provides excellent moisturizing plus soothing silky skin care effects. It supplies water into the skin and keeps skin fresh, calm and soft. This serum contains cucumber extract, bamboo extract, and plum for vital skin care",855.0,855.0,10.0,705.4782608695652,0.9
5476,Homme Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,David Beckham,1740.0,2900.0,Eau De Toilette,3.9,"Wet citrus, spicy ginger and black pepper open the fragrance. A signature heart of aromatic rosemary, sumptuous leather and cashmere wood. The fragrance finishes with deep patchouli and suede musk.Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",1740.0,1740.0,40.0,2131.5,0.6
5556,"3-In-1 Hair Styler Straightener, Curler & Crimper With Ceramic Co - Colour May Vary",Beauty & Hygiene,Hair Care,Kaiv,1800.0,1800.0,Tools & Accessories,1.0,Kaiv Curlers are perfect to achieve a variety of hairstyles and to create stunning looking curls that last long. Discover Kaiv curlers to get fancy & flirty curls.,1800.0,1800.0,0.0,362.7,1.0
5607,Brain Matrix Tablets - Nutrients To Support Mental Performance,Beauty & Hygiene,Health & Medicine,Bionova,1400.0,1400.0,Supplements & Proteins,4.0,"Bionova Brain Matrix - designed to support memory, learning, focus & concentration. Helps to increase mental performance by increasing oxygen & circulation. With premium and standardized ingredients like Ashwagandha, Brahmi, Ginkgo and Shankapushpi. Perfect for college students, busy moms and ageing seniors - men & women.",1400.0,1400.0,0.0,722.7188888888891,1.0
5678,"Retinol Advanced Anti Aging Day Cream - SPF 30, UVA/UVB PA+++",Beauty & Hygiene,Skin Care,StBotanica,899.0,899.0,Face Care,1.0,"St.Botanica Retinol Advanced anti-ageing Day Cream is formulated to provide daylong hydration and anti-ageing support. It is packed with the finest skin conditioning agents, natural antioxidants and powerful anti-ageing compounds. The goodness of natural ingredients infused in the cream rejuvenates your skin. The protective barrier of the skin is strengthened and the harmful effect of exposure to UV rays and pollutants is averted. Your skin receives superior nourishment to stay healthy and look gorgeous. Soothes and Hydrates: Your skin is intensely moisturised with a mixture of premium natural oils including Moroccan argan oil, extra virgin olive oil, golden jojoba oil, grape seed oil and avocado oil and shea butter. Cucumber cools and increases skin hydration. Honey locks moisture into the skin. Sun Protection: The mineral-based sunscreen agents offer broad-spectrum sun protection. They protect your face from tanning, sunburn and hyperpigmentation. Your complexion remains clear and radiant despite basking in the sun. Combats Skin Aging: This day cream is formulated to repair the everyday micro skin damages so that your skin retains its youthful elasticity. Retinol improves collagen production that helps reduce fine lines and wrinkles. Furthermore, it softens the skin and lightens dark spots. Hyaluronic acid boosts your skin’s moisture retention capacity. Matrixyl 3000 increases your skin’s elasticity. Active Plant Extracts for Glowing Complexion: Precious plant extracts are infused in the cream to revive your complexion. The antioxidant compounds in pomegranate, calendula and tomato oil protect your skin from the harmful activities of free radicals. Liquorice helps in lightening your skin tone. Toxic Chemical Free: This skin moisturizer does not contain any chemical known to be harmful to the skin. It’s non-comedogenic and is comfortable for daytime use. It keeps your skin moisturized, nourished, protected and rejuvenated throughout the day. Intensely moisturises and keeps skin hydrated the whole day. Relieves skin dryness, softens dry patches, and leaves skin feeling velvety smooth.",899.0,899.0,0.0,673.7553191489362,1.0
5723,Anti-Oxidant Boost Eye Gel,Beauty & Hygiene,Skin Care,StBotanica,999.0,999.0,Eye Care,4.1,"Your under eye skin is thinner than rest of your facial skin. It’s delicate and sensitive. It therefore tends to wrinkle fast. StBotanica's Anti-Oxidant Boost Under Eye Gel provides the tender under eye area everything needed to retain its youthful appearance. It soothes, hydrates, nourishes and refreshes the tired under eye skin and lightens pigmentation of the skin of the under eye area. Hyaluronic Acid, Coenzyme Q10 & Matrixyl 3000 for Smooth Skin Hyaluronic acid molecules in the gel easily penetrates the skin and preserves moisture, leaving the under eye area hydrated and smooth. CoQ10 works as a powerful antioxidant and inhibits collagen loss, thereby reducing appearance of signs of skin ageing. Matrixyl 3000 is an innovative anti-ageing peptide that by regulating the activities of the cells helps in restoring the youthful appearance of the under eye skin. Vitamins for Intense Skin Care: Vitamin deficits in your skin tissues are addressed by the vitamin-rich gel. It delivers vitamins A, B3, C and E to the dry stressed skin. The essential skin nutrients defend the under eye area from the harmful effect of free radicals. They provide nourishment essential for delaying skin ageing and restore elasticity and hydration. Fruit Extracts for Lightening Dark Circles: Grapefruit and orange are natural sources of vitamin C, nature’s potent skin lightening agent. It helps fade dark circles and brightens the skin. Furthermore, the antioxidant property of vitamin C helps in thwarting skin ageing. Appearance of fine lines and crow’s foot could be delayed by nurturing the skin with vitamin C rich fruit extracts. Revitalises Stressed Under Eye Skin: The cooling effect of cucumber helps relax the stressed under eye area. The gel rejuvenates the skin and gives you refreshed appearance. Even young adults in their 20s can use this under eye gel. Using it before appearance of the first signs of aging ensures that the under eye area retains its smooth, bright youthful look for a longer time. The gel-cream formula absorbs quickly, like a gel, but moisturises deeply like a cream. Intensely hydrates under eye skin. Helps plump up the under eye area.",999.0,999.0,0.0,673.7553191489362,1.0
5726,Calendula Essential Moisture Emulsion,Beauty & Hygiene,Skin Care,The Face Shop,976.0,1220.0,Face Care,4.1,A moisturising soothing emulsion delivers comfortable rest and optimal moisture ratio to irritated skin. It contains a complex of 6 herbs and 10% Calendula to deliver long-lasting moisturisation to the skin.,976.0,976.0,20.0,833.1990909090908,0.8
5727,Deodorant Body Spray - Blue Desire EDT,Beauty & Hygiene,Fragrances & Deos,Police,1150.0,1150.0,Women's Deodorants,3.9,"Police Blue Desire EDT for Women, Blue, 40ml  For Beauty tips, tricks & more visit https://bigbasket.blog/",1150.0,1150.0,0.0,1505.5757142857146,1.0
5731,Essential Oil - Cypress,Beauty & Hygiene,Skin Care,Aroma Magic ,1100.0,1100.0,Aromatherapy,4.1,"Aroma Magic brings to life a varied range of essential oils to directly create and improve your sense of well-being. They can provide treatment to the body medicinally, cosmetically and also directly, to provide you with healthier skin. The Aroma Magic Cypress Essential Oil is a multi-purpose essential oil with several benefits.",1100.0,1100.0,0.0,395.30018348623855,1.0
5766,Green Tea Watery Cream,Beauty & Hygiene,Skin Care,It's Skin,855.0,950.0,Face Care,4.1,"The Its Skin Green Tea Watery Serum is here to give your thirsty skin a boost of hydration. It has been formulated with the natural ingredient of green tea that provides excellent moisturizing plus soothing silky skin care effects. It supplies water into the skin and keeps skin fresh, calm and soft. This serum contains cucumber extract, bamboo extract, and plum for vital skin care",855.0,855.0,10.0,705.4782608695652,0.9
