index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct
12452,India Single Origin Milk Chocolate,Snacks & Branded Foods,Chocolates & Candies,Amul,75.0,150.0,Chocolates,4.2,"The finest cocoa sourced from the Karavali region of South Karnataka gives this chocolate its distinctive taste. Enjoy its smooth, creamy texture and indulge in the true taste of India.Share this mouthwatering chocolate to your family and friends and celebrate the good times. This chocolate is a treat that can be unwrapped anytime, anywhere.",75.0,75.0,50.0
12470,50-50 Sweet & Salty Biscuits,Snacks & Branded Foods,Biscuits & Cookies,Britannia,30.0,30.0,Salted Biscuits,4.1,"Britannia 50-50 Sweet & Salty Biscuits are prepared with the goodness of two completely distinct flavours blended together. Britannia biscuits, cookies, cakes and rusk are a perfect companion for your tea. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite brands like Good Day, Tiger, NutriChoice, Bourbon, Milk Bikis and Marie Gold.",30.0,30.0,0.0
12476,Ompudi,Snacks & Branded Foods,Snacks & Namkeen,BGR,55.0,55.0,Namkeen & Savoury Snacks,4.1,"BGR Foods Ompudi is made from high-quality ingredients. Ompudi is a delicious and crispy snack of sev laced with the delicate aroma and flavour of ajwain or carom seeds. A light crispy snack that will make your tea time more delectable. It is a perfect blend of yummy flavours and crunchiness. It can be added to many dishes to make them crunchy and salty. It can be used in Indian Chaats like Sev Puri, Masala Puri, Bhelpuri or sprinkle it on your sandwiches to make it crispier.",55.0,55.0,0.0
12483,Cookies - Multigrain Breakfast,Snacks & Branded Foods,Biscuits & Cookies,Unibic,30.0,30.0,"Marie, Health, Digestive",4.1,Unibic Cookies - Multigrain Breakfast 75 g,30.0,30.0,0.0
12484,Potato Chips - Tomato,Snacks & Branded Foods,Snacks & Namkeen,Bingo,51.0,60.0,Chips & Corn Snacks,4.2,Feel the maturity of juicy tomatoes. Picture the red lush of tomato ketchup. Think of the sweetness of sauce mingle with the saltiness of chips. Take a bite of Bingo Juicy Tomato Ketchup Potato Chips. Savour their exclusive relish and freshness their crusty crispness.,51.0,51.0,15.0
12489,NutriChoice Essentials Ragi Cookies - With No Added Sugar,Snacks & Branded Foods,Biscuits & Cookies,Britannia,56.0,70.0,"Marie, Health, Digestive",4.2,"Britannia Nutrichoice Essentials Ragi Cookies are diabetic friendly healthy biscuits crafted specially to provide a healthy snack for diabetics. Made with zero added sugar, these ragi biscuits have a low glycaemic index. These cookies for diabetics also have complex carbohydrates and are high in fibre.",56.0,56.0,20.0
12508,"Chikki, Peanut Bar",Snacks & Branded Foods,Indian Mithai,Paper Boat,270.0,300.0,Chikki & Gajjak,4.1,"The classic! Everybody's favorite snack. Most coveted in tiffin boxes and among post dinner treats or mid-day snack for that matter. Now that we think about it, this was the ever favorite snack (can you blame us, it is sooo snacky!) Made with the finest quality peanuts and jaggery, its crunchy sweetness is sure to bring a smile to your face.",270.0,270.0,10.0
12523,Papad - Jeera Rice,Snacks & Branded Foods,Ready To Cook & Eat,Atish ,28.0,28.0,"Papads, Ready To Fry",3.8,Atish Papad - Jeera Rice 100 g,28.0,28.0,0.0
12545,Thai Chilli Sauce,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Woh Hup,220.0,220.0,Chilli & Soya Sauce,2.0,"Thai Chilli Sauce is a sweet and spicy sauce. In cooking, a sauce is liquid, cream or semi-solid food served on or used in preparing other foods. they add flavour, moisture, and visual appeal to another dish. The authentic Thai dipping sauce that is essential for the table. Made from the finest ingredients. No added colours, flavours or MSG. A slight sweeter taste that paired well with any fried foods, to give it a delicious taste.",220.0,220.0,0.0
12569,Gluten-Free Rolled Oats - Premium,Snacks & Branded Foods,Breakfast Cereals,NUTRIWISH,350.0,350.0,Oats & Porridge,3.9,"This Premium rolled oats for the healthy power-packed breakfast to bring out the super-you in you. The rolled oats are loaded with important vitamins, minerals and antioxidant plant compounds. Whole oats are high in antioxidants and beneficial plant compounds called polyphenols. Oats contain large amounts of beta-glucan, a type of soluble fiber.",350.0,350.0,0.0
12580,Instant Idli Sambar,Snacks & Branded Foods,Ready To Cook & Eat,AMAJAIN,90.0,90.0,Heat & Eat Ready Meals,3.5,"Instant Idli Sambar, tasty breakfast, ready to eat in 8 minutes with just adding hot water. Easy to prepare, enjoy this delicious Idli Sambar every morning with your family and friends.",90.0,90.0,0.0
12583,FunFoods American Mustard,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Dr. Oetker,69.0,69.0,"Jam, Conserve, Marmalade",3.8,"American Mustard from FunFoods is a delicious, mild, smooth-textured mustard which contains 24% mustard powder and comes in a handy squeeze bottle. It is perfect for American food like hot dogs, burgers, chicken wings, grilled turkey & many other Indian and International recipes.",69.0,69.0,0.0
12585,Raita Boondi,Snacks & Branded Foods,Snacks & Namkeen,Garden,50.0,50.0,Namkeen & Savoury Snacks,4.2,"Garden Boondi is a fried snack prepared from gram flour. It can be used to make boondi raita, chaat or the well-known South Indian mixture.",50.0,50.0,0.0
12588,"Energy Bars - Nutty, 4+ Years, 100% Natural & Healthy",Snacks & Branded Foods,Breakfast Cereals,Timios,31.5,35.0,Chocolates,3.9,"Timios Nutty Energy Bars are made from 100% natural and real fruits with the wholesome and goodness of a wide variety of nuts and dried fruits which are loaded and packed with antioxidants and various other essential nutrients that are ideal for the development of cognition and other physical attributes in your little one. This product does not contain processed sugar, artificial colours, added flavour and added preservatives.",31.5,31.5,10.0
12599,Jamnagar Chunda Achar,Snacks & Branded Foods,Pickles & Chutney,Graminway,159.0,159.0,Other Veg Pickle,2.6,"Graminway Jamnagar Chunda Achar is a sweet mango pickle made with the finest quality of raw mangoes mixed with the choicest spices to create this delightful tangy and sweet pickle. Pickles play an important role in Indian cuisine. No Indian meal is complete without a smidgen of a pickle. Relish it with a leftover puri, fresh paratha, dal chawal, plain white rice, or as an accompaniment with any other regular meal. We assure you of nostalgic flavours that can make your taste buds tickle the same way they will remind of your childhood summer vacations. Each mango is carefully cleaned, dried, and cut in a hygienic facility before pickling. It is pickled with best quality spices and other ingredients. Graminway aims to provide clean, natural, and healthy products without compromising on the flavours and taste. They produce them in small batches, which helps maintain freshness and preserve the ingredient texture. By not stockpiling, each product is as fresh as possible when it reaches your doorstep.",159.0,159.0,0.0
12600,"Butter Chicken & Masaledaar Mutton Ready to Eat Cooking Masala Paste, 80 g",Snacks & Branded Foods,Ready To Cook & Eat,ITC Master Chef,135.38,150.0,Heat & Eat Ready Meals,4.0,"We bring to you recipes inspired by the Master Chefs of ITC Hotels. Our range of Cooking Pastes ensures that you can enjoy a fragrant Biryani to a flavour-packed Butter Masala Gravy all at the comfort of your home. Only three easy steps to cook authentic Indian dishes like Paneer Makhani to Mutton Kolhapuri, our range ensure that every day is a feast under 30 minutes. 

No Added Preservatives
Authentic Recipes
Vegetarian Product
Natural Ingredients, no artificial flavours
Cook complete dish in 3 easy steps
Range of 5 dishes - Hyderabadi Biryani, Mutton Kolhapuri, Butter Chicken, Paneer Makhani, Vegetable Biryani",135.38,135.38,9.74666666666667
12602,"Mint - Sugarfree, Fruity Flavour",Snacks & Branded Foods,Chocolates & Candies,Center Fresh,15.0,10.0,"Toffee, Candy & Lollypop",4.2,"All new Center Fresh Mints - Chali Hawa Mastaani! Sugar-free 3 layered mints in fruity flavour. Life is full of changes that can provide big opportunity when your big moment arrives. Good thing is, with all-new Center Fresh Mints, you are prepared for a fresh beginning, anytime, anywhere. Pop one of these refreshing mints, for getting an instant fresh breath. These are the perfect offering for instant freshness to remain confident anytime, anywhere. The easy to carry, re-sealable dispenser pack allows you to enjoy the crisp, smooth flavour with fewer calories, anywhere. Keep a pack in the pocket, car, or a drawer for instant minty refreshment anytime",9.0,15.0,0.0
12606,Jam - Mango,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Snacky,60.0,60.0,"Jam, Conserve, Marmalade",1.0,"Snacky Mango Fruit Jam is described as a tasty combination of fresh fruits ingredients and gives a delicious taste when used as a spread on selection of snacks. Jam typically contains both the juice and flesh of a fruit or vegetable, although some cook books define it as a cooked and jelled puree. The term jam refers to a product made of whole fruit cut into pieces or crushed, then heated with water and sugar to activate itspectin before being put into containers.",60.0,60.0,0.0
12607,Chicken Patty - Desi Style,Snacks & Branded Foods,Frozen Veggies & Snacks,ITC Master Chef,161.5,170.0,Frozen Non-Veg Snacks,4.2,Your favourite burger patty with an Indian twist. Chicken keema mixed with spices to give it a unique taste that sets it apart. ITC Master Chef is a high-quality brand its quality is the gold standard. It adheres to absolute benchmark and its products are of the highest standards in taste and quality.,161.5,161.5,5.0
12617,Multigrain VarietyBar 38G Pack of 10+Breakfast Protein VarietyBar 50G Pack of 6,Snacks & Branded Foods,Breakfast Cereals,Yoga bar,607.2,690.0,Granola & Cereal Bars,4.2,"Yoga Bar's Energy Bars contain a nutrient dense primary ingredient that is generally whole grains, nuts or seeds. The bar contains 25 - 30% Whole grains & complex carbs, derived from Brown rice, Oats, Buckwheat, etc. 10 - 15% Nuts, that is generally Almonds, Cashews or Peanuts, as they provide all round more protein and fiber. Lastly, it contains 10 - 15% Seeds, which are generally Flax, Chia, Sunflower, etc. The bars contain no corn syrup, artificial sweeteners or hydrogenated oils. It also contains no artificial preservatives, as Yoga Bar chooses to focus on the long term health of their consumers, rather than a product that can last years on the shelf.Yoga Bar's Breakfast bars are crunchy, fruity and delicious that are perfect for your everyday breakfast. Stacked with protein, antioxidants, omega-3, and fibre, it's much more than just a bar - it's healthy, nutritious and all natural. No preservatives. No artificial ingredients.",607.2,607.2,11.999999999999995
12618,Cup Noodles - Veggi manchow,Snacks & Branded Foods,Snacks & Namkeen,Nissin,40.0,50.0,Cup Noodles,4.2,Nissin Cup Noodles is spicy vegetable flavour has a robust flavor and has actual vegetable pieces. The most excellent and highest quality of ingredients is used to manufacture these nissin cup spicy vegetable noodles. It is a brilliant take-along lunch for office workers and equally good as a quick snack at home.,40.0,40.0,20.0
12640,Assorted Mini Nutrition Energy Bites,Snacks & Branded Foods,Breakfast Cereals,GoodDiet,99.0,149.0,Granola & Cereal Bars,4.2,"bb Gooddiet brings you 10 mini nutrition bites in 5 power pack variants. With no added preservatives, no artificial flavours, these mini nutrition bites make for a naturally healthy snack. Get instant nutrition anywhere, anytime with BB Gooddiet.",99.0,99.0,33.557046979865774
12642,Noodles - Egg,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Azad ,95.0,95.0,Hakka Noodles,4.6,"Noodles are always one of the greatest among fast foods; get the very well grade quality Azad Egg Noodles. It is simple to prepare, good to fill your stomach with. Enjoy tasteful and healthy foods that complete fast with Azad Egg Noodles.",95.0,95.0,0.0
12661,Chicken & Cheese Nuggets,Snacks & Branded Foods,Frozen Veggies & Snacks,Yummiez,235.0,250.0,Frozen Non-Veg Snacks,3.4,"Chicken & Cheese Nuggets is packed with delicious, Juiciest chicken, crafted cheddar cheese and combination of pickled jalapenos, and paprika. You will know it's the first bite, as it is wrapped in a crispy coating with the Juicy texture inside.",235.0,235.0,6.0
12676,Original - Indian Hot Chilli Medium Spicy Sauce,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Naagin ,225.0,225.0,Tomato Ketchup & Sauces,5.0,"Naagin Original hot sauce is a medium-spicy blend highlighting the best flavours from Western India. A full-bodied uplifter of the bland, it has a base of tomatoes, onions and garlic, perfectly combined with Sankeshwari and Bhavnagri chillies to bring you a little kick. Our secret ingredients will leave you salivating!
Naagin Hot Sauce goes with every meal, no matter the cuisine. The balance of sweet and spicy flavours makes it perfect for every Indian taste palate. The Original is a gourmet upgrade to your everyday chutneys and ketchup. The Original sauce pairs excellently with pasta, pizzas, burgers, rolls, pulaos, and dosas, as well as with homemade snacks like idlis, samosas, nuggets, fries, and wings – the sky is the limit!",225.0,225.0,0.0
12707,Banana Chips,Snacks & Branded Foods,Snacks & Namkeen,A-1 Chips,120.0,120.0,Namkeen & Savoury Snacks,4.1,A-1 Made with High Quality ingredients to make snack time better.,120.0,120.0,0.0
12713,Amla Candy,Snacks & Branded Foods,Pickles & Chutney,Pushpanjali ,275.0,275.0,Other Veg Pickle,3.0,"Amla Candy with a sweet flavour. It’s a regional product with a traditional taste. Amla candy will tickle your taste buds. It is rich in vitamin C, iron and calcium. It can help in preventing various diseases. Amla is good for boosting immunity and is a powerhouse of nutrition.Pushpanjali is a winner of National Productivity Award.",275.0,275.0,0.0
12748,Prebiotic Milk Chocolate,Snacks & Branded Foods,Chocolates & Candies,LiL'Goodness,40.0,50.0,Chocolates,4.5,"First Prebiotic Chocolate in India, made from the finest quality milk chocolate. Contains prebiotic fibers that activate gut bacteria. Gut bacteria promotes natural immunity and improves the absorption of vitamins and minerals.Our chocolate contains 10% less sugar compared to regular milk chocolate while providing 3 times more fibers that improve the quality of calories being consumed.
Note: Store in a cool, hygienic and dry place. Store at temperatures below 18° C for best consumer satisfaction. Temperature and humidity changes may cause the product to develop a whitish layer, without affecting its fitness for consumption.",40.0,40.0,20.0
12769,Microwave Popcorn - Butter Lovers,Snacks & Branded Foods,Snacks & Namkeen,PIPO,67.0,67.0,Chips & Corn Snacks,3.0,"Buttery delicious popcorn that will enhance your tastebuds like no other. It is gluten and cholesterol free that makes it a very light and healthy snack. Anytime snack to get rid of your food cravings. Just cook, serve in 2 minutes.",67.0,67.0,0.0
12773,Twist Sweet & Spicy Sauce,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Kissan,105.0,105.0,Tomato Ketchup & Sauces,4.3,"To arrive at a break-even point when you are unsure if you are digging sweet or spicy, this ketchup is your tailor made solution. Sit by a window with hot pakodas or bhajiyas on a rainy day, and you cannot find a better match for this, like the Kissan Sweet & Spicy Sauce. This ketchup also complements idli, dosa and other south Indian specialties very well. Addictive at best, this ketchup is made from 100% fresh ingredients. Relish the taste of tomatoes and red chillies in your meal to add a spicy twist with Kissan Sweet & Spicy Tomato Ketchup!! Started in 1934, Kissan is a popular brand in India. Kissan is more than just jams, ketchups, sauces and squashes. Its all about kids eating happily & growing up happily. Kissans tasty and natural goodness keeps both, mothers & kids happy. The brands reassurance to mothers is that they can make tiffin times fun yet wholesome with the Kissan range of products that are made with 100% natural ingredients! The tangy red burst of tomatoes in ketchup and red chillies, will give you the sensorial delight of natures goodness. Kissan Sweet & Spicy Tomato Ketchup is made from 100% real tomatoes

Features and Benefits
Kissan sources 100% of its tomatoes from sustainable sources thereby helping create and support several local smallholder farmers livelihoods
Is easy to pour and use and can be enjoyed with every snack
Made with 100% real tomatoes
Turns a boring meal into an empty tiffin
Enjoy it best with samosas, pakodas, noodles or Roti roll for an interesting tiffin meal
Carefully sealed in impermeable glass packaging to retain the best flavour and taste of product",105.0,105.0,0.0
12791,Secret Mix Veg Soup,Snacks & Branded Foods,Ready To Cook & Eat,Chings,41.25,55.0,Soups,3.9,"Premium, Sumptuous and Satisfying! Ching’s premium Cooking Soups quench your craving for soups that are satisfyingly sumptuous. Each soup has a generous serving of the choicest exotic vegetables such as real Shitake mushrooms, French beans, sweet corn, broccoli, cabbage and carrots, that make each sip a memorable experience. Easy to make, these soups need to be simmered with water for just 3 minutes. The range includes Hot & Sour, Manchow, Mix Veg, Tomato and Sweet Corn Veg. Great to make for your family or even guests.",41.25,41.25,25.0
12795,Millet Muesli - Fruit & Nut,Snacks & Branded Foods,Breakfast Cereals,Soulfull,599.0,599.0,Kids Cereal,4.2,"Soulfull Millet Muesli brings the goodness of millets to a bowl of Muesli. It is made with whole grains and nothing but the grains. High on fibre, no added sugar or preservatives, yet tasty. And because we are special like that, we are the only ones who make our muesli using millets. Go ahead, pinch yourself. Made with real fruits and almonds for that little bit extra. Go on people, fruit up!",599.0,599.0,0.0
12802,Cocoa Powder,Snacks & Branded Foods,Ready To Cook & Eat,HappyChef,58.5,65.0,Home Baking,4.0,"Cocoa powder is a natural and tasty flavouring used in the making of chocolate, biscuits, cakes etc. Perfect for your favourite cup of hot chocolates. This pure cocoa powder can be consumed on a daily basis. Happy Chef Cocoa powder is a good option if you are watching your weights.",58.5,58.5,10.0
12827,Tasty Nuts,Snacks & Branded Foods,Snacks & Namkeen,Garden,50.0,50.0,Namkeen & Savoury Snacks,4.3,A healthy and savory snack that made from dhal that chews you more crispy,50.0,50.0,0.0
12832,Classic Salted Peanuts,Snacks & Branded Foods,Snacks & Namkeen,Avean,50.0,50.0,Namkeen & Savoury Snacks,4.1,Classic Salted Peanuts are an old-time favourite. Perfectly crunchy and optimally salted peanut snack. We roast and salt them right in-house for unbelievable freshness. Once open you cannot put them down. High-Quality Balanced Peanuts which are natural and original. It comes with nitrogen flush pouches to retain the freshness & crunchiness,50.0,50.0,0.0
12846,KitKat Chocolate Wafer Bar - 4 Fingers Pack,Snacks & Branded Foods,Biscuits & Cookies,Nestle ,23.75,25.0,Chocolates,4.3,"Nestle® KITKAT® is the ideal partner for your breaks. Nestle KitKat is crisp wafer fingers covered with chocolayers. Nestle KitKat has a unique finger format with a ‘breaking' ritual attached to it. So go ahead, have a break and relish the great new taste! Indulge in this delicious crispy treat alone or share it with your loved ones. Enjoy your breaks with this treat with approx. 48 kcal per finger. Just unwrap your KitKat®, break off one of the fingers, snap into two and enjoy! Have a Break, Have a KitKat®.",23.75,23.75,5.0
12849,2-Minute Noodles Masala,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",MAGGI ,132.0,144.0,Instant Noodles,4.3,"India’s favourite Masala Noodles, MAGGI 2-minute Noodles, now comes with the goodness of Iron. Each portion (70g) of MAGGI Masala Noodles provides you with 15% of your daily Iron requirement (*as per the Daily Dietary Allowances for an Adult Sedentary Male (ICMR 2010). Containing your favourite masala taste, MAGGI noodles are made with the choicest quality spices. Make your bowl of MAGGI even better by chopping up some vegetables, dropping in an egg or throwing in your favourite ingredients.",132.0,132.0,8.333333333333332
12852,Tartare Dip,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Dr. Oetker,69.0,69.0,Dips & Dressings,4.6,"Originated from Europe, Tartare Dip is enjoyed worldwide with fish fingers and other fried foods. The tartare dip from FunFoods by Dr. Oetker is a 100% vegetarian dip. Enjoy it with cheese balls, fries and on sizzlers etc.",69.0,69.0,0.0
12872,"Penne Rigate - 100% Sooji, No Maida",Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Grabenord,125.0,125.0,Pasta & Macaroni,2.7,"Made from sooji, no maida traditional pasta made from the high quality durum wheat semolina rich in protein & fibre. No trans fat and no cholesterol high roughness for a perfect absorption of sauces with excellent taste and aroma of semolina 100% sooji, no maida make it the traditional way of just flip the packet and find the Indian masala pasta recipe.",125.0,125.0,0.0
12874,Pineapple Chunks - In Syrup,Snacks & Branded Foods,Ready To Cook & Eat,Morton,110.0,110.0,Canned Food,4.0,"Morton Pineapple Chunks to be always sweet, juicy and ready to eat. It is an enormous with chicken or pork stir-fries, fruit or green salads, rice dishes and as topping over desserts. It is obviously fat-free and an excellent source of vitamin C.",110.0,110.0,0.0
12885,Portion Controlled Single Serve Granola Cups,Snacks & Branded Foods,Breakfast Cereals,On The Run,60.0,60.0,Granola & Cereal Bars,3.0,Breakfast Decision made easy! This crunchy granola makes a wonderful snack for breakfast (just add milk/yoghurt) and you are good to go. Start your day in a healthy way with this snack.,60.0,60.0,0.0
12910,Moong Dal,Snacks & Branded Foods,Snacks & Namkeen,Tasties,15.0,12.0,Namkeen & Savoury Snacks,4.0,"Tasties Namkeens are a range of traditional Indian Savouries that are, authentic, crisy and deliciously mouth watering. Made by skilled and experienced manufacturers in hygienic state-of-the-art facilities, these flavoursome namkeens will take you back to a time of light-hearted fun, while munching on your favourite snack.",12.0,15.0,0.0
12922,Ready to Cook & Serve - Masti Dahi Tikki,Snacks & Branded Foods,Frozen Veggies & Snacks,Amul Happy Treats,120.0,130.0,Frozen Veg Snacks,3.4,"Amul Happy treat frozen snacks made from delicious , tasty and more importantly ƒ€š‚ healthy Amul dairy products . Amul frozen snacks has much higher nutrition value compare to other frozen snacks available in the market which are mainly made from Maida and potatos. Amul Happy treats contains the goodness of Amul Cheese , Amulƒ€š‚  Paneer , Amul Masti dahi etc. in his product portfolio. Amul happy treats is ready to cook and fast to serve ( within 3 Minutes).Amul Frozen snacks are made in extreme hygiene environment under the FSSAI , BRC and USFDA certified and approved manufacturing plant.",120.0,120.0,7.6923076923076925
12924,Quinoa Energy bar,Snacks & Branded Foods,Breakfast Cereals,Prasukh,45.0,50.0,Granola & Cereal Bars,4.0,"Energy bars are supplemental bars containing cereals and other high energy foods targeted at people who require quick energy but do not have time for a meal. These quinoa energy bars will help pick you up during that afternoon slump! Energy in food comes from three sources: fat, protein, and carbohydrates. These health bars make for a perfect snack that is highly nutritious and filling. They are a combination of Quinoa, cereal, oats, dry fruits. It contains no added preservatives and is 100% natural.",45.0,45.0,10.0
12950,Vanilla Essence,Snacks & Branded Foods,Ready To Cook & Eat,HappyChef,99.0,149.0,Home Baking,4.0,"This is a very popular flavour among people. Vanilla Essence is used as a flavouring agent in many baking products. It can be used in products like cakes, muffins, dry cakes. A few drops of this while baking elevates the goodness of the products being baked",99.0,99.0,33.557046979865774
12956,Juzt Jelly - Guava Flavour,Snacks & Branded Foods,Chocolates & Candies,ALPENLIEBE,50.0,50.0,"Toffee, Candy & Lollypop",4.4,"Alpenliebe Juzt Jelly in Guava flavor, enjoy the taste of juicy jellies. This delicious pulpy jelly are made with 25% fruit pulp. The goodness of 25% fruit pulp makes it yummy and ideal for consumption by kids and grown ups alike. Available in an attractive family pack to enjoy with friends and family.",50.0,50.0,0.0
12970,Microwave Popcorn- Peri-Peri,Snacks & Branded Foods,Snacks & Namkeen,ACT II,70.0,70.0,Namkeen & Savoury Snacks,4.1,"Enhance your movie-watching experience, in the comfort of your own home with World’s No. 1 ACT II popcorn. ACT II popcorn is easy to make. In only 3 minutes, enjoy Hot n Fresh n delicious popcorn along with the delightful popcorn aroma. You can choose among different pack sizes such as individual packs, family packs and party packs, as per your need.
Relish your favourite ACT II popcorn, now available in various lip-smacking desi flavours such as butter, Sweet Pani Puri, Tandoori Tadka, Southern Spice, Butter pepper as well as international flavours such as Cheese Delite, Peri Peri, Thai Sweet Chilli and Tomato Chili.",70.0,70.0,0.0
12972,Tiger Krunch Biscuits,Snacks & Branded Foods,Biscuits & Cookies,Britannia,50.0,100.0,Glucose & Milk Biscuits,4.2,"Britannia Tiger Krunch Chocochip Biscuits are sprinkled with the yummy choco chips. The crunchiness of biscuits, when combined with the delighting flavour of chocolate, creates a biscuit so delicious. Britannia biscuits and cookies for long has been a part of every home, sharing those moments of joy. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Good Day, Milk Bikis and Little Hearts.",50.0,50.0,50.0
12980,Crispy French Fries,Snacks & Branded Foods,Frozen Veggies & Snacks,ITC Master Chef,90.25,95.0,Frozen Veg Snacks,3.9,Crispy golden fries made from a special variety of potatoes. Sprinkle salt or your favourite masala and enjoy. French fries are loved by kids and adults alike. French fries make snacking look good. ITC Master Chef is a high-quality brand and its quality is of a gold standard. It adheres to absolute benchmark and its products are of the highest standards in taste and quality.,90.25,90.25,5.0
12991,"5 Star Chocolate Home Pack, 200 g, 20 units",Snacks & Branded Foods,Chocolates & Candies,Cadbury,183.68,298.0,Chocolates,4.3,"A delicious indulgent combination of chocolate, caramel and nougat, it is a longer-lasting chewy multi-textured chocolate that will give you a unforgettable chocolicious experience.",183.68,183.68,38.36241610738254
12995,"Candy - Lips, Strawberry Flavoured",Snacks & Branded Foods,Chocolates & Candies,Lotte,50.0,50.0,"Toffee, Candy & Lollypop",4.0,Lotte Lips is a chewing candy that is packaged like a lipstick to give it a unique appeal. It comes in a variety of flavours and is loved by children of all age groups.,50.0,50.0,0.0
12996,Frozen Green Peas With Slider Zip Standy Pouch,Snacks & Branded Foods,Cuts & Sprouts,Fresho,198.0,270.0,Frozen Vegetables,4.0,"fresho! brings to you frozen green peas of uniform size that is peeled, sorted and packed in our state-of-the-art facilities which help in retaining maximum freshness. With no added preservatives, chemicals and artificial colours get the best quality green peas from fresho",198.0,198.0,26.666666666666668
12998,Sesame Chikkis,Snacks & Branded Foods,Indian Mithai,IndiSecrets,55.0,75.0,Chikki & Gajjak,4.0,"This bar is ideal to provide you with instant energy whether you are travelling or just need another bite to run through the day. A perfect power-snack to carry whenever and wherever you want. Indi Secrets Sesame chikkis are made of the finest sesame seeds and jaggery. Sesame is a wonderful addition to chikkis as it lends a great amount of protein to the chikki. This bar is ideal to provide you with instant energy. They beat hunger, give energy and help you brace through the day.
Features-

Made with Pure Jaggery & Ghee
No Added Preservatives
No Added Colors
Traditional recipes followed.",55.0,55.0,26.666666666666668
13015,Almond Butter With Whey Protein,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",NUTRIWISH,550.0,550.0,Choco & Nut Spread,4.2,"Cook some exotic dishes with this yummy fusion of almonds, butter and whey protein from Nutriwish. Rich in sodium, protein, calcium, fibre and healthy fats, this healthy trio can improve stamina, lower cholesterol levels, control blood sugar and provide better immunity. It reduces the risk of inflammation, cancer and heart disease. Make your morning toast even yummier with some Nutriwish almond butter infused with whey protein! Nut Butter from Nutriwish is presented to you in its healthiest from with no added oil, no added sugar, no added salt and no added preservatives. Each Nut Butter product is made with 100% whole nuts.",550.0,550.0,0.0
13023,Potato Chips Salt,Snacks & Branded Foods,Snacks & Namkeen,A-1 Chips,50.0,50.0,Namkeen & Savoury Snacks,3.7,A-1 Made with High Quality ingredients to make snack time better.,50.0,50.0,0.0
13037,Namkeen - Chatpata Matar,Snacks & Branded Foods,Snacks & Namkeen,Balaji foods,50.0,50.0,Namkeen & Savoury Snacks,4.1,"Enjoy Balaji Foods Chatpata Matar. A crunchy,Spicy,Chatpata anytime snack for the family & friends.",50.0,50.0,0.0
13059,Dark Chocolate - Himalayan Pink Salt,Snacks & Branded Foods,Chocolates & Candies,Uns,295.0,295.0,Chocolates,1.0,"Rich, smooth 54% dark chocolate with Himalayan pink salt crystals sprinkled on top. It's for the chocolate connoisseurs who look for something special in every bite.",295.0,295.0,0.0
13064,Achari Chicken Tikka,Snacks & Branded Foods,Frozen Veggies & Snacks,Yummiez,250.0,270.0,Frozen Veg Snacks,3.9,"Yummiez Achari Chicken Tikka is made from chunky pieces of chicken, marinated in aromatic spices and grilled to perfection in a tandoor. It has a zing of aromatic pickles, giving it that bursting tangy flavour. It has an amazing tenderness and taste. A delicious snack to savour which is quick and tasty. This is marinated boneless chicken. Its taste gives you an inexpressible feeling of satisfaction. Now you don't have to wait for long to savour your favourite Achari chicken tikka, simply defrost, heat and serve.",250.0,250.0,7.4074074074074066
13073,Vathal - Sundakkai,Snacks & Branded Foods,Ready To Cook & Eat,Iyers ,65.0,65.0,"Papads, Ready To Fry",4.1,"Sundakkaivathal means sun-dried sundakki vegetable; this can be fried and served with curd or rasam rice. The vegetable is first immersed in curd and then dried; after which it is fried in oil as sundakkaivathal. The fruits that grow in the Sundakkai plant look like berries or green peas. In many parts of Southern India, the fruit sundakkai is taken directly or served as sundakai sambar, sundakkaiaviyal or sundakkaiporiyal.",65.0,65.0,0.0
13078,Mysore Pak Prem,Snacks & Branded Foods,Indian Mithai,Lal,120.0,120.0,"Tinned, Packed Sweets",4.5,"Mysore Pak also called the royal sweet of Mysore is a sweet that readily melts in your mouth. Prepared with the mixture of Pure Ghee, Sugar and Gram flour it gives your taste buds a sense of pleasure leaving you wanting for more.",120.0,120.0,0.0
13080,Fiber Rich Choclaq,Snacks & Branded Foods,Breakfast Cereals,Zerobeli,15.0,10.0,Flakes,3.8,"Zerobeli Choclaq is your answer to a healthy and delicious breakfast. Enriched with essential vitamins and minerals, our chocolate flavoured flakes are here to supercharge your mornings.Our wheat-based cereal comes with the goodness of wholegrain and yummy chocolaty taste. It is low in fat, high in protein and enriched with fibre.",10.0,15.0,0.0
