index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct
4318,Non Scratch Scrub Sponge,Cleaning & Household,"Mops, Brushes & Scrubs",York,58.5,65.0,"Utensil Scrub-Pad, Glove",3.9,York is a Leading European manufacturer of household cleaning products. Scrub Sponge comes with a Scrub Pad on one side and a sponge on the other! It cleans without scratching delicate surfaces.,58.5,58.5,10.0
4319,Palak - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,26.0,32.5,Organic Vegetables,3.0,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",26.0,26.0,20.0
4321,Kool Sugarfree Kesar Drink,"Bakery, Cakes & Dairy",Dairy,Amul,25.0,25.0,"Flavoured, Soya Milk",4.0,"Kool Sugarfree Elaichi Drink is a delightful dairy-based drink from the house of Amul. This drink has no added sugar. Now, consume your Kool guilt-free. It is also available in Elaichi flavour.",25.0,25.0,0.0
4323,Snack Pack - Strawberry With chunky Granola,Gourmet & World Food,Cereals & Breakfast,Epigamia ,80.0,80.0,Flavoured & Greek Yogurt,3.7,"Epigama in Ancient Greek meant a way to Formalize the relationship between different nations, Thus with this cup of Greek Yogurt we applaud the marriage of a healthy lifestyle with delicious taste using only natural ingredients, No Prevervatives or artificial Flavours, Dont waste a Second.",80.0,80.0,0.0
4327,"Triphala Tablets - Improves Bowel Movement & Indigestion, Constipation & Digestive Disorders",Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,49.0,49.0,Ayurveda,4.0,"Triphala is a time-tested natural rejuvenating formula that helps cleanse accumulated body toxins that block the various shrotas (body channels including the circulation system). Amla, one of three components of Triphala, is considered a good natural anti-oxidant that protects the body from free radicals.",49.0,49.0,0.0
4331,Subhmangal Semi Economy Box - FG00825,Cleaning & Household,Pooja Needs,Shalimar,22.5,25.0,"Agarbatti, Incense Sticks",2.5,"In India, burning incense is about spreading positivity in all around areas. Burning incense sticks is also a symbol of worshipping God and a symbol of peace and freshness. A blissful fragrance that celebrates the grace of flowers to provide a charming experience. Incense sticks, also known as agarbathi (or agarbatti) and joss sticks, in which an incense paste is rolled or moulded around a bamboo stick, are the main forms of incense in India.With powerful healing properties, these incense sticks can influence your life by increasing spirituality. The bamboo method originated in India and is distinct from the Nepali/Tibetan and Japanese methods of stick making without bamboo cores.",22.5,22.5,10.0
4333,Marie Biscuits,Snacks & Branded Foods,Biscuits & Cookies,Mcvities,30.0,30.0,"Marie, Health, Digestive",4.1,McVities Marie Biscuits is like thin wafers and have a good-looking pattern all around with the words rich tea finger crafted in the centre. McVities creates an assortment of digestive biscuits that have become a necessary part of our excited daily life.,30.0,30.0,0.0
4337,Powder - Dry Mango,"Foodgrains, Oil & Masala",Masalas & Spices,Everest,80.0,80.0,Powdered Spices,4.3,Everest Dry Mango Powder is a spice derived by grinding dried mango pieces. It retains the spicy and acidic taste of unripe mangoes.,80.0,80.0,0.0
4339,Foxtail Millet - Kaon/Kang/Kangni/Kakum/Navani/Korralu/Korra/Thinai,"Foodgrains, Oil & Masala",Dals & Pulses,Manna ,72.0,90.0,Cereals & Millets,4.2,"Rich in smart carbohydrates (Low Glycemic Index). The kind that doesn't increase blood sugar levels immediately.
Rich in dietary fibre, minerals like iron & copper, proteins, low in fat and is gluten-free
Helps lower blood glucose levels, improves insulin response in the body, reduces levels of bad cholesterol and keeps the immune system strong
Can be consumed in the form of rice, semolina (rava) or flour to make payasam, porridge, and chapatti

Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/233/rice-rice-products/",72.0,72.0,20.0
4340,Fruit Yoghurt - Strawberry,"Bakery, Cakes & Dairy",Dairy,Milky Mist,79.0,160.0,Yogurt & Shrikhand,4.1,Real Fruit Yoghurt,79.0,79.0,50.625
4342,Guava - Thai,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,42.0,52.5,Exotic Fruits,3.0,"Large sized, apple green skinned Thai guavas have a white flesh with pale yellow seeds and tend to be drier than the pink guavas. Thai guavas are only mildly sweet and have very little fragrance.  Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/802/fruit-salad-trifle/",42.0,42.0,20.0
4350,Badam Mix With 10% Almonds,Beverages,"Health Drink, Supplement",Manna ,62.5,125.0,Kids (5+Yrs),3.8,"Badam Drink Mix is a great blend of Badam & Kesar and so appetizing that your child will now look advance to drinking milk. It has rich proteins, vitamins and honesty of almonds. It is obviously good for your child as it has real pieces of badam and real saffron.",62.5,62.5,50.0
4358,Kodabale Mini,Snacks & Branded Foods,Snacks & Namkeen,Sanjay ,65.0,65.0,Namkeen & Savoury Snacks,3.0,"Sanjay Condiments Mini Kodubale are made from high quality gram flour, rice flour and spices. This deep fried snack is flavourful, crispy and crunchy. It is a good combination of spice and sweet, very yummy, a must try for all. It is one of the favorite evening snacks enjoyed by the people.",65.0,65.0,0.0
4362,Fairness Naturals Pearl Skin Bleach,Beauty & Hygiene,Skin Care,Fem,42.75,57.0,Face Care,3.8,"Fem Fairness Naturals Pearl Bleach is a natural bleach with many benefits. Its rejuvenating properties helps to whiten skin - but that's not all as it also removes sun tan and dead cells and stops the regeneration of new pigment cells to make you look as radiant as a pearl, always.",42.75,42.75,25.0
4366,Masoor Dal/Mysore Bele,"Foodgrains, Oil & Masala",Dals & Pulses,Himalayan Natives,84.15,99.0,Urad & Other Dals,4.3,"Himalayan Natives 100% natural Masoor Dal is farmed and harvested with the highest quality control standards to ensure the purity of every grain of dal. Our Masoor Dal is rich in iron, calcium, and protein. It also contains dietary fibres and vitamins that are required for a healthy body.",84.15,84.15,14.999999999999995
4376,Everfresh Lemon Garden Gel Blocks,Cleaning & Household,Fresheners & Repellents,Air wick,59.0,65.0,Air Freshener,3.7,"Airwicks Everfresh Gel come with upto 2,400 fragrant sprays per refill and one pack fills the room for up to 60 days making them last longer. Their advanced technique eradicates odour causing bacteria eliminating foul smell leaving your room smelling like a bunch of roses or any other wide variety of fragrance that it comes in.

Enjoy the lifting fragrance of lemons with 33% more fragrance.
Drives away odours to enhance the bathroom.
Lasts for up to 30 days.
Available in - Lavender Meadows, Morning Rose Dew, Lemon Garden and Velvet Rose

Let the refreshing aroma of Airwick Citrus Splash Blocks make your bathroom smell nice and fresh, always. The nature-inspired fragrance of this bathroom essential is locked in two different compartments to ensure that it lasts for 30 days.
Whether you're taking a shower or brushing your teeth, the refreshing nature-inspired aroma in your bathroom will give a rejuvenating start to your mornings. This air freshener contains up to 33% more fragrance than the regular bathroom air fresheners.",59.0,59.0,9.230769230769232
4382,Anti-Dandruff Styling Gel - Strong Hold,Beauty & Hygiene,Men's Grooming,Himalaya Men,31.2,48.0,Hair Care & Styling,4.3,"Worried about dandruff every time you try a new hairstyle? Try Himalaya Men Anti-Dandruff Styling Gel and effortlessly sport jazzy spikes or a suave slick look. Free from alcohol, parabens, and phthalates, Himalaya Men Anti-Dandruff Styling Gel comes with the goodness of herbs known to fight dandruff and enhance your hairstyle. Find your one-stop solution to style hair and fight dandruff. This styling gel is enriched with natural ingredients like tea tree oil, lemon, and bamboo, which are known to soothe the scalp and help control itching. Style your hair naturally with the weightless hold of the non-sticky and easy to spread Himalaya Men Anti-Dandruff Styling Gel and sport the perfect wet look.",31.2,31.2,35.0
4384,Shaving Cream - Lime Fresh,Beauty & Hygiene,Men's Grooming,Godrej,65.0,65.0,Shaving Care,4.3,"With Godrej Shaving Cream, you can feel goodness of the rich lather that offers you a close and smooth shave! Revel in the experience of smooth skin through the usual utilize of Godrej Shaving Cream.  For Beauty tips, tricks & more visit https://bigbasket.blog/",65.0,65.0,0.0
4385,"Reusable Face Mask - 2 Ply, Cotton, Assorted Colour",Beauty & Hygiene,Health & Medicine,KNM,65.0,99.0,Face Masks & Safety Gears,3.2,"Facemasks help limit the spread of germs. When someone talks, coughs or sneezes they may release tiny drops into the air that can infect others. If someone is ill, face masks can reduce the number of germs that the wearer releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids.Disclaimer - We have suspended returns on Face Mask products for the safety of our customers and delivery agents. We will update the policy once the situation has resolved. Thank you for your support and understanding.",65.0,65.0,34.34343434343434
4386,Natural Hangover & Liver Detox Drink - Strawberry,Beverages,Energy & Soft Drinks,Morning Fresh,62.5,125.0,Sports & Energy Drinks,1.7,"Designed to detox your body after a night out, Morning Fresh is meant to be taken as your last drink of the night. Completely natural, it contains no caffeine and zero added sugars. Each bottle is 60ml which is the optimum dosage. This product is aimed to help you stay on your A-game and wake up ready to #DoMORE evening after a crazy night out.",62.5,62.5,50.0
4391,Tooth Brush - Sensitive Whitening Value Pack,Beauty & Hygiene,Oral Care,Oral-B,78.0,78.0,Toothbrush,4.0,Advanced brushing for sensitive teeth and gums. The Oral-B Advantage Sensitive toothbrush has extra-soft Oral-B Comfort Clean bristles that are easy on sensitive gums. The Oral-B Extend Angle brush head and the Power Tip bristles are designed for hard-to-reach areas.,78.0,78.0,0.0
4398,Sunrise Coffee,Beverages,Coffee,Nescafe ,15.0,10.0,Instant Coffee,4.2,"NESCAFE Sunrise is an instant coffee-chicory mixture made from 70% coffee powder and 30% chicory. This instant coffee is made with the fine blends of Arabica and Robusta coffee beans from the farms of South India. These beans are slow-roasted in rotating drum roasters till they develop the perfect aroma. Nestle’s world-class technology then ensures this aroma is retained all through the coffee-making process and finally capture in aroma granules. This soluble coffee is easy to use, ensuring coffee-making doesn’t seem like an inconvenience. So, rise up to the awakening taste and rich aroma of NESCAFE Sunrise coffee and let new opportunities come to you.
THE NESCAFE PLAN: We are committed to using sustainable processes in our coffee production and taking care of our planet by introducing better farming techniques. Nescafe works directly with 1,70,000 coffee farmers every year and helps them grow better quality, delicious coffee which leads to an increase in their income.",10.0,15.0,0.0
4399,Clothes Pegs Clip,Cleaning & Household,Bins & Bathroom Ware,Sidhi,60.0,60.0,"Hangers, Clips & Rope",3.6,Indian cloth clips,60.0,60.0,0.0
4410,Mix Fruit Face Wash,Beauty & Hygiene,Skin Care,Meghdoot,65.0,65.0,Face Care,4.1,"It is an effective ayurvedic blend of papaya and lemon fruit which helps reduce acne, pimple and pigmentation disorder. Papaya fruit contains rejuvenating enzymes that removes dead skin cells to provide glowing complexion and vitamin A that works as an anti-oxidant. Its regular use helps maintain soft, glowing and wrinkle free skin. This face wash deeply nourishes and moisturizes your skin making it smooth and youthful.",65.0,65.0,0.0
4411,Masala - Kitchen King,"Foodgrains, Oil & Masala",Masalas & Spices,Mdh,67.2,70.0,Blended Masalas,4.2,"MDH Kitchen King Masala has a combination of coriander, turmeric, cumin, black pepper, chili and other spices. It is dark brown colored, contains a strong spicy taste and should be utilized carefully. Explore the curry experience with this classic mix that provides vegetable curries a lordly flavor and a mild, subdued taste. Being coriander and turmeric based, the mix gives curry a delicious golden hue.",67.2,67.2,3.999999999999996
4412,Multipurpose Bottom Guard Sticker/ Chair Protectors - BH108,"Kitchen, Garden & Pets",Storage & Accessories,BB Home,89.0,159.0,Wall Hooks & Hangers,4.6,These Bottom Guard Sticker use of chair and other home equipment space. The stickable Bottom Guard have 3M Tape at the back to ensure strong and long-lasting hold. Just remove the sticker and paste it on your Chair ant other. These wall hooks help you keep things in a systematic and organised manner. The Bottom Guard are enabling easier utilisation. Use these hooks on smooth glass surfaces etc.,89.0,89.0,44.0251572327044
4417,Dill Leaves,Fruits & Vegetables,Herbs & Seasonings,Fresho,25.0,31.25,Indian & Exotic Herbs,3.0,"Green, flimsy and fernlike Dill leaves have a strong aroma. sharp tang and a spongy sugary flavour.Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1793/dil-wale-pan-cake/",25.0,25.0,20.0
4423,"Body Wash - Lavender & Almond Oil, Shower Creme",Beauty & Hygiene,Bath & Hand Wash,Vivel,40.0,40.0,Shower Gel & Body Wash,4.3,Pamper yourself with the care of Vivel Lavender & Almond Oil Body wash – it moisturizes your skin to make it soft and smooth. Indulge yourself with its great fragrance with every bath. This shower creme gently cleans your skin and the creamy lather leaves you feeling refreshed. It washes off easily and is suitable for a quick bath. Experience a foamy bath that doesn’t need a loofah. This body wash is suitable for women and men – a bathing experience different from soap. This body wash washes away germs and protects from pollution.,40.0,40.0,0.0
4425,Raw Flax Seeds,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Abbies,90.0,90.0,Roasted Seeds & Nuts,4.6,"Flax seeds are loaded with nutrients, high in omega-3 fats, a rich source of lignans, which may reduce the risk of cancer. Flax seeds are loaded with nutrients, high in omega 3 fatty acids, and rich in dietary fibre. Flax seeds improve cholesterol level and help to lower blood pressure level.",90.0,90.0,0.0
4430,Ttable Wiper Glass Squeegee Color,Cleaning & Household,"Mops, Brushes & Scrubs",Polyguards,65.0,65.0,"Mops, Wipers",3.6,"High quality wiper for cleaning windows, kitchen platform, car windscreen, table tops, dining tables.",65.0,65.0,0.0
4431,Ginger Powder,"Foodgrains, Oil & Masala",Masalas & Spices,Keya,84.15,99.0,Herbs & Seasoning,4.1,"Keya Ginger Powder is carefully chosen to give you an exquisite aroma and flavour. It gives a really good taste to spring rolls, sweet ginger chilli chicken, ginger cupcakes and muffins. You can also prepare your choice of dishes with this powder to make it delicious and aromatic.",84.15,84.15,14.999999999999995
4436,"Notebook - King Size, Ruled, College, Spiral",Cleaning & Household,Stationery,Classmate,59.0,60.0,"Notebooks, Files, Folders",4.0,"Classmate Notebooks are made to the highest quality standards. Made from superior quality paper and pulp, the pages are whiter, brighter and smoother. The superior cut and excellent finish ensure the pages are in perfect alignment without any folded corners. The superior binding strength and wrapper lamination make them as durable as ever. These notebooks come with a wide variety of covers with activities and trivias to make every classmate notebook unique in its own way.",59.0,59.0,1.6666666666666667
4439,"Christmas-Xmas Decorative Hangable Santa - Paper, Multicolour, BB1126-7",Cleaning & Household,Party & Festive Needs,DP,49.0,49.0,Decorations,4.4,"Add an edge to your decorations and make your Christmas look more attractive and beautiful as you hang this multicoloured Santa. The Hangable Santa is designed using high-quality paper material that offers to be lightweight yet sturdy enough. Hang this pretty looking Santa on the walls, roofs, a balcony that let it improve the vibe of the place.",49.0,49.0,0.0
4440,Sambar Powder,"Foodgrains, Oil & Masala",Masalas & Spices,Iyengar Spices & Food Specialists ,87.0,87.0,Powdered Spices,3.8,"Proprietary Food: Traditional Spice Mix (not curry powder)Sambar Powder which contains Coriander, chilli, gram dhal, black gram, fenugreek, salt, asafoetida, turmeric.
This comes with a shelf life of 12 months. It is prepared from selected condiments and spices.
Prepare delicious sambhar with this sambar powder and enjoy a sumptuous meal with your friends and family.",87.0,87.0,0.0
4441,5 Grain Cracker,Snacks & Branded Foods,Biscuits & Cookies,Mcvities,25.0,25.0,Salted Biscuits,3.9,"Mcvitie’s 5 Grain crackers are delicious, tasty, flavourful biscuits with the goodness of Wholewheat, Oats, Rice, Ragi, Corn. These are trans-fat-free and a good source of fibre.",25.0,25.0,0.0
4442,Toffee - 2 In 1 Eclairs,Snacks & Branded Foods,Chocolates & Candies,Parle,50.0,50.0,Chocolates,3.9,Premium ecliars Eclairs soft bite chew espicialy for kids who likes eclair with milky,50.0,50.0,0.0
4443,Sorghum/Jowar Flour/Jolada Hittu,"Foodgrains, Oil & Masala",Organic Staples,Natureland Organics,60.0,60.0,Organic Flours,3.5,"Sorghum is one of the best foods out there for dietary fibre. It seems like many healthy foods contain some amount of dietary fibre, which greatly improves the functionality of the digestive system. It is Processed, Cleaned and Hygienically Packed.",60.0,60.0,0.0
4445,Happy Happy Egg Cake - Vanilla,"Bakery, Cakes & Dairy",Cakes & Pastries,Parle,15.0,10.0,Tea Cakes & Slice Cakes,4.0,Vanilla Cake is ideal accompaniment with tea and coffee. Relish it with friends and family. It is ideal to bond over this tiffin cake. It is suitable to be had during odd hours or during school recess time. Vanilla Cake can be carried in the tiffin box as a snack. It is ideal for those uninvited instant hunger pangs.,10.0,15.0,0.0
4450,Soyatein - Minni Warian,"Foodgrains, Oil & Masala",Dals & Pulses,Mdh,40.5,45.0,Cereals & Millets,5.0,"This is a Vegetarian product. It is rich in spices and is used to make food tasty and delicious. Mdh Soyatein Chunks provide vitamins, minerals, and fibres for growing children.",40.5,40.5,10.0
4451,Organic Rice Mix - Coconut,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,70.0,70.0,Breakfast & Snack Mixes,2.0,"This is an instant chutney powder that can be had with Idli, Dosa, Adai/Chilla. Mix with water and serve. Coconut is a good source of potassium, it is a complete food rich n calories and minerals, 100 g kernel holds 354 calories and much of this comes from the fats and proteins. Only certified organic products are only used.",70.0,70.0,0.0
4457,Coriander Powder,"Foodgrains, Oil & Masala",Masalas & Spices,Safe Harvest,68.31,69.0,Powdered Spices,4.0,"Safe Harvest’s coriander is procured from a small and marginal landholder farmers’ collective in Virudhunagar (Tamil Nadu).
It has been carefully grown to ensure that you get safe food without synthetic pesticides and without using genetically modified seeds.
All products of Safe harvest are tested in FSSAI accredited laboratories for the presence of 149 pesticide residues and a Minimum Residual Level report is submitted. It is available in two forms - Seeds and Powder.
Coriander helps contain skin diseases and aids digestion.
It has antibacterial properties and helps cure conjunctivitis.",68.31,68.31,0.9999999999999967
4460,Kool - Kesar,"Bakery, Cakes & Dairy",Dairy,Amul,18.0,20.0,"Flavoured, Soya Milk",4.3,Amul Kool Kesar is refreshing milk with taste of Saffron (Kesar). It is an easy to use delicious drink that refreshes you immediately with goodness of milk.,18.0,18.0,10.0
4461,Bread - Sandwich,"Bakery, Cakes & Dairy",Breads & Buns,English Oven,40.0,40.0,"Milk, White & Sandwich",4.0,Perfectly baked white bread,40.0,40.0,0.0
4462,Stevia Leaves 100% Natural Sweetener - Sugarfree,Gourmet & World Food,Cooking & Baking Needs,So Sweet,65.0,65.0,Exotic Sugar & Salt,3.7,So sweet stevia leaves are hand-picked leaves from stevia farms of India. So sweet stevia leaves can be used for sweetening your beverages by boiling them along with your beverages.,65.0,65.0,0.0
4463,100% Pure US Cotton Ultra Thin Sanitary Pads,Beauty & Hygiene,Feminine Hygiene,Plush,80.75,95.0,Sanitary Napkins,4.0,"Made with 100% US cotton, Plush pads are highly absorbent and guarantee you a rash-free experience. The Plush box is specially curated with 4 light flow pads and 3 heavy pads, so you get all your period needs in one box. The box also has 2 panty liners for when you’re sure, but not too sure. Paraben-free, chlorine-free, fragrance-free, latex-free and hypoallergenic Pads which are kinder to your skin. One box, one cycle solution - This Plush box has 4 light flow pads, 3 heavy flow pads and 2 liners. Made with 100% US Cotton, Plush pads are very soft and guarantee a rash-free experience. Ultra-thin comfort with superior multi-layer absorption, you won’t feel like you’re wearing a pad Sourced keeping our planet Earth in mind, all our pads liners are FSC Certified, Cotton USA certified, PETA Certified Cruelty-free and Vegan.",80.75,80.75,15.0
4465,2 In 1 Shoe Brush,Cleaning & Household,Car & Shoe Care,Kiwi,60.0,80.0,Shoe Polish,4.4,"Buffs shoes to a brilliant shine
Top-quality brush made of soft, nylon bristles set in a sturdy handle",60.0,60.0,25.0
4469,Munchy Stick Natural Premium Quality Rawhide Flavoured Sticks,"Kitchen, Garden & Pets",Pet Food & Accessories,Pet en Care,80.0,80.0,Pet Meals & Treats,4.3,"Pressed Bones are made from crunchy low-fat 100% natural buffalo rawhide and can help your dog’s dental hygiene. With no artificial flavourings, preservatives or colourings, pressed bones are a delicious, natural treat between meals. These tasty chew snacks are a great addition to your dog’s daily meals.",80.0,80.0,0.0
4482,Wafer Biscuit - Pineapple,Snacks & Branded Foods,Biscuits & Cookies,Pickwick ,90.0,90.0,Cream Biscuits & Wafers,4.6,"This pack contains premium light and fresh pineapple flavoured wafer biscuit made from pineapple flavour. It is a family size value pack and can easily serve 5-6 people. Each wafer biscuit is triple layered with the added crispiness and taste of pineapple. Pickwick has served several generations of Indians with tasty snacks for over 30 years. The wafer biscuits can be had over breakfast, brunch, with afternoon tea, as evening snacks or to fulfil your midnight hunger pangs.",90.0,90.0,0.0
4492,"Extra Care Toothbrush - Pink, Soft",Beauty & Hygiene,Oral Care,Dentoshine  ,40.0,40.0,Toothbrush,4.2,- High-density nylon 612 bristles for extra care - Soft rubber dots on the back of the head for gum massage - Oval-shaped brush head for deeper reach - Non-slip rubber grip for comfort & control,40.0,40.0,0.0
4497,Chocolate Milkshake,"Bakery, Cakes & Dairy",Dairy,Paper Boat,30.0,30.0,"Flavoured, Soya Milk",4.3,"A cult favourite! Who can ever say no to chocolate, right? No birthday party, picnic, or family gathering was ever complete without a rich chocolate shake. Enjoyed by the kids and adults of the family alike, this delicious source of Vitamin D along with milk is really good for immunity. Besides, it was and always will be a family approved treat!",30.0,30.0,0.0
4501,Chana Masala,"Foodgrains, Oil & Masala",Masalas & Spices,Orika,47.25,63.0,Blended Masalas,3.8,"Chana makes for a lip-smacking dish when served with a flatbread or pulav (rice). While the recipe is simple, getting the right flavour isn't. Orika's Chana masala solves the problem for you. Crafted with select herbs and aromatic spices, this spice mix is all you need to cook perfectly aromatic, spicy and slightly tart Chana recipes that taste as good as from any of your favourite restaurant.",47.25,47.25,25.0
4502,Fairness Naturals Hair Removal Cream Fair & Soft Turmeric - Oily Skin,Beauty & Hygiene,Feminine Hygiene,Fem,45.0,45.0,Hair Removal,4.0,"Fem Fair and Soft Hair Removal Cream for Soft & Glowing Skin, enriched with the goodness of Avocado Oil & Liquorice. It is specially formulated for oily skin.Don’t want hair growth to determine your choice of clothes? Try fem Hair Removal Cream. It leaves you with flawlessly glowing skin.",45.0,45.0,0.0
4505,Bread Crumbs,Snacks & Branded Foods,Ready To Cook & Eat,HappyChef,75.0,99.0,Home Baking,4.0,Bread Crumbs used as a coating to give a nice crunchy taste. Happy Chef is a brand from the house of Bigbasket. Happy Chef breadcrumbs are sure to make you happy when you are feeling the blues. Nothing beats a piece of breadcrumbs to be your companion when you are all alone or enjoying with your loved ones. Bread Crumbs are useful for topping casseroles and adding bulk to soups and meatloaves. They are crispy and crunchy. The dried bread is interesting and can make your day.,75.0,75.0,24.242424242424242
4512,Sunrise Instant Coffee - Chicory Mixture,Beverages,Coffee,Nescafe ,70.54,75.0,Instant Coffee,4.2,"Nescafe Sunrise Instant Coffee Chicory Mixture is a refreshing instant coffee. It is made with the blends of 70% coffee and 30% chicory that are slow-roasted to achieve the signature aroma. Awaken your mind and body with the intense taste and wonderfully refreshing aroma of this coffee. This coffee mix is an excellent way to kick start the day. It is easy to make without any hassle. Perfect for everyday use as a part of your balanced lifestyle. It does not contain any added preservatives, colour or artificial flavours.",70.54,70.54,5.946666666666658
4529,Puttu Podi,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",bb Royal,43.0,50.0,Rice & Other Flours,4.0,Puttu Podi is prepared by steaming rice flour into thick tubes. This particular variety of Puttu is prepared with red rice powder. It can be steamed applying a puttu maker or you can utilize any steaming utensil in a pressure cooker  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/232/flours-sooji/,43.0,43.0,14.000000000000002
4531,Biriyani masala,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,42.0,70.0,Powdered Spices,4.2,"Our range of fresh and aromatic whole spices are carefully handpicked by our experts. They are cleaned, powdered and packed at our hygienic facilities. Relish the taste of lip-smacking biriyani as our biriyani masala comes with a fine blend of aromatic spices including powdered bay leaf. Enjoy nature's finest selection of powdered spices.",42.0,42.0,40.0
4534,Namkeen - Roasted Multigrain Mix,Snacks & Branded Foods,Snacks & Namkeen,Delight Foods,80.0,80.0,Namkeen & Savoury Snacks,3.7,"One of most famous delicacy of mumbai, Roast Multigrain Mixture is made from Rice flakes, Jowar Puffs, Corn Flakes, Bajri puffs, iodized salt. Enjoy this Crispy and salty legendary product from Delight foods !Vegetarian Best Before 90 Days From Date Of Packing Store In An Air Tight Container",80.0,80.0,0.0
4535,Merelane 7 Paper Playing Cards,Cleaning & Household,Stationery,Parksons,38.0,50.0,Games & Calculators,3.8,"Club quality plastic coated paper playing cards with a good finishing able to handle very easily with its stiffness and design. Perfect for players & suitable for fun games, with family, friends & club players.",38.0,38.0,24.0
4538,Rice Powder,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",Elite,25.0,25.0,Rice & Other Flours,4.2,"This is made from finely milled rice. It is distinct from rice starch, which is usually produced by steeping rice in lye. Rice flour is a common substitute for wheat flour.",25.0,25.0,0.0
4542,Biscuits - Jungle Bites,Snacks & Branded Foods,Biscuits & Cookies,Bisk Farm,40.0,40.0,Cookies,4.2,"Bisk Farm Jungle Bites Jar contains small biscuits in the outline of animals. These biscuits are specially good-looking and popular among children. They are wholesome, provide fibre and between those food items that you will not have to power your children to eat. These biscuits come in a see-through good airtight packaged jar. These biscuits are sugary in taste and very delicious.",40.0,40.0,0.0
4544,Rusk - Garlic,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Tasties,49.0,60.0,Rusks,4.0,"This is a twice-baked dried bread, also referred to as Toast biscuit. Our range of rusks is baked using premium quality ingredients to develop its authentic taste. It is a great combination with your hot cup of tea or coffee. Can be savoured as the side dish with meals. Enjoy the spicy strong flavour of garlic with every crunchy bite. Can be enjoyed as a lip-smacking snack by adding spreads of butter, cheese or spicy sauces.",49.0,49.0,18.333333333333332
4549,"Organic - Urad Dal/Uddina Bele, Atta","Foodgrains, Oil & Masala",Organic Staples,bb Royal,95.0,99.0,Organic Flours,4.2,"Urad Dal is used for various purposes besides retaining the skins and also has a strong flavor. It provides nutrients, such as protein, fat, and carbohydrates, and is a rich source of proteins like iron, folic acid, calcium, magnesium, potassium, and B vitamins. This helps boost the energy levels in the body and keeps you active. It is a protein-rich dal for vegetarians and for strong bones and a healthy body, have urad dal. It is good for digestion and also prevents constipation. It also has various beauty benefits. It is free of synthetic chemicals and pesticides.",95.0,95.0,4.040404040404041
4552,"OvenOrg - Organic Mixed Millet Biscuits, Diet","Foodgrains, Oil & Masala",Dals & Pulses,PRISTINE,95.0,95.0,Cereals & Millets,4.0,OvenOrg Diet biscuits diet variant is a healthy snack for sugar management as it contains no sugar. Pristine is a pioneer in manufacturing organic and nutritional products using a variety of diverse crops.,95.0,95.0,0.0
4555,Natural Mosquito Repellent Roll On,Cleaning & Household,Fresheners & Repellents,Moskito Safe,79.0,79.0,Mosquito Repellent,3.5,"Moskito Safe Natural Mosquito Repellent roll-on protects you from dangerous mosquitoes as well as chemical bug repellents. The scare away roll-on are natural and DEET free. Scented with Citronella Oil gives you up to 8 hours protection. Its active ingredients include Citronella Oil, Nilgiri Leafe oil, Neem Seed Oil and other Essential Oils.",79.0,79.0,0.0
4559,Secret Hot & Sour Instant Soup,Snacks & Branded Foods,Ready To Cook & Eat,Chings,15.0,10.0,Soups,4.1,"Ek Minute Mein Hunger Ki Bajao! The quickest and most delicious way to bust those hunger pangs is with Ching’s Instant Soups - India’s No. 1 Desi Chinese Soups. With just one cup of hot water and in just one minute you can relish a delicious garam-a-garam cup of Ching’s Instant Soup, anytime, anywhere. You can choose between the creamy and wholeseome Sweet Corn, the hearty Mix Veg with crunchy veggie bits, the classic rich Tomato, the spicy Hot & Sour and the zesty Manchow with veggies. So delicious and so satisfying!",9.5,15.0,0.0
4571,Thick Poha,"Foodgrains, Oil & Masala",Rice & Rice Products,Tata Sampann,36.63,44.0,"Poha, Sabudana & Murmura",4.1,"Now introducing Tata Sampann Poha (Thick) -The original Indian High Fibre breakfast, high in health & taste alike. We ensure that only the best rice paddy goes into making the poha, giving you a poha that is great in taste and nutritious. Tata Sampann poha is high fibre and a natural source of protein, protein is an important building block for the body.",36.63,36.63,16.749999999999996
