customer_id,Recency,Frequency,Monetary,Recency_capped,Frequency_capped,Monetary_capped,R_Score,F_Score,M_Score,RFM_Score,Segment,Segment_Name,Value_Score
14333,67,1,415.2,67.0,1.0,415.2,3,1,2,312,1,🌟 Champions,22.8
14334,16,8,2552.21,16.0,8.0,2552.21,4,2,5,425,1,🌟 Champions,22.8
14336,16,4,1614.91,16.0,4.0,1614.91,4,1,4,414,1,🌟 Champions,22.8
14338,161,2,588.22,161.0,2.0,588.22,2,1,3,213,0,🔔 Need Attention,8.8
14339,242,1,309.52,242.0,1.0,309.52,1,1,2,112,0,🔔 Need Attention,8.8
14340,218,1,134.7,218.0,1.0,134.7,1,1,1,111,0,🔔 Need Attention,8.8
14341,45,8,2182.28,45.0,8.0,2182.28,3,2,5,325,1,🌟 Champions,22.8
14342,21,4,668.5600000000001,21.0,4.0,668.5600000000001,4,1,3,413,1,🌟 Champions,22.8
14344,127,8,889.9300000000001,127.0,8.0,889.9300000000001,2,2,3,223,1,🌟 Champions,22.8
14345,38,1,108.98,38.0,1.0,108.98,3,1,1,311,1,🌟 Champions,22.8
14346,120,2,1021.58,120.0,2.0,1021.58,2,1,4,214,1,🌟 Champions,22.8
14348,260,1,409.57,260.0,1.0,409.57,1,1,2,112,0,🔔 Need Attention,8.8
14349,10,1,133.5,10.0,1.0,133.5,5,1,1,511,1,🌟 Champions,22.8
14350,274,1,282.93,274.0,1.0,282.93,1,1,2,112,0,🔔 Need Attention,8.8
14351,164,1,51.0,164.0,1.0,51.0,2,1,1,211,0,🔔 Need Attention,8.8
14352,157,4,1078.96,157.0,4.0,1078.96,2,1,4,214,0,🔔 Need Attention,8.8
14353,215,1,90.6,215.0,1.0,90.6,1,1,1,111,0,🔔 Need Attention,8.8
14354,5,2,163.62,5.0,2.0,163.62,5,1,1,511,1,🌟 Champions,22.8
14355,365,1,174.4,365.0,1.0,174.4,1,1,1,111,0,🔔 Need Attention,8.8
14356,79,2,701.23,79.0,2.0,701.23,2,1,3,213,1,🌟 Champions,22.8
14357,43,1,225.77,43.0,1.0,225.77,3,1,1,311,1,🌟 Champions,22.8
14359,19,3,912.18,19.0,3.0,912.18,4,1,4,414,1,🌟 Champions,22.8
14360,31,4,2128.23,31.0,4.0,2128.23,4,1,5,415,1,🌟 Champions,22.8
14362,22,1,161.2,22.0,1.0,161.2,4,1,1,411,1,🌟 Champions,22.8
14364,108,8,3717.35,108.0,8.0,3717.35,2,2,5,225,1,🌟 Champions,22.8
14367,8,16,9261.52,8.0,16.0,9261.52,5,3,5,535,3,🌟 Champions,28.0
14368,319,1,155.0,319.0,1.0,155.0,1,1,1,111,0,🔔 Need Attention,8.8
14371,295,1,100.5,295.0,1.0,100.5,1,1,1,111,0,🔔 Need Attention,8.8
14373,358,1,76.55,358.0,1.0,76.55,1,1,1,111,0,🔔 Need Attention,8.8
14375,185,1,257.68,185.0,1.0,257.68,1,1,2,112,0,🔔 Need Attention,8.8
14377,191,2,617.05,191.0,2.0,617.05,1,1,3,113,0,🔔 Need Attention,8.8
14379,44,2,348.1,44.0,2.0,348.1,3,1,2,312,1,🌟 Champions,22.8
14381,52,1,202.68,52.0,1.0,202.68,3,1,1,311,1,🌟 Champions,22.8
14382,26,1,626.0699999999999,26.0,1.0,626.0699999999999,4,1,3,413,1,🌟 Champions,22.8
14383,38,3,1247.69,38.0,3.0,1247.69,3,1,4,314,1,🌟 Champions,22.8
14385,9,3,202.11,9.0,3.0,202.11,5,1,1,511,1,🌟 Champions,22.8
14386,296,1,142.4,296.0,1.0,142.4,1,1,1,111,0,🔔 Need Attention,8.8
14387,32,3,1770.56,32.0,3.0,1770.56,4,1,4,414,1,🌟 Champions,22.8
14388,10,8,3212.84,10.0,8.0,3212.84,5,2,5,525,1,🌟 Champions,22.8
14389,65,2,1043.46,65.0,2.0,1043.46,3,1,4,314,1,🌟 Champions,22.8
14390,10,9,4652.82,10.0,9.0,4652.82,5,2,5,525,1,🌟 Champions,22.8
14393,218,1,67.95,218.0,1.0,67.95,1,1,1,111,0,🔔 Need Attention,8.8
14395,2,9,3507.71,2.0,9.0,3507.71,5,2,5,525,1,🌟 Champions,22.8
14396,65,2,487.99,65.0,2.0,487.99,3,1,3,313,1,🌟 Champions,22.8
14397,2,19,2612.96,2.0,19.0,2612.96,5,4,5,545,3,🌟 Champions,28.0
14400,149,1,574.7,149.0,1.0,574.7,2,1,3,213,0,🔔 Need Attention,8.8
14401,4,13,4051.48,4.0,13.0,4051.48,5,3,5,535,3,🌟 Champions,28.0
14403,130,4,1475.81,130.0,4.0,1475.81,2,1,4,214,1,🌟 Champions,22.8
14404,33,6,1474.32,33.0,6.0,1474.32,3,1,4,314,1,🌟 Champions,22.8
14406,119,1,156.75,119.0,1.0,156.75,2,1,1,211,1,🌟 Champions,22.8
14407,107,6,2157.73,107.0,6.0,2157.73,2,1,5,215,1,🌟 Champions,22.8
14408,10,7,2606.53,10.0,7.0,2606.53,5,2,5,525,1,🌟 Champions,22.8
14409,71,6,2059.4500000000003,71.0,6.0,2059.4500000000003,3,1,5,315,1,🌟 Champions,22.8
14410,92,9,1105.07,92.0,9.0,1105.07,2,2,4,224,1,🌟 Champions,22.8
14411,310,1,1063.0,310.0,1.0,1063.0,1,1,4,114,0,🔔 Need Attention,8.8
14412,42,2,770.03,42.0,2.0,770.03,3,1,3,313,1,🌟 Champions,22.8
14413,362,1,122.7,362.0,1.0,122.7,1,1,1,111,0,🔔 Need Attention,8.8
14414,91,7,1496.98,91.0,7.0,1496.98,2,2,4,224,1,🌟 Champions,22.8
14415,1,13,5900.28,1.0,13.0,5900.28,5,3,5,535,3,🌟 Champions,28.0
14416,22,2,490.22,22.0,2.0,490.22,4,1,3,413,1,🌟 Champions,22.8
14418,3,3,1937.25,3.0,3.0,1937.25,5,1,4,514,1,🌟 Champions,22.8
14419,10,6,1058.06,10.0,6.0,1058.06,5,1,4,514,1,🌟 Champions,22.8
14420,99,1,387.52,99.0,1.0,387.52,2,1,2,212,1,🌟 Champions,22.8
14421,57,2,813.11,57.0,2.0,813.11,3,1,3,313,1,🌟 Champions,22.8
14422,0,6,4263.64,0.0,6.0,4263.64,5,1,5,515,1,🌟 Champions,22.8
14423,218,1,265.2,218.0,1.0,265.2,1,1,2,112,0,🔔 Need Attention,8.8
14424,17,1,322.08,17.0,1.0,322.08,4,1,2,412,1,🌟 Champions,22.8
14426,23,10,4481.67,23.0,10.0,4481.67,4,2,5,425,1,🌟 Champions,22.8
14427,50,2,363.34,50.0,2.0,363.34,3,1,2,312,1,🌟 Champions,22.8
14428,7,5,1244.83,7.0,5.0,1244.83,5,1,4,514,1,🌟 Champions,22.8
14431,302,1,470.36,302.0,1.0,470.36,1,1,3,113,0,🔔 Need Attention,8.8
14432,9,6,2255.51,9.0,6.0,2255.51,5,1,5,515,1,🌟 Champions,22.8
14434,21,6,1372.8,21.0,6.0,1372.8,4,1,4,414,1,🌟 Champions,22.8
14436,98,1,89.06,98.0,1.0,89.06,2,1,1,211,1,🌟 Champions,22.8
14437,365,1,63.0,365.0,1.0,63.0,1,1,1,111,0,🔔 Need Attention,8.8
14438,306,1,131.9,306.0,1.0,131.9,1,1,1,111,0,🔔 Need Attention,8.8
14440,8,5,2357.6800000000003,8.0,5.0,2357.6800000000003,5,1,5,515,1,🌟 Champions,22.8
14441,0,4,1712.89,0.0,4.0,1712.89,5,1,4,514,1,🌟 Champions,22.8
14443,53,4,1420.2,53.0,4.0,1420.2,3,1,4,314,1,🌟 Champions,22.8
14446,0,4,1039.58,0.0,4.0,1039.58,5,1,4,514,1,🌟 Champions,22.8
14447,18,5,1163.23,18.0,5.0,1163.23,4,1,4,414,1,🌟 Champions,22.8
14448,9,2,375.35,9.0,2.0,375.35,5,1,2,512,1,🌟 Champions,22.8
14449,18,4,907.1,18.0,4.0,907.1,4,1,4,414,1,🌟 Champions,22.8
14450,180,3,483.25,180.0,3.0,483.25,1,1,3,113,0,🔔 Need Attention,8.8
14451,60,2,662.59,60.0,2.0,662.59,3,1,3,313,1,🌟 Champions,22.8
14452,10,2,264.44,10.0,2.0,264.44,5,1,2,512,1,🌟 Champions,22.8
14453,190,1,119.93,190.0,1.0,119.93,1,1,1,111,0,🔔 Need Attention,8.8
14456,5,9,3062.4,5.0,9.0,3062.4,5,2,5,525,1,🌟 Champions,22.8
14457,310,1,113.64,310.0,1.0,113.64,1,1,1,111,0,🔔 Need Attention,8.8
14459,155,1,1837.92,155.0,1.0,1837.92,2,1,4,214,0,🔔 Need Attention,8.8
14460,110,3,434.34,110.0,3.0,434.34,2,1,2,212,1,🌟 Champions,22.8
14461,148,3,2103.06,148.0,3.0,2103.06,2,1,5,215,0,🔔 Need Attention,8.8
14462,66,11,2004.02,66.0,11.0,2004.02,3,2,5,325,1,🌟 Champions,22.8
14463,98,3,529.62,98.0,3.0,529.62,2,1,3,213,1,🌟 Champions,22.8
14465,246,3,1058.62,246.0,3.0,1058.62,1,1,4,114,0,🔔 Need Attention,8.8
14466,29,7,2272.4,29.0,7.0,2272.4,4,2,5,425,1,🌟 Champions,22.8
14467,17,4,598.76,17.0,4.0,598.76,4,1,3,413,1,🌟 Champions,22.8
14470,11,2,461.19,11.0,2.0,461.19,5,1,2,512,1,🌟 Champions,22.8
14472,103,8,1936.84,103.0,8.0,1936.84,2,2,4,224,1,🌟 Champions,22.8
14473,74,2,234.34000000000003,74.0,2.0,234.34000000000003,2,1,1,211,1,🌟 Champions,22.8
14474,46,1,547.66,46.0,1.0,547.66,3,1,3,313,1,🌟 Champions,22.8
14475,71,3,925.85,71.0,3.0,925.85,3,1,4,314,1,🌟 Champions,22.8
14476,257,1,215.7,257.0,1.0,215.7,1,1,1,111,0,🔔 Need Attention,8.8
14477,19,4,1309.6,19.0,4.0,1309.6,4,1,4,414,1,🌟 Champions,22.8
14479,253,2,316.25,253.0,2.0,316.25,1,1,2,112,0,🔔 Need Attention,8.8
14480,11,1,279.05,11.0,1.0,279.05,5,1,2,512,1,🌟 Champions,22.8
14481,164,2,636.51,164.0,2.0,636.51,2,1,3,213,0,🔔 Need Attention,8.8
14482,18,6,2068.15,18.0,6.0,2068.15,4,1,5,415,1,🌟 Champions,22.8
14483,281,1,137.1,281.0,1.0,137.1,1,1,1,111,0,🔔 Need Attention,8.8
14484,50,1,321.92,50.0,1.0,321.92,3,1,2,312,1,🌟 Champions,22.8
14485,38,1,165.75,38.0,1.0,165.75,3,1,1,311,1,🌟 Champions,22.8
14487,26,6,1196.33,26.0,6.0,1196.33,4,1,4,414,1,🌟 Champions,22.8
14488,67,1,1064.28,67.0,1.0,1064.28,3,1,4,314,1,🌟 Champions,22.8
14489,207,1,463.38,207.0,1.0,463.38,1,1,2,112,0,🔔 Need Attention,8.8
14491,175,2,340.93,175.0,2.0,340.93,2,1,2,212,0,🔔 Need Attention,8.8
14493,7,5,2383.24,7.0,5.0,2383.24,5,1,5,515,1,🌟 Champions,22.8
14494,25,1,139.56,25.0,1.0,139.56,4,1,1,411,1,🌟 Champions,22.8
14495,50,2,123.8,50.0,2.0,123.8,3,1,1,311,1,🌟 Champions,22.8
14496,311,2,538.8100000000001,311.0,2.0,538.8100000000001,1,1,3,113,0,🔔 Need Attention,8.8
14497,309,1,475.37,309.0,1.0,475.37,1,1,3,113,0,🔔 Need Attention,8.8
14498,42,5,1957.32,42.0,5.0,1957.32,3,1,4,314,1,🌟 Champions,22.8
14499,26,3,815.32,26.0,3.0,815.32,4,1,3,413,1,🌟 Champions,22.8
14500,88,3,356.85,88.0,3.0,356.85,2,1,2,212,1,🌟 Champions,22.8
14501,183,2,251.21,183.0,2.0,251.21,1,1,2,112,0,🔔 Need Attention,8.8
14502,19,11,2470.67,19.0,11.0,2470.67,4,2,5,425,1,🌟 Champions,22.8
14503,3,6,3543.26,3.0,6.0,3543.26,5,1,5,515,1,🌟 Champions,22.8
14504,47,4,673.26,47.0,4.0,673.26,3,1,3,313,1,🌟 Champions,22.8
14505,17,8,5905.64,17.0,8.0,5905.64,4,2,5,425,1,🌟 Champions,22.8
14506,17,5,2012.17,17.0,5.0,2012.17,4,1,5,415,1,🌟 Champions,22.8
14507,23,6,1383.18,23.0,6.0,1383.18,4,1,4,414,1,🌟 Champions,22.8
14508,22,2,276.42,22.0,2.0,276.42,4,1,2,412,1,🌟 Champions,22.8
14511,11,5,1314.81,11.0,5.0,1314.81,5,1,4,514,1,🌟 Champions,22.8
14512,187,2,275.28,187.0,2.0,275.28,1,1,2,112,0,🔔 Need Attention,8.8
14513,100,3,455.59,100.0,3.0,455.59,2,1,2,212,1,🌟 Champions,22.8
14514,61,3,1055.35,61.0,3.0,1055.35,3,1,4,314,1,🌟 Champions,22.8
14515,17,6,2102.09,17.0,6.0,2102.09,4,1,5,415,1,🌟 Champions,22.8
14517,33,2,330.45,33.0,2.0,330.45,3,1,2,312,1,🌟 Champions,22.8
14518,64,1,174.37,64.0,1.0,174.37,3,1,1,311,1,🌟 Champions,22.8
14520,1,2,270.6,1.0,2.0,270.6,5,1,2,512,1,🌟 Champions,22.8
14522,24,4,974.54,24.0,4.0,974.54,4,1,4,414,1,🌟 Champions,22.8
14523,108,1,241.09,108.0,1.0,241.09,2,1,1,211,1,🌟 Champions,22.8
14524,31,9,1867.68,31.0,9.0,1867.68,4,2,4,424,1,🌟 Champions,22.8
14525,19,9,4332.2,19.0,9.0,4332.2,4,2,5,425,1,🌟 Champions,22.8
14527,2,55,8508.82,2.0,29.809999999999945,8508.82,5,5,5,555,3,🌟 Champions,28.0
14528,37,1,364.22,37.0,1.0,364.22,3,1,2,312,1,🌟 Champions,22.8
14529,60,3,620.04,60.0,3.0,620.04,3,1,3,313,1,🌟 Champions,22.8
14530,25,6,2925.91,25.0,6.0,2925.91,4,1,5,415,1,🌟 Champions,22.8
14532,236,4,932.85,236.0,4.0,932.85,1,1,4,114,0,🔔 Need Attention,8.8
14533,24,7,1949.72,24.0,7.0,1949.72,4,2,4,424,1,🌟 Champions,22.8
14534,2,18,4447.05,2.0,18.0,4447.05,5,3,5,535,3,🌟 Champions,28.0
14535,60,3,2864.19,60.0,3.0,2864.19,3,1,5,315,1,🌟 Champions,22.8
14536,259,1,171.8,259.0,1.0,171.8,1,1,1,111,0,🔔 Need Attention,8.8
14537,57,1,355.56,57.0,1.0,355.56,3,1,2,312,1,🌟 Champions,22.8
14538,64,2,388.25,64.0,2.0,388.25,3,1,2,312,1,🌟 Champions,22.8
14539,15,2,537.48,15.0,2.0,537.48,4,1,3,413,1,🌟 Champions,22.8
14540,9,3,996.26,9.0,3.0,996.26,5,1,4,514,1,🌟 Champions,22.8
14541,58,8,1461.65,58.0,8.0,1461.65,3,2,4,324,1,🌟 Champions,22.8
14542,185,1,103.25,185.0,1.0,103.25,1,1,1,111,0,🔔 Need Attention,8.8
14543,28,16,3630.33,28.0,16.0,3630.33,4,3,5,435,3,🌟 Champions,28.0
14544,24,2,2024.45,24.0,2.0,2024.45,4,1,5,415,1,🌟 Champions,22.8
14546,5,5,2578.09,5.0,5.0,2578.09,5,1,5,515,1,🌟 Champions,22.8
14547,3,8,4007.54,3.0,8.0,4007.54,5,2,5,525,1,🌟 Champions,22.8
14548,150,2,652.8,150.0,2.0,652.8,2,1,3,213,0,🔔 Need Attention,8.8
14549,311,1,289.24,311.0,1.0,289.24,1,1,2,112,0,🔔 Need Attention,8.8
14550,10,2,765.62,10.0,2.0,765.62,5,1,3,513,1,🌟 Champions,22.8
14551,18,2,186.23,18.0,2.0,186.23,4,1,1,411,1,🌟 Champions,22.8
14552,151,1,165.07,151.0,1.0,165.07,2,1,1,211,0,🔔 Need Attention,8.8
14553,19,5,859.27,19.0,5.0,859.27,4,1,3,413,1,🌟 Champions,22.8
14554,10,4,2381.04,10.0,4.0,2381.04,5,1,5,515,1,🌟 Champions,22.8
14555,57,2,324.14,57.0,2.0,324.14,3,1,2,312,1,🌟 Champions,22.8
14557,85,1,788.38,85.0,1.0,788.38,2,1,3,213,1,🌟 Champions,22.8
14560,7,22,2237.77,7.0,22.0,2237.77,5,4,5,545,3,🌟 Champions,28.0
14561,75,3,1080.76,75.0,3.0,1080.76,2,1,4,214,1,🌟 Champions,22.8
14562,3,18,5074.77,3.0,18.0,5074.77,5,3,5,535,3,🌟 Champions,28.0
14565,95,4,3099.12,95.0,4.0,3099.12,2,1,5,215,1,🌟 Champions,22.8
14567,56,2,1530.36,56.0,2.0,1530.36,3,1,4,314,1,🌟 Champions,22.8
14569,1,1,227.39,1.0,1.0,227.39,5,1,1,511,1,🌟 Champions,22.8
14570,280,2,218.06,280.0,2.0,218.06,1,1,1,111,0,🔔 Need Attention,8.8
14572,3,7,2832.84,3.0,7.0,2832.84,5,2,5,525,1,🌟 Champions,22.8
14573,179,9,1653.42,179.0,9.0,1653.42,1,2,4,124,0,🔔 Need Attention,8.8
14576,372,1,35.400000000000006,368.81,1.0,35.400000000000006,1,1,1,111,0,🔔 Need Attention,8.8
14577,12,4,859.71,12.0,4.0,859.71,5,1,3,513,1,🌟 Champions,22.8
14578,3,1,168.63,3.0,1.0,168.63,5,1,1,511,1,🌟 Champions,22.8
14581,16,1,138.6,16.0,1.0,138.6,4,1,1,411,1,🌟 Champions,22.8
14582,40,1,114.11,40.0,1.0,114.11,3,1,1,311,1,🌟 Champions,22.8
14583,5,5,1052.55,5.0,5.0,1052.55,5,1,4,514,1,🌟 Champions,22.8
14584,169,4,1042.26,169.0,4.0,1042.26,2,1,4,214,0,🔔 Need Attention,8.8
14585,50,1,157.05,50.0,1.0,157.05,3,1,1,311,1,🌟 Champions,22.8
14586,276,1,237.36,276.0,1.0,237.36,1,1,1,111,0,🔔 Need Attention,8.8
14587,18,9,1601.14,18.0,9.0,1601.14,4,2,4,424,1,🌟 Champions,22.8
14589,371,1,39.75,368.81,1.0,39.75,1,1,1,111,0,🔔 Need Attention,8.8
14591,15,4,1447.14,15.0,4.0,1447.14,4,1,4,414,1,🌟 Champions,22.8
14592,35,3,570.46,35.0,3.0,570.46,3,1,3,313,1,🌟 Champions,22.8
14593,21,3,617.99,21.0,3.0,617.99,4,1,3,413,1,🌟 Champions,22.8
14594,7,2,379.83,7.0,2.0,379.83,5,1,2,512,1,🌟 Champions,22.8
14595,19,6,1740.6,19.0,6.0,1740.6,4,1,4,414,1,🌟 Champions,22.8
14597,11,2,883.15,11.0,2.0,883.15,5,1,3,513,1,🌟 Champions,22.8
14598,44,1,221.97,44.0,1.0,221.97,3,1,1,311,1,🌟 Champions,22.8
14600,305,1,393.33,305.0,1.0,393.33,1,1,2,112,0,🔔 Need Attention,8.8
14601,10,1,213.96,10.0,1.0,213.96,5,1,1,511,1,🌟 Champions,22.8
14603,274,1,660.0,274.0,1.0,660.0,1,1,3,113,0,🔔 Need Attention,8.8
14606,1,93,12156.65,1.0,29.809999999999945,12156.65,5,5,5,555,2,🌟 Champions,43.5
14607,15,14,16569.5,15.0,14.0,16569.5,4,3,5,435,3,🌟 Champions,28.0
14608,4,4,1785.15,4.0,4.0,1785.15,5,1,4,514,1,🌟 Champions,22.8
14609,72,4,601.56,72.0,4.0,601.56,2,1,3,213,1,🌟 Champions,22.8
14616,242,3,406.08,242.0,3.0,406.08,1,1,2,112,0,🔔 Need Attention,8.8
14618,9,3,553.44,9.0,3.0,553.44,5,1,3,513,1,🌟 Champions,22.8
14619,245,1,394.44,245.0,1.0,394.44,1,1,2,112,0,🔔 Need Attention,8.8
14620,205,2,412.78,205.0,2.0,412.78,1,1,2,112,0,🔔 Need Attention,8.8
14621,1,5,1788.36,1.0,5.0,1788.36,5,1,4,514,1,🌟 Champions,22.8
14622,184,1,320.58000000000004,184.0,1.0,320.58000000000004,1,1,2,112,0,🔔 Need Attention,8.8
14623,32,5,889.25,32.0,5.0,889.25,4,1,3,413,1,🌟 Champions,22.8
14624,57,2,225.85,57.0,2.0,225.85,3,1,1,311,1,🌟 Champions,22.8
14625,196,2,899.63,196.0,2.0,899.63,1,1,4,114,0,🔔 Need Attention,8.8
14626,23,4,2791.27,23.0,4.0,2791.27,4,1,5,415,1,🌟 Champions,22.8
14628,91,2,671.96,91.0,2.0,671.96,2,1,3,213,1,🌟 Champions,22.8
14629,4,2,959.01,4.0,2.0,959.01,5,1,4,514,1,🌟 Champions,22.8
14631,50,3,1006.98,50.0,3.0,1006.98,3,1,4,314,1,🌟 Champions,22.8
14632,262,1,114.56,262.0,1.0,114.56,1,1,1,111,0,🔔 Need Attention,8.8
14633,266,1,344.90000000000003,266.0,1.0,344.90000000000003,1,1,2,112,0,🔔 Need Attention,8.8
14636,36,2,609.85,36.0,2.0,609.85,3,1,3,313,1,🌟 Champions,22.8
14638,50,1,443.6,50.0,1.0,443.6,3,1,2,312,1,🌟 Champions,22.8
14639,52,6,2984.49,52.0,6.0,2984.49,3,1,5,315,1,🌟 Champions,22.8
14640,24,6,2125.08,24.0,6.0,2125.08,4,1,5,415,1,🌟 Champions,22.8
14641,21,1,110.46,21.0,1.0,110.46,4,1,1,411,1,🌟 Champions,22.8
14642,58,1,96.12,58.0,1.0,96.12,3,1,1,311,1,🌟 Champions,22.8
14643,170,2,693.8100000000001,170.0,2.0,693.8100000000001,2,1,3,213,0,🔔 Need Attention,8.8
14644,67,2,830.76,67.0,2.0,830.76,3,1,3,313,1,🌟 Champions,22.8
14645,156,2,597.09,156.0,2.0,597.09,2,1,3,213,0,🔔 Need Attention,8.8
14647,201,1,243.22,201.0,1.0,243.22,1,1,2,112,0,🔔 Need Attention,8.8
14649,4,4,1417.29,4.0,4.0,1417.29,5,1,4,514,1,🌟 Champions,22.8
14651,67,2,654.6,67.0,2.0,654.6,3,1,3,313,1,🌟 Champions,22.8
14652,77,1,114.18,77.0,1.0,114.18,2,1,1,211,1,🌟 Champions,22.8
14653,1,7,1947.55,1.0,7.0,1947.55,5,2,4,524,1,🌟 Champions,22.8
14655,8,4,1932.23,8.0,4.0,1932.23,5,1,4,514,1,🌟 Champions,22.8
14656,169,2,291.05,169.0,2.0,291.05,2,1,2,212,0,🔔 Need Attention,8.8
14657,17,4,848.22,17.0,4.0,848.22,4,1,3,413,1,🌟 Champions,22.8
14658,5,2,247.15,5.0,2.0,247.15,5,1,2,512,1,🌟 Champions,22.8
14659,8,9,2529.93,8.0,9.0,2529.93,5,2,5,525,1,🌟 Champions,22.8
14660,86,2,285.74,86.0,2.0,285.74,2,1,2,212,1,🌟 Champions,22.8
14661,26,1,107.95,26.0,1.0,107.95,4,1,1,411,1,🌟 Champions,22.8
14662,28,4,771.17,28.0,4.0,771.17,4,1,3,413,1,🌟 Champions,22.8
14664,19,2,637.89,19.0,2.0,637.89,4,1,3,413,1,🌟 Champions,22.8
14665,60,5,1835.7,60.0,5.0,1835.7,3,1,4,314,1,🌟 Champions,22.8
14666,24,1,195.25,24.0,1.0,195.25,4,1,1,411,1,🌟 Champions,22.8
14667,10,25,9241.2,10.0,25.0,9241.2,5,5,5,555,3,🌟 Champions,28.0
14669,241,3,1269.99,241.0,3.0,1269.99,1,1,4,114,0,🔔 Need Attention,8.8
14670,280,2,411.53,280.0,2.0,411.53,1,1,2,112,0,🔔 Need Attention,8.8
14672,234,2,765.55,234.0,2.0,765.55,1,1,3,113,0,🔔 Need Attention,8.8
14673,3,5,1736.4,3.0,5.0,1736.4,5,1,4,514,1,🌟 Champions,22.8
14675,16,1,604.75,16.0,1.0,604.75,4,1,3,413,1,🌟 Champions,22.8
14676,31,6,2548.24,31.0,6.0,2548.24,4,1,5,415,1,🌟 Champions,22.8
14680,25,16,28754.11,25.0,16.0,17281.158099999997,4,3,5,435,3,🌟 Champions,28.0
14681,71,3,498.95,71.0,3.0,498.95,3,1,3,313,1,🌟 Champions,22.8
14682,187,2,52.0,187.0,2.0,52.0,1,1,1,111,0,🔔 Need Attention,8.8
14684,25,5,1236.28,25.0,5.0,1236.28,4,1,4,414,1,🌟 Champions,22.8
14687,106,1,628.38,106.0,1.0,628.38,2,1,3,213,1,🌟 Champions,22.8
14688,7,21,5630.87,7.0,21.0,5630.87,5,4,5,545,3,🌟 Champions,28.0
14689,208,1,112.8,208.0,1.0,112.8,1,1,1,111,0,🔔 Need Attention,8.8
14690,44,2,371.7,44.0,2.0,371.7,3,1,2,312,1,🌟 Champions,22.8
14691,30,5,2114.33,30.0,5.0,2114.33,4,1,5,415,1,🌟 Champions,22.8
14692,137,4,591.55,137.0,4.0,591.55,2,1,3,213,1,🌟 Champions,22.8
14693,264,1,172.9,264.0,1.0,172.9,1,1,1,111,0,🔔 Need Attention,8.8
14696,4,7,2078.95,4.0,7.0,2078.95,5,2,5,525,1,🌟 Champions,22.8
14697,218,2,188.61,218.0,2.0,188.61,1,1,1,111,0,🔔 Need Attention,8.8
14698,1,5,1250.76,1.0,5.0,1250.76,5,1,4,514,1,🌟 Champions,22.8
14699,214,1,109.13,214.0,1.0,109.13,1,1,1,111,0,🔔 Need Attention,8.8
14700,32,3,2235.3,32.0,3.0,2235.3,4,1,5,415,1,🌟 Champions,22.8
14701,10,9,2549.37,10.0,9.0,2549.37,5,2,5,525,1,🌟 Champions,22.8
14702,1,17,3292.14,1.0,17.0,3292.14,5,3,5,535,3,🌟 Champions,28.0
14703,14,1,318.17,14.0,1.0,318.17,4,1,2,412,1,🌟 Champions,22.8
14704,11,9,1546.91,11.0,9.0,1546.91,5,2,4,524,1,🌟 Champions,22.8
14705,198,1,179.0,198.0,1.0,179.0,1,1,1,111,0,🔔 Need Attention,8.8
14708,2,3,1126.37,2.0,3.0,1126.37,5,1,4,514,1,🌟 Champions,22.8
14709,15,13,4921.04,15.0,13.0,4921.04,4,3,5,435,3,🌟 Champions,28.0
14710,14,4,606.13,14.0,4.0,606.13,4,1,3,413,1,🌟 Champions,22.8
14711,10,11,2868.8,10.0,11.0,2868.8,5,2,5,525,3,🌟 Champions,28.0
14712,29,3,917.07,29.0,3.0,917.07,4,1,4,414,1,🌟 Champions,22.8
14713,9,11,2666.36,9.0,11.0,2666.36,5,2,5,525,3,🌟 Champions,28.0
14714,24,1,160.19,24.0,1.0,160.19,4,1,1,411,1,🌟 Champions,22.8
14715,24,4,867.38,24.0,4.0,867.38,4,1,3,413,1,🌟 Champions,22.8
14716,43,2,329.68,43.0,2.0,329.68,3,1,2,312,1,🌟 Champions,22.8
14719,1,5,1602.13,1.0,5.0,1602.13,5,1,4,514,1,🌟 Champions,22.8
14720,5,3,663.81,5.0,3.0,663.81,5,1,3,513,1,🌟 Champions,22.8
14722,147,1,187.92,147.0,1.0,187.92,2,1,1,211,0,🔔 Need Attention,8.8
14723,10,6,1158.3,10.0,6.0,1158.3,5,1,4,514,1,🌟 Champions,22.8
14725,24,1,718.08,24.0,1.0,718.08,4,1,3,413,1,🌟 Champions,22.8
14727,274,1,268.58,274.0,1.0,268.58,1,1,2,112,0,🔔 Need Attention,8.8
14729,373,1,313.49,368.81,1.0,313.49,1,1,2,112,0,🔔 Need Attention,8.8
14730,1,8,2005.06,1.0,8.0,2005.06,5,2,5,525,1,🌟 Champions,22.8
14731,47,3,380.02,47.0,3.0,380.02,3,1,2,312,1,🌟 Champions,22.8
14732,8,8,2702.49,8.0,8.0,2702.49,5,2,5,525,1,🌟 Champions,22.8
14733,16,12,9585.91,16.0,12.0,9585.91,4,2,5,425,3,🌟 Champions,28.0
14735,3,32,6065.69,3.0,29.809999999999945,6065.69,5,5,5,555,3,🌟 Champions,28.0
14737,3,3,1164.55,3.0,3.0,1164.55,5,1,4,514,1,🌟 Champions,22.8
14738,42,7,1314.45,42.0,7.0,1314.45,3,2,4,324,1,🌟 Champions,22.8
14739,4,7,3902.28,4.0,7.0,3902.28,5,2,5,525,1,🌟 Champions,22.8
14740,197,3,1448.21,197.0,3.0,1448.21,1,1,4,114,0,🔔 Need Attention,8.8
