customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Segment_Name,Value_Score
C00385,70,2,158.0,1,1,1,111,2,😴 Hibernating,25.6
C00386,4,16,5769.8,5,5,5,555,0,🌟 Champions,58.5
C00387,15,6,648.0,3,1,1,311,1,🔔 Need Attention,39.6
C00388,43,8,2754.7,1,2,3,123,1,🔔 Need Attention,39.6
C00389,3,13,4795.5,5,4,5,545,0,🌟 Champions,58.5
C00390,2,10,2318.0,5,3,3,533,1,🔔 Need Attention,39.6
C00391,7,13,2326.0,4,4,3,443,0,🌟 Champions,58.5
C00392,5,6,1763.36,5,1,2,512,1,🔔 Need Attention,39.6
C00393,9,8,2167.0,4,2,3,423,1,🔔 Need Attention,39.6
C00394,31,4,386.0,2,1,1,211,1,🔔 Need Attention,39.6
C00395,9,14,5281.0,4,5,5,455,0,🌟 Champions,58.5
C00396,22,3,1186.0,2,1,2,212,1,🔔 Need Attention,39.6
C00397,13,7,996.0,3,2,1,321,1,🔔 Need Attention,39.6
C00398,6,13,2584.1,5,4,3,543,0,🌟 Champions,58.5
C00399,25,8,5749.64,2,2,5,225,0,🌟 Champions,58.5
C00400,8,4,513.0,4,1,1,411,1,🔔 Need Attention,39.6
C00401,10,10,1053.0,4,3,1,431,1,🔔 Need Attention,39.6
C00402,63,6,1581.0,1,1,2,112,2,😴 Hibernating,25.6
C00403,16,15,2682.2,3,5,3,353,0,🌟 Champions,58.5
C00404,3,10,1315.33,5,3,2,532,1,🔔 Need Attention,39.6
C00405,27,7,3247.0,2,2,4,224,1,🔔 Need Attention,39.6
C00406,21,6,669.0,2,1,1,211,1,🔔 Need Attention,39.6
C00407,66,4,470.0,1,1,1,111,2,😴 Hibernating,25.6
C00408,38,14,4359.55,1,5,5,155,0,🌟 Champions,58.5
C00409,24,6,2797.0,2,1,3,213,1,🔔 Need Attention,39.6
C00410,3,18,7056.34,5,5,5,555,0,🌟 Champions,58.5
C00411,3,11,3535.0,5,4,4,544,0,🌟 Champions,58.5
C00412,109,2,123.0,1,1,1,111,2,😴 Hibernating,25.6
C00413,51,9,10348.940000000002,1,3,5,135,0,🌟 Champions,58.5
C00414,29,14,2007.5,2,5,3,253,0,🌟 Champions,58.5
C00415,2,13,2082.0,5,4,3,543,0,🌟 Champions,58.5
C00416,57,6,1468.0,1,1,2,112,2,😴 Hibernating,25.6
C00417,58,12,4615.1,1,4,5,145,0,🌟 Champions,58.5
C00418,25,8,1104.0,2,2,2,222,1,🔔 Need Attention,39.6
C00419,4,9,1096.0,5,3,2,532,1,🔔 Need Attention,39.6
C00420,21,13,5362.1,2,4,5,245,0,🌟 Champions,58.5
C00421,12,9,1332.5,4,3,2,432,1,🔔 Need Attention,39.6
C00422,10,7,4186.8,4,2,5,425,1,🔔 Need Attention,39.6
C00423,11,9,2229.0,4,3,3,433,1,🔔 Need Attention,39.6
C00424,7,15,3562.93,4,5,4,454,0,🌟 Champions,58.5
C00425,19,10,1033.0,3,3,1,331,1,🔔 Need Attention,39.6
C00426,54,7,1443.0,1,2,2,122,2,😴 Hibernating,25.6
C00427,41,14,3127.65,1,5,4,154,0,🌟 Champions,58.5
C00428,11,10,4831.99,4,3,5,435,0,🌟 Champions,58.5
C00429,16,14,1030.0,3,5,1,351,1,🔔 Need Attention,39.6
C00430,85,2,702.57,1,1,1,111,2,😴 Hibernating,25.6
C00431,13,8,2293.6,3,2,3,323,1,🔔 Need Attention,39.6
C00432,8,10,1892.5,4,3,2,432,1,🔔 Need Attention,39.6
C00433,21,9,1479.7,2,3,2,232,1,🔔 Need Attention,39.6
C00434,69,8,1718.0,1,2,2,122,2,😴 Hibernating,25.6
C00435,6,11,3261.15,5,4,4,544,0,🌟 Champions,58.5
C00436,56,7,3155.15,1,2,4,124,2,😴 Hibernating,25.6
C00437,11,12,1448.0,4,4,2,442,1,🔔 Need Attention,39.6
C00438,14,2,90.0,3,1,1,311,1,🔔 Need Attention,39.6
C00439,8,12,3110.35,4,4,4,444,0,🌟 Champions,58.5
C00440,13,13,4209.26,3,4,5,345,0,🌟 Champions,58.5
C00441,6,15,4283.0,5,5,5,555,0,🌟 Champions,58.5
C00442,18,13,4345.24,3,4,5,345,0,🌟 Champions,58.5
C00443,102,2,1726.9,1,1,2,112,2,😴 Hibernating,25.6
C00444,44,6,1798.3000000000002,1,1,2,112,2,😴 Hibernating,25.6
C00445,17,11,4487.0,3,4,5,345,0,🌟 Champions,58.5
C00446,3,12,1468.0,5,4,2,542,1,🔔 Need Attention,39.6
C00447,8,10,3520.5,4,3,4,434,0,🌟 Champions,58.5
C00448,14,14,5570.0,3,5,5,355,0,🌟 Champions,58.5
C00449,6,9,5552.360000000001,5,3,5,535,0,🌟 Champions,58.5
C00450,15,9,1035.4,3,3,1,331,1,🔔 Need Attention,39.6
C00451,4,13,4236.2,5,4,5,545,0,🌟 Champions,58.5
C00452,13,12,2310.0,3,4,3,343,1,🔔 Need Attention,39.6
C00453,16,14,2957.2,3,5,4,354,0,🌟 Champions,58.5
C00454,32,9,1927.0,2,3,3,233,1,🔔 Need Attention,39.6
C00455,17,8,2125.7200000000003,3,2,3,323,1,🔔 Need Attention,39.6
C00456,4,3,562.5,5,1,1,511,1,🔔 Need Attention,39.6
C00457,56,3,862.0,1,1,1,111,2,😴 Hibernating,25.6
C00458,31,8,988.55,2,2,1,221,1,🔔 Need Attention,39.6
C00459,55,4,1395.0,1,1,2,112,2,😴 Hibernating,25.6
C00460,10,15,2780.0,4,5,3,453,0,🌟 Champions,58.5
C00461,9,12,2059.4,4,4,3,443,1,🔔 Need Attention,39.6
C00462,13,19,5597.8,3,5,5,355,0,🌟 Champions,58.5
C00463,40,5,1445.6,1,1,2,112,1,🔔 Need Attention,39.6
C00464,5,14,2990.1,5,5,4,554,0,🌟 Champions,58.5
C00465,5,6,1857.12,5,1,2,512,1,🔔 Need Attention,39.6
C00466,25,2,657.1,2,1,1,211,1,🔔 Need Attention,39.6
C00467,6,13,4928.0,5,4,5,545,0,🌟 Champions,58.5
C00468,2,15,1820.0,5,5,2,552,0,🌟 Champions,58.5
C00469,12,6,3306.0,4,1,4,414,1,🔔 Need Attention,39.6
C00470,10,16,4542.0,4,5,5,455,0,🌟 Champions,58.5
C00471,77,3,170.0,1,1,1,111,2,😴 Hibernating,25.6
C00472,3,6,1960.1,5,1,3,513,1,🔔 Need Attention,39.6
C00473,13,7,2590.0,3,2,3,323,1,🔔 Need Attention,39.6
C00474,15,12,9997.28,3,4,5,345,0,🌟 Champions,58.5
C00475,33,8,2078.8,2,2,3,223,1,🔔 Need Attention,39.6
C00476,43,9,1358.0,1,3,2,132,1,🔔 Need Attention,39.6
C00477,2,16,5355.0,5,5,5,555,0,🌟 Champions,58.5
C00478,3,18,5103.0,5,5,5,555,0,🌟 Champions,58.5
C00479,3,7,1442.4,5,2,2,522,1,🔔 Need Attention,39.6
C00480,58,7,3246.5,1,2,4,124,2,😴 Hibernating,25.6
C00481,8,13,3092.13,4,4,4,444,0,🌟 Champions,58.5
C00482,3,11,7700.0,5,4,5,545,0,🌟 Champions,58.5
C00483,3,9,2850.0,5,3,3,533,1,🔔 Need Attention,39.6
C00484,29,4,587.0,2,1,1,211,1,🔔 Need Attention,39.6
C00485,11,14,5860.0,4,5,5,455,0,🌟 Champions,58.5
C00486,2,19,5908.32,5,5,5,555,0,🌟 Champions,58.5
C00487,9,9,2569.0,4,3,3,433,1,🔔 Need Attention,39.6
C00488,16,13,5710.52,3,4,5,345,0,🌟 Champions,58.5
C00489,18,4,997.0,3,1,1,311,1,🔔 Need Attention,39.6
C00490,7,6,1036.4,4,1,1,411,1,🔔 Need Attention,39.6
C00491,50,5,3823.0,1,1,4,114,2,😴 Hibernating,25.6
C00492,2,12,1928.0,5,4,3,543,1,🔔 Need Attention,39.6
C00493,22,6,892.9300000000001,2,1,1,211,1,🔔 Need Attention,39.6
C00494,112,6,1152.4,1,1,2,112,2,😴 Hibernating,25.6
C00495,24,13,3541.0,2,4,4,244,0,🌟 Champions,58.5
C00496,22,5,1451.1,2,1,2,212,1,🔔 Need Attention,39.6
C00497,12,9,1537.0,4,3,2,432,1,🔔 Need Attention,39.6
C00498,30,6,1096.0,2,1,2,212,1,🔔 Need Attention,39.6
C00499,17,12,2832.0,3,4,3,343,0,🌟 Champions,58.5
C00500,12,8,1084.0,4,2,2,422,1,🔔 Need Attention,39.6
C00501,20,9,2144.0,3,3,3,333,1,🔔 Need Attention,39.6
C00502,21,7,2031.0,2,2,3,223,1,🔔 Need Attention,39.6
C00503,31,13,4334.7,2,4,5,245,0,🌟 Champions,58.5
C00504,2,14,7620.0,5,5,5,555,0,🌟 Champions,58.5
C00505,2,10,3846.81,5,3,4,534,0,🌟 Champions,58.5
C00506,5,13,2117.0,5,4,3,543,0,🌟 Champions,58.5
C00507,5,13,3371.0,5,4,4,544,0,🌟 Champions,58.5
C00508,60,6,2310.06,1,1,3,113,2,😴 Hibernating,25.6
C00509,25,8,3462.6,2,2,4,224,1,🔔 Need Attention,39.6
C00510,68,2,393.0,1,1,1,111,2,😴 Hibernating,25.6
C00511,16,11,5067.8,3,4,5,345,0,🌟 Champions,58.5
C00512,5,10,1462.75,5,3,2,532,1,🔔 Need Attention,39.6
C00513,3,9,3383.5,5,3,4,534,1,🔔 Need Attention,39.6
C00514,22,10,1976.74,2,3,3,233,1,🔔 Need Attention,39.6
C00515,42,15,3517.2,1,5,4,154,0,🌟 Champions,58.5
C00516,13,6,1042.0,3,1,1,311,1,🔔 Need Attention,39.6
C00517,3,16,3845.58,5,5,4,554,0,🌟 Champions,58.5
C00518,19,7,373.35,3,2,1,321,1,🔔 Need Attention,39.6
C00519,12,7,1575.5,4,2,2,422,1,🔔 Need Attention,39.6
C00520,21,8,2264.4,2,2,3,223,1,🔔 Need Attention,39.6
C00521,12,8,1949.0,4,2,3,423,1,🔔 Need Attention,39.6
C00522,28,9,3045.0,2,3,4,234,1,🔔 Need Attention,39.6
C00523,68,4,742.0,1,1,1,111,2,😴 Hibernating,25.6
C00524,36,9,2957.2,1,3,4,134,1,🔔 Need Attention,39.6
C00525,2,9,4886.0,5,3,5,535,0,🌟 Champions,58.5
C00526,11,16,4554.2,4,5,5,455,0,🌟 Champions,58.5
C00527,21,13,564.0,2,4,1,241,1,🔔 Need Attention,39.6
C00528,9,2,238.0,4,1,1,411,1,🔔 Need Attention,39.6
C00529,14,13,2801.0,3,4,3,343,0,🌟 Champions,58.5
C00530,15,8,1483.2,3,2,2,322,1,🔔 Need Attention,39.6
C00531,5,15,4347.6,5,5,5,555,0,🌟 Champions,58.5
C00532,3,15,4025.5,5,5,4,554,0,🌟 Champions,58.5
C00533,10,4,985.0,4,1,1,411,1,🔔 Need Attention,39.6
C00534,3,18,4157.16,5,5,4,554,0,🌟 Champions,58.5
C00535,22,6,1037.36,2,1,1,211,1,🔔 Need Attention,39.6
C00536,28,4,1029.0,2,1,1,211,1,🔔 Need Attention,39.6
C00537,36,5,907.0,1,1,1,111,1,🔔 Need Attention,39.6
C00538,12,19,7991.45,4,5,5,455,0,🌟 Champions,58.5
C00539,2,17,5062.0,5,5,5,555,0,🌟 Champions,58.5
C00540,8,17,4953.9,4,5,5,455,0,🌟 Champions,58.5
C00541,2,8,1062.0,5,2,1,521,1,🔔 Need Attention,39.6
C00542,20,6,729.9000000000001,3,1,1,311,1,🔔 Need Attention,39.6
C00543,100,2,269.0,1,1,1,111,2,😴 Hibernating,25.6
C00544,2,9,1448.0,5,3,2,532,1,🔔 Need Attention,39.6
C00545,2,5,1978.87,5,1,3,513,1,🔔 Need Attention,39.6
C00546,12,15,7243.0,4,5,5,455,0,🌟 Champions,58.5
C00547,7,6,414.0,4,1,1,411,1,🔔 Need Attention,39.6
C00548,4,15,8657.0,5,5,5,555,0,🌟 Champions,58.5
C00549,7,12,705.0,4,4,1,441,1,🔔 Need Attention,39.6
C00550,10,19,8176.54,4,5,5,455,0,🌟 Champions,58.5
C00551,145,2,110.84,1,1,1,111,2,😴 Hibernating,25.6
C00552,109,3,425.0,1,1,1,111,2,😴 Hibernating,25.6
C00553,12,12,2520.61,4,4,3,443,1,🔔 Need Attention,39.6
C00554,42,6,1795.64,1,1,2,112,1,🔔 Need Attention,39.6
C00555,2,10,4488.0,5,3,5,535,0,🌟 Champions,58.5
C00556,7,8,2186.0,4,2,3,423,1,🔔 Need Attention,39.6
C00557,18,9,1199.0,3,3,2,332,1,🔔 Need Attention,39.6
C00558,5,10,908.0,5,3,1,531,1,🔔 Need Attention,39.6
C00559,48,10,2912.0,1,3,4,134,1,🔔 Need Attention,39.6
C00560,17,11,1593.0,3,4,2,342,1,🔔 Need Attention,39.6
C00561,6,13,3431.0,5,4,4,544,0,🌟 Champions,58.5
C00562,68,6,4506.2,1,1,5,115,2,😴 Hibernating,25.6
C00563,4,9,682.0,5,3,1,531,1,🔔 Need Attention,39.6
C00564,6,9,2532.7,5,3,3,533,1,🔔 Need Attention,39.6
C00565,42,6,1651.5,1,1,2,112,1,🔔 Need Attention,39.6
C00566,7,12,2224.74,4,4,3,443,1,🔔 Need Attention,39.6
C00567,2,9,1775.0,5,3,2,532,1,🔔 Need Attention,39.6
C00568,5,14,2510.08,5,5,3,553,0,🌟 Champions,58.5
C00569,3,12,2484.0,5,4,3,543,1,🔔 Need Attention,39.6
C00570,16,7,1499.0,3,2,2,322,1,🔔 Need Attention,39.6
C00571,26,10,3074.6,2,3,4,234,1,🔔 Need Attention,39.6
C00572,5,10,2470.0,5,3,3,533,1,🔔 Need Attention,39.6
C00573,18,12,4895.0,3,4,5,345,0,🌟 Champions,58.5
C00574,40,13,3355.5,1,4,4,144,0,🌟 Champions,58.5
C00575,13,10,3949.0,3,3,4,334,0,🌟 Champions,58.5
C00576,91,2,209.0,1,1,1,111,2,😴 Hibernating,25.6
C00577,22,14,5385.0,2,5,5,255,0,🌟 Champions,58.5
C00578,8,3,309.0,4,1,1,411,1,🔔 Need Attention,39.6
C00579,69,6,696.0,1,1,1,111,2,😴 Hibernating,25.6
C00580,24,6,2148.0,2,1,3,213,1,🔔 Need Attention,39.6
C00581,22,4,390.0,2,1,1,211,1,🔔 Need Attention,39.6
C00582,18,3,921.0,3,1,1,311,1,🔔 Need Attention,39.6
C00583,4,9,4679.0,5,3,5,535,0,🌟 Champions,58.5
C00584,34,4,1979.5,2,1,3,213,1,🔔 Need Attention,39.6
C00585,47,9,1337.0,1,3,2,132,1,🔔 Need Attention,39.6
C00586,3,16,6896.1,5,5,5,555,0,🌟 Champions,58.5
C00587,10,2,506.0,4,1,1,411,1,🔔 Need Attention,39.6
C00588,25,8,1567.8,2,2,2,222,1,🔔 Need Attention,39.6
C00589,10,9,6580.05,4,3,5,435,0,🌟 Champions,58.5
C00590,4,15,2829.0,5,5,3,553,0,🌟 Champions,58.5
C00591,15,14,3608.0,3,5,4,354,0,🌟 Champions,58.5
C00592,46,8,2067.8,1,2,3,123,1,🔔 Need Attention,39.6
C00593,9,10,4788.0,4,3,5,435,0,🌟 Champions,58.5
C00594,13,12,3844.24,3,4,4,344,0,🌟 Champions,58.5
C00595,33,9,1600.0,2,3,2,232,1,🔔 Need Attention,39.6
C00596,8,14,5709.27,4,5,5,455,0,🌟 Champions,58.5
C00597,4,14,5470.97,5,5,5,555,0,🌟 Champions,58.5
C00598,123,3,475.0,1,1,1,111,2,😴 Hibernating,25.6
C00599,3,14,5116.46,5,5,5,555,0,🌟 Champions,58.5
C00600,13,11,4746.0,3,4,5,345,0,🌟 Champions,58.5
C00601,15,6,466.0,3,1,1,311,1,🔔 Need Attention,39.6
C00602,3,15,2676.35,5,5,3,553,0,🌟 Champions,58.5
C00603,6,8,1964.0,5,2,3,523,1,🔔 Need Attention,39.6
C00604,2,2,221.2,5,1,1,511,1,🔔 Need Attention,39.6
C00605,4,15,7542.7,5,5,5,555,0,🌟 Champions,58.5
C00606,17,4,943.4,3,1,1,311,1,🔔 Need Attention,39.6
C00607,5,6,1023.0,5,1,1,511,1,🔔 Need Attention,39.6
C00608,22,7,2621.0,2,2,3,223,1,🔔 Need Attention,39.6
C00609,15,8,1780.0,3,2,2,322,1,🔔 Need Attention,39.6
C00610,68,7,879.94,1,2,1,121,2,😴 Hibernating,25.6
C00611,4,15,3305.5,5,5,4,554,0,🌟 Champions,58.5
C00612,24,7,11286.940000000002,2,2,5,225,0,🌟 Champions,58.5
C00613,15,7,2109.92,3,2,3,323,1,🔔 Need Attention,39.6
C00614,53,11,1008.0,1,4,1,141,2,😴 Hibernating,25.6
C00615,5,15,3107.45,5,5,4,554,0,🌟 Champions,58.5
C00616,29,13,2365.77,2,4,3,243,0,🌟 Champions,58.5
C00617,3,8,2445.0,5,2,3,523,1,🔔 Need Attention,39.6
C00618,40,10,2811.0,1,3,3,133,1,🔔 Need Attention,39.6
C00619,12,10,4861.27,4,3,5,435,0,🌟 Champions,58.5
C00620,43,4,2045.0,1,1,3,113,2,😴 Hibernating,25.6
C00621,19,15,4070.42,3,5,4,354,0,🌟 Champions,58.5
C00622,20,10,2736.95,3,3,3,333,1,🔔 Need Attention,39.6
C00623,5,8,2937.49,5,2,4,524,1,🔔 Need Attention,39.6
C00624,16,7,2741.5,3,2,3,323,1,🔔 Need Attention,39.6
C00625,8,18,5224.0,4,5,5,455,0,🌟 Champions,58.5
C00626,5,8,1040.0,5,2,1,521,1,🔔 Need Attention,39.6
C00627,55,8,998.0,1,2,1,121,2,😴 Hibernating,25.6
C00628,19,11,3537.2,3,4,4,344,0,🌟 Champions,58.5
C00629,20,13,5353.16,3,4,5,345,0,🌟 Champions,58.5
C00630,26,13,3183.95,2,4,4,244,0,🌟 Champions,58.5
C00631,6,11,3960.0,5,4,4,544,0,🌟 Champions,58.5
C00632,11,8,3035.12,4,2,4,424,1,🔔 Need Attention,39.6
C00633,17,12,3311.1,3,4,4,344,0,🌟 Champions,58.5
C00634,12,6,853.0,4,1,1,411,1,🔔 Need Attention,39.6
C00635,32,7,2380.0,2,2,3,223,1,🔔 Need Attention,39.6
C00636,21,6,2155.6800000000003,2,1,3,213,1,🔔 Need Attention,39.6
C00637,4,17,4926.08,5,5,5,555,0,🌟 Champions,58.5
C00638,53,4,712.5,1,1,1,111,2,😴 Hibernating,25.6
C00639,12,12,4706.0,4,4,5,445,0,🌟 Champions,58.5
C00640,5,16,3878.0,5,5,4,554,0,🌟 Champions,58.5
C00641,24,12,2839.0,2,4,3,243,0,🌟 Champions,58.5
C00642,2,3,2456.0,5,1,3,513,1,🔔 Need Attention,39.6
C00643,23,7,1579.8,2,2,2,222,1,🔔 Need Attention,39.6
C00644,24,10,1596.2,2,3,2,232,1,🔔 Need Attention,39.6
C00645,94,8,7054.2,1,2,5,125,2,😴 Hibernating,25.6
C00646,32,12,4913.0,2,4,5,245,0,🌟 Champions,58.5
C00647,21,6,998.01,2,1,1,211,1,🔔 Need Attention,39.6
C00648,6,16,3143.0,5,5,4,554,0,🌟 Champions,58.5
C00649,26,7,1793.0,2,2,2,222,1,🔔 Need Attention,39.6
C00650,10,12,5014.5,4,4,5,445,0,🌟 Champions,58.5
C00651,5,9,2284.0,5,3,3,533,1,🔔 Need Attention,39.6
C00652,13,8,3522.84,3,2,4,324,1,🔔 Need Attention,39.6
C00653,3,7,1438.0,5,2,2,522,1,🔔 Need Attention,39.6
C00654,57,8,6639.93,1,2,5,125,0,🌟 Champions,58.5
C00655,26,13,4495.0,2,4,5,245,0,🌟 Champions,58.5
C00656,9,13,3687.08,4,4,4,444,0,🌟 Champions,58.5
C00657,8,3,407.0,4,1,1,411,1,🔔 Need Attention,39.6
C00658,12,9,1948.0,4,3,3,433,1,🔔 Need Attention,39.6
C00659,10,8,3248.0,4,2,4,424,1,🔔 Need Attention,39.6
C00660,26,10,3412.7,2,3,4,234,1,🔔 Need Attention,39.6
C00661,11,13,2612.0,4,4,3,443,0,🌟 Champions,58.5
C00662,23,8,1006.0,2,2,1,221,1,🔔 Need Attention,39.6
C00663,4,13,3860.0,5,4,4,544,0,🌟 Champions,58.5
C00664,7,17,6165.07,4,5,5,455,0,🌟 Champions,58.5
C00665,27,12,355.0,2,4,1,241,1,🔔 Need Attention,39.6
C00666,6,18,6273.7,5,5,5,555,0,🌟 Champions,58.5
C00667,21,12,4169.1,2,4,5,245,0,🌟 Champions,58.5
C00668,14,10,3461.0,3,3,4,334,1,🔔 Need Attention,39.6
C00669,7,8,2399.0,4,2,3,423,1,🔔 Need Attention,39.6
C00670,59,3,1021.1,1,1,1,111,2,😴 Hibernating,25.6
C00671,2,7,513.0,5,2,1,521,1,🔔 Need Attention,39.6
C00672,8,15,3813.0,4,5,4,454,0,🌟 Champions,58.5
C00673,2,16,5618.0,5,5,5,555,0,🌟 Champions,58.5
C00674,8,8,1808.9,4,2,2,422,1,🔔 Need Attention,39.6
C00675,34,13,4581.0,2,4,5,245,0,🌟 Champions,58.5
C00676,65,8,1348.11,1,2,2,122,2,😴 Hibernating,25.6
C00677,6,12,885.0,5,4,1,541,1,🔔 Need Attention,39.6
C00678,10,9,1502.84,4,3,2,432,1,🔔 Need Attention,39.6
C00679,42,11,3035.24,1,4,4,144,1,🔔 Need Attention,39.6
C00680,41,7,1441.5,1,2,2,122,1,🔔 Need Attention,39.6
C00681,3,6,577.0,5,1,1,511,1,🔔 Need Attention,39.6
C00682,2,17,3718.03,5,5,4,554,0,🌟 Champions,58.5
C00683,34,8,1679.0,2,2,2,222,1,🔔 Need Attention,39.6
C00684,5,14,4163.1,5,5,5,555,0,🌟 Champions,58.5
C00685,18,15,4275.58,3,5,5,355,0,🌟 Champions,58.5
C00686,6,16,6075.0,5,5,5,555,0,🌟 Champions,58.5
C00687,9,19,5591.0,4,5,5,455,0,🌟 Champions,58.5
C00688,15,9,889.0,3,3,1,331,1,🔔 Need Attention,39.6
C00689,9,8,1746.1,4,2,2,422,1,🔔 Need Attention,39.6
C00690,7,19,3732.1,4,5,4,454,0,🌟 Champions,58.5
C00691,43,7,2444.0,1,2,3,123,1,🔔 Need Attention,39.6
C00692,3,3,1162.0,5,1,2,512,1,🔔 Need Attention,39.6
C00693,31,7,1996.0,2,2,3,223,1,🔔 Need Attention,39.6
C00694,10,8,1176.45,4,2,2,422,1,🔔 Need Attention,39.6
C00695,3,10,2843.0,5,3,3,533,1,🔔 Need Attention,39.6
C00696,20,6,2258.0,3,1,3,313,1,🔔 Need Attention,39.6
C00697,12,13,4960.15,4,4,5,445,0,🌟 Champions,58.5
C00698,25,7,1078.0,2,2,2,222,1,🔔 Need Attention,39.6
C00699,7,7,2359.5,4,2,3,423,1,🔔 Need Attention,39.6
C00700,8,9,1084.0,4,3,2,432,1,🔔 Need Attention,39.6
C00701,12,8,1886.0,4,2,2,422,1,🔔 Need Attention,39.6
C00702,25,8,5366.0,2,2,5,225,0,🌟 Champions,58.5
C00703,45,8,6221.800000000001,1,2,5,125,0,🌟 Champions,58.5
C00704,37,3,711.0,1,1,1,111,1,🔔 Need Attention,39.6
C00705,23,5,2598.61,2,1,3,213,1,🔔 Need Attention,39.6
C00706,8,3,715.0,4,1,1,411,1,🔔 Need Attention,39.6
C00707,15,2,343.0,3,1,1,311,1,🔔 Need Attention,39.6
C00708,8,8,1080.35,4,2,2,422,1,🔔 Need Attention,39.6
C00709,39,6,1370.45,1,1,2,112,1,🔔 Need Attention,39.6
C00710,39,7,1894.13,1,2,2,122,1,🔔 Need Attention,39.6
C00711,27,13,3799.75,2,4,4,244,0,🌟 Champions,58.5
C00712,5,5,1840.22,5,1,2,512,1,🔔 Need Attention,39.6
C00713,3,14,6132.0,5,5,5,555,0,🌟 Champions,58.5
C00714,26,9,4390.599999999999,2,3,5,235,0,🌟 Champions,58.5
C00715,4,13,2962.66,5,4,4,544,0,🌟 Champions,58.5
C00716,10,12,2813.0,4,4,3,443,0,🌟 Champions,58.5
C00717,74,3,487.5,1,1,1,111,2,😴 Hibernating,25.6
C00718,25,10,1591.0,2,3,2,232,1,🔔 Need Attention,39.6
C00719,9,15,4726.5,4,5,5,455,0,🌟 Champions,58.5
C00720,110,3,1986.0,1,1,3,113,2,😴 Hibernating,25.6
C00721,10,9,1771.0,4,3,2,432,1,🔔 Need Attention,39.6
C00722,5,12,4020.5,5,4,4,544,0,🌟 Champions,58.5
C00723,11,3,307.0,4,1,1,411,1,🔔 Need Attention,39.6
C00724,28,8,2720.9,2,2,3,223,1,🔔 Need Attention,39.6
C00725,16,7,2236.1,3,2,3,323,1,🔔 Need Attention,39.6
C00726,5,6,2441.53,5,1,3,513,1,🔔 Need Attention,39.6
C00727,5,10,2453.04,5,3,3,533,1,🔔 Need Attention,39.6
C00728,10,8,2453.0,4,2,3,423,1,🔔 Need Attention,39.6
C00729,17,10,1586.0,3,3,2,332,1,🔔 Need Attention,39.6
C00730,80,6,502.0,1,1,1,111,2,😴 Hibernating,25.6
C00731,4,9,3528.0,5,3,4,534,1,🔔 Need Attention,39.6
C00732,10,14,3348.5,4,5,4,454,0,🌟 Champions,58.5
C00733,10,13,3980.46,4,4,4,444,0,🌟 Champions,58.5
C00734,8,6,2600.0,4,1,3,413,1,🔔 Need Attention,39.6
C00735,14,5,460.0,3,1,1,311,1,🔔 Need Attention,39.6
C00736,6,12,1602.0,5,4,2,542,1,🔔 Need Attention,39.6
C00737,17,8,1706.1,3,2,2,322,1,🔔 Need Attention,39.6
C00738,2,9,1683.0,5,3,2,532,1,🔔 Need Attention,39.6
C00739,6,4,1473.0,5,1,2,512,1,🔔 Need Attention,39.6
C00740,3,19,5284.5,5,5,5,555,0,🌟 Champions,58.5
C00741,9,15,4330.66,4,5,5,455,0,🌟 Champions,58.5
C00742,9,9,6513.48,4,3,5,435,0,🌟 Champions,58.5
C00743,88,4,1682.0,1,1,2,112,2,😴 Hibernating,25.6
C00744,46,4,1366.2,1,1,2,112,2,😴 Hibernating,25.6
C00745,3,11,2299.46,5,4,3,543,1,🔔 Need Attention,39.6
C00746,35,3,315.5,1,1,1,111,1,🔔 Need Attention,39.6
C00747,25,14,3564.3,2,5,4,254,0,🌟 Champions,58.5
C00748,24,6,2012.1,2,1,3,213,1,🔔 Need Attention,39.6
C00749,14,9,3307.96,3,3,4,334,1,🔔 Need Attention,39.6
C00750,25,8,1520.0,2,2,2,222,1,🔔 Need Attention,39.6
C00751,20,8,2840.5,3,2,3,323,1,🔔 Need Attention,39.6
C00752,61,5,1049.38,1,1,1,111,2,😴 Hibernating,25.6
C00753,123,2,464.0,1,1,1,111,2,😴 Hibernating,25.6
C00754,4,15,4046.77,5,5,4,554,0,🌟 Champions,58.5
C00755,8,15,4420.77,4,5,5,455,0,🌟 Champions,58.5
C00756,8,17,5408.35,4,5,5,455,0,🌟 Champions,58.5
C00757,43,9,2931.0,1,3,4,134,1,🔔 Need Attention,39.6
C00758,41,2,902.0,1,1,1,111,2,😴 Hibernating,25.6
C00759,13,11,3866.0,3,4,4,344,0,🌟 Champions,58.5
C00760,59,4,876.0,1,1,1,111,2,😴 Hibernating,25.6
C00761,3,6,2022.5,5,1,3,513,1,🔔 Need Attention,39.6
C00762,6,8,980.0,5,2,1,521,1,🔔 Need Attention,39.6
C00763,12,13,2508.25,4,4,3,443,0,🌟 Champions,58.5
C00764,2,10,6449.0,5,3,5,535,0,🌟 Champions,58.5
C00765,13,3,313.0,3,1,1,311,1,🔔 Need Attention,39.6
C00766,22,13,3023.0,2,4,4,244,0,🌟 Champions,58.5
C00767,2,7,2760.25,5,2,3,523,1,🔔 Need Attention,39.6
C00768,40,9,2199.76,1,3,3,133,1,🔔 Need Attention,39.6
C00769,9,6,1393.0,4,1,2,412,1,🔔 Need Attention,39.6
C00770,2,15,3524.75,5,5,4,554,0,🌟 Champions,58.5
