index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct,product_url,rating_value
20956,"Prawns - Large, Peeled & Deveined","Eggs, Meat & Fish",Fish & Seafood,ITC Master Chef,250.0,250.0,Frozen Fish & Seafood,4.0,"Soft & juicy, super safe prawns-adherence to European, America, Japan & Indian Standards. Make your favourite dishes with this super tasty prawns.243 tests conducted for ITC master chef prawn’s v/s 16 tests required for FSSAI.",250.0,250.0,0.0,https://www.bigbasket.com/pd/40110125/itc-master-chef-prawns-large-peeled-deveined-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Large%2520Prawns%252C%2520Peeled%252C%2520Deveined,4.0
20967,Frozen Salmon Skin-on Portions,"Eggs, Meat & Fish",Fish & Seafood,Big Sams,960.0,960.0,Frozen Fish & Seafood,3.1,"Salmon Skin-on Portions makes the perfect meal for 2. It contains nutritious Omega-3 fatty acids, Salmon is one of the healthiest proteins one can eat. It is flown in directly from Norway, so it is never too far from its date of production. Perfect for grilling.",960.0,960.0,0.0,https://www.bigbasket.com/pd/40084540/big-sams-frozen-salmon-skin-on-portions-250-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Frozen%2520Salmon%2520Skin-on%2520Portions,3.1
21063,Chicken Zing - Hot,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Blue Flame,254.15,299.0,Chicken Sausages,4.0,This is a unique blend of chicken breast filet perfectly coated with breadcrumbs. A perfect appetizer evening refreshment and party snack. You will not just be able to resist the zing hot with spice flavour.,254.15,254.15,15.0,https://www.bigbasket.com/pd/40157309/blue-flame-chicken-zing-hot-350-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Chicken%2520Zing%2520-%2520Hot,4.0
21111,"Pork - Spanish Toast Ham, Sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,158.4,176.0,Pork & Ham,3.9,Casanova Spanish Toast Ham is a perfectly shaped ham for bread loaf slices. It has been sliced in a way to make your work easier. Manufactured at Spain. Packed as per Customer requirement. Not a standard pack under weights & Measurement Guidelines. Consume within 05 days from date of Packing. Store in refrigerator at or below 05 degree C in an airtight container.,158.4,158.4,9.999999999999996,https://www.bigbasket.com/pd/40094813/fresho-signature-pork-smoked-breakfast-ham-sliced-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Pork%2520-%2520Smoked%2520Breakfast%2520Ham%252C%2520Sliced,3.9
21115,Chicken Cocktail Sausage,"Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,275.0,275.0,Chicken Sausages,4.1,"At La Carne, we take pride in offering products of high quality. La Carne brings to you the authentic taste of premium Chicken Products. Quick Freezing technology used to preserve all the goodness and freshness inside. Made with lean ground chicken with the low fat, perfect snack for party serving or regular snacking.",275.0,275.0,0.0,https://www.bigbasket.com/pd/40161835/la-carne-chicken-cocktail-sausage-500-g-pkt/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Chicken%2520Cocktail%2520Sausage,4.1
21315,Chicken - Seek Kabab,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Meatzza,325.0,325.0,Chicken Sausages,4.2,It's an Indian delicacy with the rich aroma with some uncommon spices and fresh poultry. The finished result is delicious and milder in flavor than the amount of spices would predict. Can be eaten as a snack. It's properly packed and frozen to ensure that it retains its taste and aroma. Should be Kept Frozen at or below -18ºC.,325.0,325.0,0.0,https://www.bigbasket.com/pd/40059419/meatzza-chicken-seekh-kebab-1-kg/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=11&t_s=Chicken%2520-%2520Seekh%2520Kebab,4.2
21324,The Good Eggs Cage Free Eggs,"Eggs, Meat & Fish",Eggs,UPF,99.0,99.0,Farm Eggs,3.8,"These are the most affordable large and fresh cage-free eggs that are produced in our newly set up cage-free farms. Its produced in an environment where hens are confined to the same area. These hens are fed with a well-balanced diet which does not contain any antibiotics, growth hormones or any other substance.",99.0,99.0,0.0,https://www.bigbasket.com/pd/40161156/upf-the-good-eggs-cage-free-eggs-6-pcs/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=The%2520Good%2520Eggs%2520Cage%2520Free%2520Eggs,3.8
21357,Catla Fish Large Curry Cut 1kg+Chicken Breast Boneless 500G+Chicken Mince 500G,"Eggs, Meat & Fish",Fish & Seafood,Fresho,760.0,1123.0,Fresh Fish,4.0,"Whole fish weight arround 2.5 kg to 4 kg
 Fresho Boneless Chicken Breast Meat is not only tasty and good for health, but also it is packed with nutrition which makes it all the more desired. The small boneless chunks take less time to cook and can be used in both Indian and Continental dishes. Depending on your choice of food, you can prepare the gravy or sauce and simply cook the chicken in it.  The juicy and tasty meat of the Chicken Mince brings great taste to the platters. It is an excellent basis of vitamin B6, antioxidants and protein. It also contains niacin, selenium and phosphorous. It is low in cholesterol and fat and is carb-free. Moreover, it possesses cancer-preventing properties. It helps in preparing quick recipes like tikka, kebabs, and extra.",760.0,760.0,32.32413178984862,https://www.bigbasket.com/pd/40263033/fresho-chicken-sausages-masala-ready-to-fry-rich-in-protein-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=9&t_s=Chicken%2520Sausage%252C%2520Masala,4.0
21375,Fresh Catch Breaded Fish Fillets,"Eggs, Meat & Fish",Fish & Seafood,Ifb,187.0,220.0,Frozen Fish & Seafood,4.1,"100% real fish, 1000% delicious! Our Breaded Fish Fillets have golden-crisped, crunchy flavour. It’s no wonder that these flaky fillets are a classic family favourite.",187.0,187.0,15.0,https://www.bigbasket.com/pd/40003219/ifb-fresh-catch-breaded-fish-fillets-200-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Fresh%2520Catch%2520Breaded%2520Fish%2520Fillets,4.1
21605,Canned Skipjack Light Meat Tuna - Chunk In Olive Oil,"Eggs, Meat & Fish",Fish & Seafood,Golden Prize,205.0,205.0,Canned Seafood,4.3,"Premium Quality Fish, Imported from Thailand, Excellent source of Omega 3 , Dolphin Friendly",205.0,205.0,0.0,https://www.bigbasket.com/pd/40037992/golden-prize-canned-skipjack-light-meat-tuna-chunk-in-olive-oil-185-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Canned%2520Skipjack%2520Light%2520Meat%2520Tuna%2520-%2520Chunk%2520In%2520Olive%2520Oil,4.3
21656,"Sausage - Pork, Cocktail","Eggs, Meat & Fish",Pork & Other Meats,Quickee'S,230.0,230.0,Pork & Ham,3.8,Quickee presents their deliciously mouth-watering range of meat products which will enchant your taste buds and leave you craving for more as you rake up your favourite meals. Make your morning breakfasts more exciting by serving Quickees Pork Cocktail Sausages along with eggs and toast for a scrumptious and a healthy meal.,230.0,230.0,0.0,https://www.bigbasket.com/pd/40125075/quickees-sausage-pork-goan-275-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=6&t_s=Sausage%2520-%2520Pork%252C%2520Goan,3.8
21701,"Ham - Chicken Breast, Smoked","Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,250.0,250.0,Chicken Sausages,3.9,"Chicken Breast, Water, Edible Common Salt, Dextrose, Emulsifier-E407, E451, E452, Antioxidant-E316, Colour Fixative-E250 Contains permitted natural flavour.",250.0,250.0,0.0,https://www.bigbasket.com/pd/40063445/la-carne-ham-chicken-breast-smoked-220-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Ham%2520-%2520Chicken%2520Breast%252C%2520Smoked,3.9
21713,Shark,"Eggs, Meat & Fish",Fish & Seafood,H.S. Dry Fish,70.0,70.0,Dry Fish,3.5,"The oldest traditional way of preserving fish is drying, and is still considered one of the most effective preservation methods.",70.0,70.0,0.0,https://www.bigbasket.com/pd/40036198/hs-dry-fish-shark-80-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Shark,3.5
21845,Chicken - Cheese N Onion Sausages,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Zorabian,170.0,170.0,Chicken Sausages,4.3,Made from Fresh Breast Boneless Meat it has just the right balance of Cheese n Onion FlavouringÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢s... It is Subtle and Delicious and makes for a great cocktail snack at parties.,170.0,170.0,0.0,https://www.bigbasket.com/pd/40020423/zorabian-chicken-cheese-n-onion-sausages-250-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Chicken%2520-%2520Cheese%2520N%2520Onion%2520Sausages,4.3
21911,"Prawns - Super Large, Peeled & Deveined","Eggs, Meat & Fish",Fish & Seafood,ITC Master Chef,275.0,275.0,Frozen Fish & Seafood,4.0,"Soft & juicy, super safe prawns-adherence to European, America, Japan & Indian Standards. Make your favourite dishes with this super tasty prawns.243 tests conducted for ITC master chef prawn’s v/s 16 tests required for FSSAI.",275.0,275.0,0.0,https://www.bigbasket.com/pd/40110125/itc-master-chef-prawns-large-peeled-deveined-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Large%2520Prawns%252C%2520Peeled%252C%2520Deveined,4.0
22061,"Pork - Salami Milano, Sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,269.4,299.33,Pork & Ham,3.2,"Dautore Salami Milano is produced by mixing light pork meat with heavy fat. These ingredients are finely ground and the same spices are again mixed and finally cased inside artificial large cases. All Italian salamis are differentiated on the basis of type of meat grinding (fine, medium or coarse) and the spices and ingredients (garlic, chilli pepper, fennel seeds) used. They give each individual type of Salami, a very specific personality and shape. Manufactured at Italy. Packed as per Customer requirement. Not a standard pack under weights & Measurement Guidelines. Consume within 05 days from date of Packing. Store in refrigerator at or below 05 degree C in an airtight container.",269.4,269.4,9.998997761667727,n/a,3.2
22184,Chicken - Cheese & Chili,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Bon Appetit,379.0,399.0,Chicken Sausages,4.0,"EAN Code: 8908002778311  Country of origin: India  Manufactured & Marketed by: Arthur's Food Company Private Limited, NO 14H KIADB Industrial area, Attibele,Bangalore - 562107, Karnataka, India  Best before 18-10-2021  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",379.0,379.0,5.012531328320802,https://www.bigbasket.com/pd/40211361/prasuma-chicken-cheese-chiili-sausage-beechwood-smoked-250-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=19&t_s=Frozen%2520Chicken%2520Cheese%2520%2526%2520Chilli%2520Sausage,4.0
22273,Sardine Fish,"Eggs, Meat & Fish",Fish & Seafood,H.S. Dry Fish,50.0,50.0,Dry Fish,3.9,"The oldest traditional way of preserving fish is drying, and is still considered one of the most effective preservation methods.",50.0,50.0,0.0,https://www.bigbasket.com/pd/40036190/hs-dry-fish-sardine-fish-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Sardine%2520Fish,3.9
22331,Frozen Prawns - Large,"Eggs, Meat & Fish",Fish & Seafood,Fresho,229.0,250.0,Frozen Fish & Seafood,3.2,"Net WeightNumber Of PcsServing SizeStorage Temp250 g15-202-40-4 deg celPrawns are full of nutrients. They are packed with protein and low in carbohydrate. It helps to build muscle and aids in weight-loss.  The Fresho seawater prawns can be used instantly to cook a variety of delicious dishes without going through the pain of cleaning and deveining them. These are seawater prawn are peeled. Their firm meat is easy to cook whether you are preparing curries, fried snacks, or grilled items. This comes in 15-20 pieces which are perfect for 2-4 people.Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",229.0,229.0,8.4,n/a,3.2
22360,Pork Frankfurter - Heat & Serve,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Buffet ,560.0,560.0,Pork & Ham,3.0,"The original frankfurter, just like the Germans love them! 100% pork, no false flavors and zero preservatives - get pleasure from sausage the way its meant to be.",560.0,560.0,0.0,n/a,3.0
22421,Chicken Bratwurst,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,239.0,355.0,Chicken Sausages,4.2,"Chicken Bratwurst is made with premium ingredients, giving you the perfect blend of flavours. Easy to cook, this is a perfect option to tame your hunger pangs. Indulge in some premium taste with Fresho.",239.0,239.0,32.67605633802817,https://www.bigbasket.com/pd/40211360/prasuma-chicken-sausage-beechwood-smoked-250-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Frozen%2520Chicken%2520Sausage,4.2
22436,Sausage - Authentic Pork Bockwurst,"Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,350.0,350.0,Pork & Ham,4.2,"Pork meat (81%), Water, Edible salt, Acidity Regulator-330, Dextrose, Antioxidant-316 Emulsifier-452, Herbs & spices, Colour fixative-250 Vegetable Powder, Contains permitted natural flavour.",350.0,350.0,0.0,https://www.bigbasket.com/pd/40063441/la-carne-sausage-authentic-pork-bockwurst-280-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Sausage%2520-%2520Authentic%2520Pork%2520Bockwurst,4.2
22673,"Sausage - Pork, Super Bacon","Eggs, Meat & Fish","Sausages, Bacon & Salami",Quickee'S,230.0,230.0,Pork & Ham,3.8,Quickee presents their deliciously mouth-watering range of meat products which will enchant your taste buds and leave you craving for more as you rake up your favourite meals. Quickees Super Bacon Pork sausages are made from the freshest and most tender part of pork giving it the juicy and tender texture that will make you crave for more.,230.0,230.0,0.0,https://www.bigbasket.com/pd/40125075/quickees-sausage-pork-goan-275-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Sausage%2520-%2520Pork%252C%2520Goan,3.8
22830,Chicken Seekh Kabab Regular,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,195.0,260.0,Chicken Sausages,3.2,"Prepared in the traditional style, the kebabs are made with the finest hand-picked spices. enjoy these delicious kababs at the convenience of your home. Perfect as a starter, relish these mouth-watering delight with your loved ones. Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",195.0,195.0,25.0,n/a,3.2
22832,"Mackerel Fish - Large, Whole Cleaned, Preservative Free, 3-4 pcs","Eggs, Meat & Fish",Fish & Seafood,Fresho,359.0,399.0,Fresh Fish,2.8,"Net WeightNumber Of PcsServing SizeStorage Temp500 g3-43-4 people0-4 deg celMackerel fish is perfect for people who are watching their weights. The high nutritional value makes it a perfect addition to the diet. It can be grilled, steamed or baked. This whole cleaned mackerel fish comes with the head. It is cleaned and gutted. This comes in 3-4 pcs which are perfect for 3-4 people. It is  preservative-free. Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",359.0,359.0,10.025062656641603,n/a,2.8
22855,Jus-Like - Crab Claw Amritsari,"Eggs, Meat & Fish",Fish & Seafood,Gadre,165.75,195.0,Frozen Fish & Seafood,4.2,"Gadre Jus-Like Grab Claw Amritsari Serving Instructions - For best results: Cook while frozen. (Do no thaw) Preheat oil to approx 180c. Deep fry for 3-4 minutes, or unitl golen brown. Serve hot.",165.75,165.75,15.0,https://www.bigbasket.com/pd/40001530/gadre-jus-like-crab-claw-amritsari-250-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Jus-Like%2520-%2520Crab%2520Claw%2520Amritsari,4.2
22861,Fresh Catch Fish Poppers,"Eggs, Meat & Fish",Fish & Seafood,Ifb,162.0,180.0,Frozen Fish & Seafood,3.7,"Make best buds with your tastebuds! Expertly seasoned, golden crispy and oh-so-tender — our Fish Poppers add a delicious pop of crunch to any meal or party. Sharing is always an option (but not required).",162.0,162.0,10.0,https://www.bigbasket.com/pd/40011519/ifb-fresh-catch-fish-poppers-300-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Fresh%2520Catch%2520Fish%2520Poppers,3.7
22870,"Pork - Speck Ham, P.G.I, Sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,813.6,904.0,Pork & Ham,2.9,"Dautore speck hams are an Italian ham. These are, salted and flavoured with a mixture of aromas (salt, pepper, juniper, rosemary and bay). The ham is dry-corned for three weeks at controlled temperatures. The ham is exposed alternately to the smoking and to the drying phases. Speck hams have a light smoking phase and are smoked over low-resin wood which gives it a strong a flavour. Manufactured at Italy. Packed as per Customer requirement. Not a standard pack under weights & Measurement Guidelines. Consume within 05 days from date of Packing. Store in refrigerator at or below 05 degree C in an airtight container.",813.6,813.6,9.999999999999998,n/a,2.9
23056,Chicken - Meat Loaf,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Bon Appetit,86.0,96.0,Chicken Sausages,4.4,Sliced Pieces form grilled Meat Loaf. Fry it shortly or enjoy it at Sandwiches or pur as a snack,86.0,86.0,10.416666666666668,https://www.bigbasket.com/pd/40015766/bon-appetit-pork-meat-loaf-100-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=6&t_s=Pork%2520-%2520Meat%2520Loaf,4.4
23177,"Pork - Coppa Parma Traditional, Sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,813.6,904.0,Pork & Ham,4.1,"Dautore Coppa is obtained from the upper part of the neck of the fresh meat. The meat is then seasoned with salt, pepper, natural flavoring, and herbs and spices. It is further stuffed into artificial casing, hand tied and matured. It is reddish in color and has an intense aroma. Manufactured at Italy. Packed as per Customer requirement. Not a standard pack under weights & Measurement Guidelines. Consume within 05 days from date of Packing. Store in refrigerator at or below 05 degree C in an airtight container.",813.6,813.6,9.999999999999998,https://www.bigbasket.com/pd/40094830/fresho-signature-pork-cured-chorizo-chilly-sliced-100-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Pork%2520-%2520Cured%2520Chorizo%2520Chilly%252C%2520Sliced,4.1
23213,Chicken Cheese Sausages,"Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,300.0,300.0,Chicken Sausages,4.2,"At La Carne, we take pride in offering products of high quality. La Carne brings to you the authentic taste of premium Chicken Products. Quick Freezing technology used to preserve all the goodness and freshness inside. Made with lean ground chicken with low fat. Chicken Sausages filled with cheese serves as anytime snack. Perfect snack for any time of the day.",300.0,300.0,0.0,https://www.bigbasket.com/pd/40161838/la-carne-chicken-cheese-sausages-500-g-pkt/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Chicken%2520Cheese%2520Sausages,4.2
23263,"Mutton - Biryani Pieces, 8-10 pcs, Antibiotic Residue-Free, Growth Hormone-Free","Eggs, Meat & Fish",Mutton & Lamb,Fresho,425.0,449.0,Fresh Mutton,2.8,"Net WeightNumber Of PcsServing SizeStorage Temp500 g8-102-3 people0-4 deg celMutton is popular in most of the household. It is treated as a delicacy and is prepared in different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc and B vitamins. Fresho Mutton Biriyani pieces are perfectly carved to with your biriyani. This juicy, tender meat will surely enhance the flavour of the dish. It comes in 8-10 pieces which are perfect for 2-3 people. Add-on Benefits of Fresho Mutton: • Premium quality • Tender Meat • Processed and packed under strict hygienic condition. Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",425.0,425.0,5.34521158129176,n/a,2.8
23286,"Prawns - Medium, Peeled & Deveined","Eggs, Meat & Fish",Fish & Seafood,ITC Master Chef,185.0,185.0,Frozen Fish & Seafood,4.0,"Soft & juicy, super safe prawns-adherence to European, America, Japan & Indian Standards. Make your favourite dishes with this super tasty prawns.243 tests conducted for ITC master chef prawn’s v/s 16 tests required for FSSAI.",185.0,185.0,0.0,https://www.bigbasket.com/pd/40110124/itc-master-chef-prawns-medium-peeled-deveined-200-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Medium%2520Prawns%252C%2520Peeled%2520%2526%2520Deveined,4.0
23378,Sausage - Chicken Chilli Cheese,"Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,325.0,325.0,Chicken Sausages,4.2,"chicken Meat(85%), Water, Processed Cheese soya, Edible common salt, Spices & condiments (Red chilli, Coriander, White & Black pepper Edible strach, Vegetable powders, Emulsific E-452, Dextros, Yeast extract powder, Antioxidants E-316 & E-300, Colour fixative E-250. contains natural smoke.",325.0,325.0,0.0,https://www.bigbasket.com/pd/40211360/prasuma-chicken-sausage-beechwood-smoked-250-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Frozen%2520Chicken%2520Sausage,4.2
23453,Lamb Hind Shank - New Zealand,"Eggs, Meat & Fish",Mutton & Lamb,Pure South,2249.1,2499.0,Frozen Mutton,2.9,"A meat shank or the shin is the specific portion of the meat around the tibia of the lamb. This meat is often braised whole and is very easy to cook. With a clean-cut, the meat has an ample amount of collagen which when cooked at a slow pace would give way to a silky-smooth texture melting in the mouth.Quality New Zealand makes sure that it provides only the best meat products. Even for the mutton shank, special measures have been taken to ensure hygienic packaging with high nutritional value. Moreover, the lambs are 100% grass-fed and free of any artificial hormones which might cause adulteration. Brought up in a healthy environment, the meat is disease-free and is safe for consumption.Extracted from the forequarter and a leg after cutting through the joint connecting to either the shoulder of the leg one, the meat is juicy, tender and soft. When slow-cooked, the meat brings out a unique flavour while being rich in protein. Quality New Zealand goes the extra mile to ensure it is properly cut and delivered. With the lambs being grass-fed and kept in isolation, it promotes the development of organic taste, while deeming it free of any toxins.",2249.1,2249.1,10.000000000000004,n/a,2.9
23488,"Pork - Oak Smoked Bacon, Sliced","Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,246.6,274.0,Pork & Ham,3.0,"Casanova Oak Smoked Bacon is traditionally cold smoked over oak wood chippings to give a strong and earthy smoke flavour. It is a perfect pick for robust bacon lovers. It is produced by Maynard's Farm, an award winning farm in Redcastle, Shropshire. Manufactured at Spain. Packed as per Customer requirement. Not a standard pack under weights & Measurement Guidelines. Consume within 05 days from date of Packing Store in refrigerator at or below 05 degree C in an airtight container.",246.6,246.6,10.000000000000002,n/a,3.0
23627,Chicken Bockwurst,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,249.6,320.0,Chicken Sausages,4.2,"Chicken Bockwurst is made with premium ingredients, giving you the perfect blend of flavours. Easy to cook, this is a perfect option to tame your hunger pangs. Indulge in some premium taste with Fresho.",249.6,249.6,22.000000000000004,https://www.bigbasket.com/pd/40020420/zorabian-chicken-sausages-250-g-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=3&t_s=Chicken%2520-%2520Sausages,4.2
23715,"Mutton - Boneless, 2-3 pcs, Antibiotic Residue-Free, Growth Hormone-Free","Eggs, Meat & Fish",Mutton & Lamb,Fresho,637.0,799.0,Fresh Mutton,3.3,"Net WeightNumber Of PcsServing SizeStorage Temp500 g2-33-4 people0-4 deg celMutton is popular in most of the household. It is treated as a delicacy and is prepared in different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc and B vitamins. Mutton helps in building a strong immune system. It also helps to build bones and muscles. For a scrumptious meatier experience, these boneless mutton pieces are perfect to indulge on. Grilled, barbequed, fried, baked, one can have this versatile cut in different ways. This cut comes in 2-3 pieces which are perfect for 3-4 people. The Add-on Benefits of Fresho Mutton: • Premium quality • Tender Meat • Processed and packed under strict hygienic condition. Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",637.0,637.0,20.27534418022528,https://www.bigbasket.com/pd/40185810/fresho-farm-sunny-eggs-medium-antibiotic-residue-free-10-pcs-tray/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=28&t_s=Farm%2520Sunny%2520Eggs%2520-%2520Medium%252C%2520Antibiotic%2520Residue-Free,3.3
23729,"Smoked Pink Salmon Fillet - Wild Alaskan, In Oil","Eggs, Meat & Fish",Fish & Seafood,Golden Prize,308.75,325.0,Canned Seafood,2.9,,308.75,308.75,5.0,n/a,2.9
23885,Ready to Cook - Anchovy (Cleaned),"Eggs, Meat & Fish",Fish & Seafood,Britte ,300.0,300.0,Frozen Fish & Seafood,3.1,"Anchovies are a famous part of the cooking in south Indian states, where they are eaten fried or pungent curry. It is cleaned, frozen and packed without losing its nutritive value. It is ready for your use in various meals. It is your choice to cook different meals with cleaned and ready to use anchovy.",300.0,300.0,0.0,n/a,3.1
23896,"Tuna Fish - Steak/Slice, Preservative Free, 6-8 pcs","Eggs, Meat & Fish",Fish & Seafood,Fresho,400.0,400.0,Fresh Fish,2.9,"Net WeightNumber Of PcsServing SizeStorage Temp500 g6-82-3 people0-4 deg celTuna, a saltwater fish, is tasty and healthy. It is consumed in different ways. Tuna is enriched with protein and has no fat. This makes it perfect for your diet. It is great for your heart and muscles. This steak sliced tuna fish comes without the head. It is cleaned and gutted. This comes in 6-8 pcs which are perfect for 2-3 people. It is  preservative-free. Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",400.0,400.0,0.0,https://www.bigbasket.com/pd/10000711/fresho-tuna-fish-steakslice-preservative-free-6-8-pcs-500-g-tray/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Tuna%2520Fish%2520Steak%252FSlice,2.9
23962,Mutton - Seekh Kebab,"Eggs, Meat & Fish",Mutton & Lamb,Meatzza,580.0,580.0,Frozen Mutton,4.2,Maeatzza Mutton Seekh Kebab are made from FreshMutton Meat with Fresh Vegetable which gives you best taste.,580.0,580.0,0.0,https://www.bigbasket.com/pd/40059425/meatzza-mutton-seekh-kebab-500-g/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Mutton%2520-%2520Seekh%2520Kebab,4.2
24101,Prawn - Torpedo,"Eggs, Meat & Fish",Fish & Seafood,Seastar,180.0,225.0,Frozen Fish & Seafood,2.9,Seastar Prawn - Torpedo 250 g,180.0,180.0,20.0,https://www.bigbasket.com/pd/40018641/seastar-prawn-torpedo-250-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Prawn%2520-%2520Torpedo,2.9
24189,Fresh Catch Fish Fritters,"Eggs, Meat & Fish",Fish & Seafood,Ifb,306.0,340.0,Frozen Fish & Seafood,3.8,"Dashes of Indian spices and savoury breadcrumbs give our spicy Fritters a flavour to remember, for a meal, a snack or a tango.",306.0,306.0,10.0,https://www.bigbasket.com/pd/40011517/ifb-fresh-catch-fish-fritters-600-g-carton/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Fresh%2520Catch%2520Fish%2520Fritters,3.8
