index,product,category,sub_category,brand,sale_price,market_price,type,rating,description,rating_clean
6204,Basale Leaf,Fruits & Vegetables,Fresh Vegetables,Fresho,12.0,15.0,Leafy Vegetables,,"Thick, semi-succulent, heart-shaped basal leaves are fresh green coloured spinach that grows fast with its soft-stemmed vine.
Comes with a mild flavor and mucilaginous texture.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/646/sausage-and-basil-penne-pasta/",
6218,Kernels Peri Peri Masala,Fruits & Vegetables,Exotic Fruits & Veggies,Supa Corn,55.0,55.0,Cut & Peeled Veggies,,"SUPA CORN branded sweet corn is carefully cultivated with Australian seeds using efficient techniques developed over 12 years of farming experience and research. 100% Natural Sweet Corn packed using our very unique OXY FRESHTM Technology.Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability.",
6362,Pineapple - Slices,Fruits & Vegetables,Fresh Fruits,Fresho,27.0,33.75,"Cut Fruit, Tender Coconut",,"Fresho brings pineapple slices which will reduce your time and effort in cutting and slicing the pineapple.
It can be consumed during travels or during your breaks. These are alternatives for your snacks.
Add them to your meal to make it interesting or spice it up with a pinch of salt and masala. 
Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/865/american-pineapple-upside-down-cake-egg-free/",
6392,Zucchini - Yellow,Fruits & Vegetables,Fresh Vegetables,Fresho,50.0,62.5,Exotic Vegetables,,"Yellow zucchini is a long and slightly fat vegetable, also known as squash. Yellow variant has comparatively softer flesh and tastes sweeter than the green one. Do not forget to check out our delicious recipe-
https://www.bigbasket.com/cookbook/recipes/1404/healthy-stir-fry/",
6432,Colocasia,Fruits & Vegetables,Fresh Vegetables,Fresho,10.89,18.75,Root Vegetables,,"A stuffy, fleshy underground root, Colocasia is also called 'Taro Root'.
It is oval/globular in shape with a hairy coating on its skin and whitish yellow flesh.",
6443,Ginger - Chopped,Fruits & Vegetables,Herbs & Seasonings,Fresho,24.0,30.0,Cut & Peeled Veggies,,Fresho provides you with chopped ginger which is an easy addition to a wide range of dishes to intensify the flavour.,
6454,"Capsicum - Green, Organically Grown",Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,12.0,15.0,Organic Vegetables,,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",
6474,Carrots - Julienne,Fruits & Vegetables,Cuts & Sprouts,Fresho,33.0,41.25,Cut & Peeled Veggies,,"A popular sweet-tasting root vegetable, Carrots are long, narrow and cone shaped. They have thick, fleshy, deeply coloured root, which grows underground, with feathery green leaves that emerge above the ground. While these greens are fresh tasting and slightly bitter, the carrot roots are crunchy textured with a sweet and minty aromatic taste. We deliver these carrots fresh and uniformly sliced into thin strips called the Julienne cut. Enjoy an effortless cooking that is much convenient and quicker because we value your time!",
6640,"Avocado - Imported, Medium",Fruits & Vegetables,Fresh Fruits,Fresho,260.0,336.25,Exotic Fruits,,"Imported avocados come with an irresistible buttery flavour. They have a unique-textured, creamy and light green flesh with a special aroma. Avocados are also known as an alligator pear or butter fruit.  Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2205/chatpate-green-noodles/  Ripe Avocados turn dark brown or Black in colour. Any small black spots on the fruit is due to abrasion during harvesting or handling and does not affect the quality of the fruit",
6658,Beans - Broad,Fruits & Vegetables,Fresh Vegetables,Fresho,45.0,56.25,"Beans, Brinjals & Okra",,"Fresh broad beans have a delicious earthy flavour that fits well with winter cooking.
They have kidney shaped curves that are tender and generally consumed with the pods. 
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/2176/macaroni-with-baked-beans/",
6696,Dill Leaves,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,25.0,31.25,Indian & Exotic Herbs,,"Green, flimsy and fernlike Dill leaves have a strong aroma. sharp tang and a spongy sugary flavour.Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1793/dil-wale-pan-cake/",
6814,Fresh Almonds Green,Fruits & Vegetables,Fresh Fruits,Fresho,59.5,74.38,Exotic Fruits,,"With their fuzzy, green outer hull and soft jelly like skinless nut, fresh green almonds offer a complex flavor with mild floral and grass-like notes and an overall sweet-tart flavor.  Their pleasantly natural acidity and raw texture are improved by the smoothness of olive oil and the sweet-salty-spicy taste of a seasoned sea salt blend.",
6999,Ridge Gourd - Sliced,Fruits & Vegetables,Fresh Vegetables,Fresho,33.0,41.25,Cut & Peeled Veggies,,"Fresho delivers at your doorstep freshly sliced ridge gourds, making your preparations much easier and quicker because we value your time!",
7010,Pumpkin Green - Cut,Fruits & Vegetables,Fresh Vegetables,Fresho,28.0,35.0,Cut & Peeled Veggies,,"Fresho brings to you cut pumpkin green with creamish to yellow flesh and flat, edible seeds ( pepitas) inside that are tender and mildly sweet. Do not forget to check out our delicious recipe:-https://www.bigbasket.com/cookbook/recipes/2330/kaddu-ki-kheer/",
7067,Coccinia - Julienne,Fruits & Vegetables,Cuts & Sprouts,Fresho,23.0,28.75,Cut & Peeled Veggies,,The flesh of Coccinia is crunchy with a mild bitter after taste. Mature ones taste even sweeter. The translucent white flesh with seeds embedded turns red on ripening. They are oval to elongated with thick and light green skin. We deliver them fresh and uniformly sliced into thin strips called the Julienne cut. Enjoy an effortless cooking that is much convenient and quicker because we value your time!,
7088,Grapes - Thompson Seedless,Fruits & Vegetables,Fresh Fruits,Fresho,76.0,95.0,Seasonal Fruits,,"Fresho Thompson seedless grapes are superior quality, best picked grapes, which taste delicious when the colour turns to a light golden from pale green. Don't be discouraged if the grapes shake off their stems as their clusters are not firm in nature. They have a crunchy bite and a tone of sweet-tart flavour. Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/2096/fruits-mithai-and-cheese-masti/",
7090,Organic Sprouts Channa Brown,Fruits & Vegetables,Cuts & Sprouts,Fresho,22.0,27.5,Fresh Salads & Sprouts,,"Highly proteinaceous, brown channa sprouts with white tails taste fabulous with a grainy texture and a nutty flavour. We take very good care while growing and preparing sprouts in order to prevent contamination. Being high-fiber diet, chickpeas lower blood sugar levels in diabetic patients. It is good for bone health and heart health. It is effective for digestion and weight management. Choline in chickpeas helps with sleep, muscle movement, learning, and memory. Resent in chickpeas helps with sleep, muscle movement and memory.",
7183,Jamun,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,79.0,98.75,Exotic Fruits,,"Jamuns are oval, elongated and have a dark purple to black skin with a pink or white flesh. The flesh is extremely juicy and has a distinctive sweet and tart flavour with a slightly astringent aftertaste. The fruit has a hard seed which can be dried and powdered for a variety of uses. Fresho comes up with a wide variety of fruits and vegetables for you to choose better.",
7242,Ridge Gourd - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,40.0,50.0,Organic Vegetables,,"Fresho Organic products are organically grown and handpicked by expert. Ridge Gourd is a soft and cylindrical shaped green vegetable which is extensively used in Indian cuisine. It is slightly sugary in taste. It is very rich in dietary fiber and all the vital elements like Vit-C, Zinc, Thiamin, Magnesium, Iron and Riboflavin. 
Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability.",
7261,"Cut Cauliflower & Broccoli, Washed",Fruits & Vegetables,Fresh Vegetables,Fresho,40.0,50.0,Recipe Packs,,"Fresh broccoli and cauliflower, cleaned and cut for easy cooking. Prepare soups, toss them as a healthy starter or add them in noodles.
Try out this recipe at home -  https://www.bigbasket.com/flavors/collections/222/ready-to-cook-vegetable-pack-recipes/ 
 Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",
7329,Mango Mallika - Organically Grown,Fruits & Vegetables,Fresh Fruits,Fresho,83.0,103.75,Organic Fruits,,"The Mango fruit is the National Fruit of India . The Mango is a fleshy stone fruit belonging to the genus Mangifera . Mangoes are rich invitamin A, C, and D. It is also called th King of fruits.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",
7418,"Pumpkin - Disco, Organically Grown",Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,39.0,48.75,Organic Vegetables,,"Pumpkin Disco are extremely rich in minerals like potassium and copper, making your body and the immune system strong. This tasty and nutritious vegetable can be used in various curries and fried preparations.",
7490,Lettuce - Iceberg,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,32.0,40.0,Exotic Vegetables,,Iceberg lettuce is a variety of lettuce with crisp leaves which grows in a spherical head resembling a cabbage. The leaves on the outside tend to be green and the leaves in the center go from pale yellow to nearly whitish as you move closer and closer to the center of the head with the sweetest leaves in the center of the head.Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/2277/chicken-salad/,
7531,Capsicum - Purple,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,29.0,36.25,Exotic Vegetables,,"Purple capsicum is more mature than yellow, red or green capsicum. It is rich in carotenoids, phytonutrients and contains almost 11 times more beta-carotene than green bell peppers as well as one and a half times more vitamin C. 3. It contains the compounds astaxanthin, lycopene which are potent antioxidants. Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability",
7532,Pineapple,Fruits & Vegetables,Fresh Fruits,Fresho,27.72,37.5,Apples & Pomegranate,,"With the shape of a pine cone, the fruit is loosely fibrous and juicy with white to yellowish flesh.
The edible center part is firm, leathery and sweet. 
Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/865/american-pineapple-upside-down-cake-egg-free/",
7549,Dill Leaves,Fruits & Vegetables,Fresh Vegetables,Fresho,10.0,12.5,Leafy Vegetables,,"Green, flimsy and fernlike Dill leaves have a strong aroma. sharp tang and a spongy sugary flavour. Dill leaves are rich in nutritional value. They help enhance digestion, prevent insomnia, manage diabetes. Regular addition of Dill leaves in your diet will help you on the long run. You can also make dill pickles and use it as a healthy accompaniment.",
7623,Banana Stem - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,24.0,30.0,Organic Vegetables,,"Banana Stem is the fibrous stalk of the banana plant. It has high water content, fresh and crispy textured stalks with mild taste. Fresho stem grade bananas are offered in a pristine condition and are tasty and nutritious. We selectively pick stems of organically grown banana stem from the best farms.",
7652,Sugar Baby Mango,Fruits & Vegetables,Fresh Fruits,Fresho,150.0,187.5,Mangoes,,"Grown mostly in Tamil Nadu and Karnataka, Sugar baby mangoes are small, round and extraordinarily sweet in taste.
The pulp is buttery and contains lots of fibre.
Mango is a rich source of antioxidant and it helps to boost the immune system.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/406/mango-lassi/  
Calcium Carbide is not used in the ripening process of the mangoes.",
7656,Bottle Gourd - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,22.0,27.5,Organic Vegetables,,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",
7681,Beans Cluster - Diced,Fruits & Vegetables,Cuts & Sprouts,Fresho,25.0,31.25,Cut & Peeled Veggies,,"These narrow, long beans called Cluster beans or Guar come with tiny pods and are highly nutritious. We deliver them fresh and diced, making your preparations less messy and much easy.",
7856,Beans - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,79.0,98.75,Organic Vegetables,,"These are organically grown, hence, free from chemical residues. They are used in curries, soups, stir-fry with rice, noodles and salads.",
8037,"Capsicum - Green, Organically Grown",Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,12.0,15.0,Organic Vegetables,,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",
8204,Mint - Chopped,Fruits & Vegetables,Cuts & Sprouts,Fresho,24.0,30.0,Cut & Peeled Veggies,,"Mint leaves are tender herbs with gentle stems and have a distinct pleasant aroma, pleasing taste, cool after-sensation and medicinal qualities. They are best used raw or added at the end of cooking in order to maintain their delicate flavor and texture. We deliver them finely chopped for your ease and convenience because we value your every minute.  Do not forget to check our delicious recipe:-
https://www.bigbasket.com/cookbook/recipes/2242/the-detox-tea/",
8246,Wheat Grass - Organically Grown,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,27.0,33.75,Organic Vegetables,,"The vivid green blades of Young grass sprouted from wheat seeds are long, thin and delicate being naturally sweet.  They have an earthy grass like flavor that is intensified significantly when juiced.",
8260,Lemon,Fruits & Vegetables,Herbs & Seasonings,Fresho,30.0,37.5,"Lemon, Ginger & Garlic",,"With a segmented flesh that has a unique pleasant aroma and a strong sour taste, lemons are round/oval and have a yellow, texturized external peel.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/142/sweet-lemon-pickle/",
8276,Mango - Alphonso Badami,Fruits & Vegetables,Fresh Fruits,Fresho,169.0,211.25,Mangoes,,"Badami is called Karnataka's Alphonso due to its sweet taste. It has pale yellow skin with yellowish-orange flesh. We source premium quality Badami mangoes directly from the farmers of Karnataka. These mangoes are tasty, juicy and perfectly sweet. Never miss the mangoes during the season.",
8314,Cut Indian Fruit Pack,Fruits & Vegetables,Cuts & Sprouts,Fresho,47.0,58.75,Fresh Salads & Sprouts,,"The Fresho Cut Indian Fruit Pack contains nicely sliced and chopped fresh Indian fruits which can be used for many dishes. Sourced from reliable growers, these fruits are first cleaned, diced and packed with utmost care so that they do not lose their nutritional value. Rich in Vitamin A and C and essential minerals, these fruits have high water content and helps to keep your body hydrated on a hot summer day.",
8330,Peach - Indian,Fruits & Vegetables,Fresh Fruits,Fresho,149.0,186.25,Apples & Pomegranate,,"Indian peaches are large with a red, velvety and fuzzy skin.
They have red flesh, which is tender yet firm with a sweet and sometimes slightly tart flavour.
Fresho peaches are juicy, high quality, selectively picked peaches.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1295/spiced-peach-cornflakes/",
8374,"Brinjal - Green Long, Organically Grown",Fruits & Vegetables,Fresh Vegetables,Fresho,31.0,38.75,Organic Vegetables,,"It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",
8405,Snake gourd - Diced,Fruits & Vegetables,Fresh Vegetables,Fresho,19.0,23.75,Cut & Peeled Veggies,,"Fresho delivers at your doorstep freshly diced snake gourds, making your preparations much easier and quicker by saving you the hassle of peeling and dicing.",
8407,Cut - Fruit Salad,Fruits & Vegetables,Cuts & Sprouts,Fresho,48.0,60.0,Fresh Salads & Sprouts,,"Fresho Fruit Salad is a tasty assortment of fresh fruits, all cut & packed in our hygienic facilities where all our workers wear caps, gloves & masks. This nutritious fruit salad tray is preservative free and includes portions of: Black Grapes | Pomegranate Seeds | Sapota (Chikoo) Wedges | Pineapple Chunks | Mint Leaves. Through Fresho, bigbasket promotes healthy living by providing customers with high quality, farm-fresh fruits and vegetables. With Fresho, you will always get safe and unadulterated fruits & vegetables.",
8529,Beetroot - Diced,Fruits & Vegetables,Fresh Vegetables,Fresho,26.0,32.5,Cut & Peeled Veggies,,"These edible ruby red roots are smooth and bulbous. Beetroots have the highest sugar content than any other vegetable. We deliver them fresh and diced, making your preparations less messy and much easy.",
8531,Muskmelon - Striped,Fruits & Vegetables,Fresh Fruits,Fresho,35.0,43.75,"Kiwi, Melon, Citrus Fruit",,"Fresho striped muskmelons have a distinct external skin that is smooth, with green ribbing on pistachio-grey colored surface. Their flesh is orange coloured, sweet with a floral aroma. Fresho muskmelons are directly procured from our farmers.
 Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1817/cantaloupe-juice-muskmelon-juice/",
8625,Coccinia - Organically Grown,Fruits & Vegetables,Fresh Vegetables,Fresho,13.0,16.25,Organic Vegetables,,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",
8634,Ginger,Fruits & Vegetables,Herbs & Seasonings,Fresho,15.0,18.75,"Lemon, Ginger & Garlic",,"Firm and fibrous ginger roots are stretched with multiple fingers that have light to dark tan skin and rings on it and is aromatic, spicy and pungent. The flavour gets intensified when the ginger is dried and lessens when cooked. Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/232/chinese-white-sauce/",
8640,Plum - Indian,Fruits & Vegetables,Fresh Fruits,Fresho,135.0,168.75,Seasonal Fruits,,"Indian Plums generally have a maroon- purplish outer skin. The fresh and juicy flavour of the plum makes it energizing fruit to eat. It is a superb resource of vitamins such as vitamin A, C, K and B complex, and folate. It also provides dietary fibre and proposes very low calories with no fats. Every plum contains just 30 calories.
The product image shown is for representation purpose only, the actual product may vary based on season, produce & availability.",
8679,Amaranthus - Chopped,Fruits & Vegetables,Fresh Vegetables,Fresho,25.0,31.25,Cut & Peeled Veggies,,"A highly nutritious leafy vegetable, Amaranthus is also known as Chinese spinach. They are available in light purple, green or a bicolour of the two. We deliver them finely chopped for your ease and convenience because we value your every minute.",
8777,Spinach - Chopped,Fruits & Vegetables,Cuts & Sprouts,Fresho,33.0,41.25,Cut & Peeled Veggies,,"With succulent, spoon shaped green leaves, Palak/Spinach is sweet, nutty and sometimes tangy. Fresho delivers to your doorstep freshly chopped spinach , making your preparations much easier and quicker because we value your time! Do not forget to check out our delicious recipe-
https://www.bigbasket.com/cookbook/recipes/1506/bacon-spinach-omelette/",
8795,"Cut Cauliflower, Washed",Fruits & Vegetables,Cuts & Sprouts,Fresho,45.0,56.25,Cut & Peeled Veggies,,"Fresho provides you clusters of soft, crumbly, sweet cauliflower florets that will help reduce your effort in separating them",
8889,Bitter Gourd - Sliced,Fruits & Vegetables,Fresh Vegetables,Fresho,30.0,37.5,Cut & Peeled Veggies,,"The most bitter among all fruits, bitter gourds come with rough, bumpy and green skin. The off white translucent flesh tastes crispy with the combination of the bitter seeds that are present inside.  We deliver them fresh and sliced, making your preparations less messy and much easy.",
8891,Purple Orchids,Fruits & Vegetables,"Flower Bouquets, Bunches",Fresho,239.0,298.75,Other Flowers,,"Purple orchid bouquets wrapped in crepe paper that bring a universal message of love, beauty, wisdom, thoughtfulness, luxury, strength, and affection. Blooming in every colour except blue and black, orchids are known for their showy and sweet-smelling flowers, making them some of the best fragrant outdoor plants. Some orchids, like epidendrum orchids, thrive in the garden, while others like paphiopedilum orchids make for great indoor plants. Orchids may have a reputation of being difficult to care for, but certain types like Phalaenopsis orchids can be some of the easiest flowers to grow.",
8924,"Brinjal - Varikatri, Organically Grown",Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,10.0,12.5,Organic Vegetables,,"It Is Organically Grown And Handpicked From Farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",
8970,Asparagus,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,84.0,112.5,Exotic Vegetables,,"The uniquely mild and bitter flavoured Asparagus has long, deep green stalks that are tender at the tip and thick at the end.",
9137,Apple - Shimla,Fruits & Vegetables,Fresh Fruits,Fresho,139.0,173.75,Apples & Pomegranate,,"Considered as most commonly grown apples in India, Shimla apples have a light red skin, juicy and crunchy flesh.
We source the best apples with residue and wax free peel from the trusted growers. 
Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/701/apple-crisp-bites/",
9167,Onion - Thin Sliced,Fruits & Vegetables,Fresh Vegetables,Fresho,22.0,27.5,Cut & Peeled Veggies,,"Our perfectly thin sliced onions are a sight to behold. Use them, directly in a wide range of dishes. They are perfect for garnishing.",
9179,"Tomato - Hybrid, Organically Grown",Fruits & Vegetables,Fresh Vegetables,Fresho,7.5,9.38,Organic Vegetables,,"It Is Organically Grown And Handpicked From Farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",
9244,Coconut - Large,Fruits & Vegetables,Fresh Fruits,Fresho,37.5,37.5,Seasonal Fruits,,"Coconut is a extremely steady fruit. It is a grown-up fruit of the cocos nucifera palm.
The fruit is approximately spherical to oval in shape and measure between 5-10 inches in width. Its hard external husk is light green, and turns gray as the nut grown up.
The husk is concerning 1-2 inches in thickness and completed of solid fibers 
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/",
9355,Coconut Chunks - Single Serve,Fruits & Vegetables,Fresh Fruits,Fresho,27.0,33.75,"Cut Fruit, Tender Coconut",,Our fresh coconut chunks can be directly used without having to worry about the rough external shell and fibrous husk,
9363,Mango - Mallika,Fruits & Vegetables,Fresh Fruits,Fresho,89.0,111.25,Mangoes,,"Being a hybrid of Neelum and Dasheri, Mallika has a perfect blend of sweetness and tartness. It is a mid-season variety. We have handpicked the best quality mangoes just for you. These mangoes are tasty and juicy, so you can use them for desserts as well. Never miss the mangoes during the season.",
9403,Sweet Corn - Pellets,Fruits & Vegetables,Cuts & Sprouts,Fresho,31.0,38.75,Cut & Peeled Veggies,,"Fresho brings yellow succulent, sweet corn pellets, thereby reducing your effort of separating them. They can be directly snacked on or can be used in any recipe. Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1305/saffron-cornflakes/",
9459,Coconut - Organically Grown,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,32.0,40.0,Organic Fruits,,"It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",
9471,Pomegranate - Small,Fruits & Vegetables,Fresh Fruits,Fresho,119.0,148.75,Apples & Pomegranate,,"With ruby color and an intense floral, sweet-tart flavor, the pomegranate delivers both taste and beauty.
You can remove the skin and the membranes to get at the delicious fruit with nutty seeds.
Fresho Pomegranates are finely sorted and graded to deliver the best tasting pomegranates to you. 
Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/1229/pomegranate-cooler/",
9507,Garlic,Fruits & Vegetables,Herbs & Seasonings,Fresho,43.56,62.5,"Lemon, Ginger & Garlic",,"Garlic is made of several heads wrapped in thin whitish layers. They are firm and have a mild flavour. Once crushed, they emit a strong and pungent aroma. Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/819/pull-apart-cheese-garlic-bread/",
9538,Garlic - Organically Grown,Fruits & Vegetables,Herbs & Seasonings,Fresho,56.0,70.0,Organic Vegetables,,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",
9550,Pineapple - Slices,Fruits & Vegetables,Cuts & Sprouts,Fresho,37.0,46.25,"Cut Fruit, Tender Coconut",,"Fresho brings pineapple slices which will reduce your time and effort in cutting and slicing the pineapple.
It can be consumed during travels or during your breaks. These are alternatives for your snacks.
Add them to your meal to make it interesting or spice it up with a pinch of salt and masala. 
Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/865/american-pineapple-upside-down-cake-egg-free/",
9637,Zucchini - Green,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,50.0,62.5,Exotic Vegetables,,"Zucchini is a long, slender, cucumber like green vegetable that is also called squash. The green variant has a firm flesh and a mild flavour. Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/1933/quinoa-with-vegetables/",
9735,Spring Onion,Fruits & Vegetables,Fresh Vegetables,Fresho,13.0,16.25,Leafy Vegetables,,"Spring onions come with a crisp texture and sweet flavor.
They are moist with thin, white flesh and a green stem.
The green stems are hollow, bitter, and pungent.
Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/211/chinese-fried-rice/",
9736,Tomato - Hybrid,Fruits & Vegetables,Fresh Vegetables,Fresho,14.0,17.5,"Potato, Onion & Tomato",,"Tomato Hybrids are high-quality fruits compared to desi, local tomatoes. They contain numerous edible seeds and are red in colour due to lycopene, an anti-oxidant. Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/1465/cheesy-tomato-disks/",
9765,"Beans - Broad, Organically Grown",Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,46.0,57.5,Organic Vegetables,,"Their verdant sheen and kidney-shaped curves, broad beans make them one of the best looking vegetables. Being organically grown, they are chemical - free and safe and healthy for consumption. Broad beans can be used in simple vegetables dish in combination with potatoes and also in fried rice, salads and risotto.",
9770,Cucumber - Sliced,Fruits & Vegetables,Fresh Vegetables,Fresho,26.0,32.5,Cut & Peeled Veggies,,"Your mornings can now be effortless with our fresh, perfectly shaped and uniformly sliced cucumbers pack.",
9839,"Brinjal - Bharta, Organically Grown",Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,25.0,31.25,Organic Vegetables,,"Fresho Organic products are organically grown and handpicked by expert.  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",
9867,"Chilli - Green Long, Medium",Fruits & Vegetables,Herbs & Seasonings,Fresho,12.5,15.63,"Lemon, Ginger & Garlic",,Green chillis are the best kitchen ingredient to bring a dash of spiciness to recipes. The fresh flavour and sharp bite make them a must in almost all Indian dishes. This particular green chilli variety is big.,
9909,Green Salad,Fruits & Vegetables,Cuts & Sprouts,Fresho,23.0,28.75,Fresh Salads & Sprouts,,"Fresho Cut Green Salad is hand picked and selected Fresh Vegetables are washed, cut and packed in hygienic conditions through a automated process  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",
9972,"Tomato - Local, Organically Grown",Fruits & Vegetables,Fresh Vegetables,Fresho,5.0,6.25,Organic Vegetables,,"Fresho brings to you an exquisite range of locally grown organic tomatoes, which are now available at bigbasket. These organic tomatoes are free from harmful pesticides and insecticides and thus have a very natural and tangy taste, which is attributed to its healthy soil growth. The ripe and firm tomatoes are a luscious addition to any meal.",
10035,Apple Shimla 4 pcs + Banana Robusta 1 kg + Watermelon Small + Papaya Medium 1 pc,Fruits & Vegetables,Fresh Fruits,Fresho,228.3,327.5,Apples & Pomegranate,,"Considered as most commonly grown apples in India, Shimla apples have light red skin, juicy and crunchy flesh. We source the best apples with residue and wax-free peel from the trusted growers.Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/701/apple-crisp-bites/ Relish the soft, buttery texture of Robusta bananas that are light green and have a great fragrance and taste. The stalks of Robustas are thick and rigid. Fresh fruits are green, which revolve to a bright yellow on ripening and the flesh contains a white - ceramic colour. Fresho Robusta is fine quality, sweet flavoured, mushy and soft bananas.Do not forget to check our delicious fruit recipes - https://www.bigbasket.com/cookbook/recipes/1781/banana-smoothie/ With greenish-black to smooth dark green surface, Fresho watermelons are globular in shape and are freshly picked for you directly from our farmersThe juicy, sweet and grainy textured flesh is filled with 12-14% of sugar content, making it a healthy alternative to sugary carbonated drinks. The flesh colour of these watermelons is pink to red with dark brown/black seeds.Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1181/watermelon-mocktail/ Semi ripe papayas have a blend of a sweet buttery consistency and sour taste. They are half green and half yellow. Ripe papaya has orange flesh and black coloured seeds at the centre.Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/557/raw-papaya-and-coconut-curry/",
10060,Broad Beans - Diced,Fruits & Vegetables,Cuts & Sprouts,Fresho,33.0,41.25,Cut & Peeled Veggies,,"Fresh broad beans have a delicious earthy flavour that fits well with winter cooking. They have kidney shaped curves that are tender and generally consumed with the pods. We deliver them fresh and diced, making your preparations less messy and much easy.",
10100,"Capsicum - Yellow, Organically Grown",Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,29.0,36.25,Organic Vegetables,,"Yellow capsicum has a silky, smooth skin, which is thick and crunchy. They are perfect for adding a dash of colour, distinct taste and beautiful scent to your salad, pizza, pasta or even gravy preparations. They are sourced directly from farmers, so that you receive only the best quality ones which not only jazz up any dish but also offer health benefits. Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability. Click here for delicious vegetable recipes - https://www.bigbasket.com/flavors/collections/227/fresh-vegetables/",
10137,"Apple - Red Delicious, Regular",Fruits & Vegetables,Fresh Fruits,Fresho,179.0,223.75,Apples & Pomegranate,,"The bright red coloured and heart shaped Red Delicious apples are crunchy, juicy and slightly sweet.
Red Delicious Apples are a natural source of fibre and are fat free. They contain a wide variety of anti-oxidants and polynutrients. 
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/241/apple-halwa/",
