index,product,category,sub_category,brand,sale_price,market_price,type,rating,description,rating_clean
6419,Active Baby Large - 50 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,1077.02,1099.0,Diapers,4.3,"Pampers Active Baby Diapers have been designed to enhance your baby's comfort while they are busy in their daily activities. New Pampers with magic gel can absorb quicker and hence keep the skin dry for up to 10 hours. So your baby's skin will be dry throughout the night and give him a peaceful, undisturbed golden sleep. It has a lotion with aloe vera extract to protect baby's skin.",4.3
6446,Foaming Face Wash For Kids,Baby Care,Baby Bath & Hygiene,Mamaearth,349.0,349.0,Baby Bath,4.4,"Hi! I am MadeSafe certified, dermatologically tested and pH balanced, Mamaearths everyday foaming face wash for kids. My tear free and soap-free formula cleanses and moisturises your babys face gently. Infused with Coconut based cleansers, Calendula extract, Aloe vera and Lavender oil, I nourish while I cleanse. I am hypoallergenic with no harsh chemicals like SLS, parabens, phthalates, detergents, or artificial fragrances.",4.4
6537,"New Diapers Pants, Large",Baby Care,Diapers & Wipes,Pampers ,391.02,399.0,Diapers,4.6,"Pampers dry, pants style diapers are the only pants in India with new air channels that provide your baby with breathable dryness overnight. It contains a magic gel that locks wetness away for up to 12 hours and the new and improved design enables a comfortable fit, closer to the baby's body. The diaper pants have a flexible waistband that adapts to the baby's movements for a comfortable fit, while the baby lotion with aloe vera helps protect your baby's delicate skin from diaper rash and irritation. The diaper pants top layer is made of a cotton-like soft material, for a comfortable night sleep, while the exterior has fun graphics, designs and characters on it.",4.6
6596,Nourishing Baby Soap with Almond & Milk Extracts,Baby Care,Baby Bath & Hygiene,Mee Mee,136.71,147.0,Baby Bath,4.4,"Babies need the utmost skin care right from birth to ensure firm, radiant and well-moisturized skin. Nourishing Baby Wellness Soap from the house of Mee Mee, is scientifically tested to bring your angel premium skin care, as it is the perfect blend of gentle fragrance, and the goodness of aloe, almond oil and milk extracts. It will aid in keeping the delicate baby skin cleansed and healthy.",4.4
6644,Baby Hair Oil - Avocado & Pro-Vitamin B's,Baby Care,Baby Bath & Hygiene,Johnson's baby,80.0,80.0,Baby Oil & Shampoo,4.4,"Johnsons Baby Hair Oil is the ideal product for your babys growing hair. With the goodness of avocados and pro-vitamin B5 which is pure, soft and gentle. It will create your hair healthy and spongy. It does not grease your hair and cleans out easily too.",4.4
6648,"Massage Oil - Gentle Baby Oil For Face & Body, 0-2 years",Baby Care,Baby Bath & Hygiene,Vilvaa,200.0,200.0,Baby Oil & Shampoo,4.0,"Vilvaa Gentle Baby Massage Oil is the ultimate care for your baby which is free from mineral oils and petrochemicals. It is 100 % natural and is recommended for babies, kids and adults with sensitive Skin. It softens, hydrates and nourishes the skin.",4.0
6723,"Follow Up Infant Formula Powder - Stage 2, From 6 To 12 Months",Baby Care,Baby Food & Formula,Aptamil,715.0,715.0,Infant Formula,4.5,"Aptamil Stage 2 Follow up formula contains balanced, age-appropriate nutrients which support the overall growth and development of the baby. Formulated with the optimized blend of DHA & ARA to support brain development and visual acuity. It is a powdered milk substitute for babies from 6 to 12 months of age when the mother’s milk is insufficient or unavailable. It contains Nucleotides, Zinc, Selenium, Vit A, C, D, E and Beta Carotene to support immune system development. The optimized blend of DHA and ARA, Iron, Iodine, Folic acid, Choline and Taurine support brain and visual function. Whey Casein ratio 60:40, 100% lactose support digestive health. Protein, Calcium, Phosphorus, Vitamin D and K support physical growth. For over 100 years Nutricia has been at the forefront of innovation in infant nutrition, Nutricia family firmly believes that breast milk is the best for infants.

Storage Instructions: On opening this pack, the contents along with the laminate pouch should immediately be transferred to an empty, clean, dry and airtight container. Replace the lid tightly after each use and store it in a cool dry place. After opening, use the contents within 3 weeks or the expiry date whichever is earlier. The scoop and water measuring cup provided with the cap should be thoroughly washed and dried before use.
Warning: Careful and hygienic preparation of infant milk substitute is most essential for health. Do not use fewer scoops than directed, since diluted feeding will not provide adequate nutrients needed by your infant. Do not use more scoops than directed, since concentrated feed will not provide the water needed by your infant. Infant milk substitutes only on the advice of a health worker as to the need for its use and the proper method of its use. Infant milk substitute or infant food is not the sole source of nourishment of an infant. It is important to follow the mentioned feeding and storage instructions while using the infant formula for your baby's well-being.
Caution: Unboiled water, unsterilized bowls/spoons or incorrect dilution may endanger the infant’s health. Prepare only one feed at a time. Use prepared feed immediately (within half an hour), otherwise, microbial deterioration may set in. Discard unused feed. Always hold the baby while feeding. Leaving the baby unattended may cause choking.",4.5
6724,Splashers Xtra Large - 10 Disposable Swim Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,999.0,999.0,Diapers,,"Your baby is free to make a splash in Pampers Splashers disposable swim diapers! Pampers Splashers don't swell in water like regular diapers, giving your baby a comfortable fit when wet or dry. For secure protection in the water, Splashers Dual-Leak Guard Barriers fit snugly around your baby's legs to help contain messes, making them perfect for the pool, beach, splash park, and more. Only Pampers Splashers are designed with a 360 Degree, all-around stretchy waistband that fits like swimwear and easily pulls on and off even when wet. Plus, Splashers are equipped with Easy-Tear Sides for quick disposal with less mess, and our adorable, swim-inspired, all-over graphics look like real swimwear. Pampers Splashers make a day at the pool even more fun.",
6752,"Reusable Fabric Diaper - Medium, Blue",Baby Care,Diapers & Wipes,Paw Paw,269.0,269.0,Diapers,5.0,"India's no.1 reusable diaper, Paw Paw Fabric Diaper is highly absorbant, less susceptible to skin rashes & skin allergies, unlike disposable diapers. The reusable diaper is an eco-friendly diapering option that helps to reduce disposable waste in our landfills. It has a reusable printed outer shell and super-absorbent reusable insert pad. It is very gentle for your little one's skin.",5.0
6757,Wonder Pants Large - 99 Diapers,Baby Care,Diapers & Wipes,Huggies,1463.09,1599.0,Diapers,5.0,"Nothing can be more important than the comfort & well-being of your baby. Our flagship diaper pants, Huggies Wonder Pants, have been carefully designed to protect your precious bundle of joy. Cushiony Cotton Soft Material all round keeps your baby’s precious skin perfect. Outstanding Absorption up to 12 hours wraps your baby in a world of comfort. Advanced Dry Touch Sheet keeps your baby dry all night long.",5.0
6768,For Moms - Nipple Care Butter,Baby Care,Mothers & Maternity,Himalaya,75.0,75.0,Maternity Personal Care,4.3,"Himalaya For Moms Nipple Care Butter is a herbal formulation with the goodness of 100% natural oils. Ideal for both expecting and lactating mothers, it helps prepare nipples for effective nursing and also helps in the prevention and management of sore and cracked nipples.",4.3
6769,Active Kids Shampoo - Soft & Smooth,Baby Care,Baby Bath & Hygiene,Johnson's baby,200.0,200.0,Baby Oil & Shampoo,4.3,"Johnsons understands that as your child grows, their hair also changes and needs its very own special care. Thats why this mild soft & smooth shampoo formula has been developed to boost natural shine and help reduce frizz, leaving hair silky, smooth and healthy looking.",4.3
6790,Wonder Dry Pants - Double Extra Large Size Diapers,Baby Care,Diapers & Wipes,Huggies,913.17,998.0,Diapers,3.3,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby’s skin – the baby’s bottom, the baby’s waist, and the baby’s thigh. The skin of the baby in all these areas is extremely delicate and sensitive. The 3-D Bubble-BedTM in the inside layer of the diaper is super fluffy and provides cotton-like softness to the baby’s skin.",3.3
6805,Gentle Baby Soap,Baby Care,Baby Bath & Hygiene,Himalaya,72.0,72.0,Baby Bath,4.4,"Himalaya Gentle Baby Soap is formulated to gently cleanse and condition your baby's skin, leaving it soft and hydrated. The goodness of Olive Oil and Almond Oil, are infused into in the soap. Making it ideal for daily use.",4.4
6821,Poochie Cup - Green,Baby Care,Feeding & Nursing,Morisons Baby Dreams,80.0,80.0,Baby Dishes & Utensils,4.1,"This Poochie Feeding Cup is your babys best friend when he or she is shifting from a nipple bottle to sipper cup. Also, the cup may be used without the spout lid. This product is suitable for self-feeding training. It is unbreakable and odourless.",4.1
6846,Gentle Baby Laundry Wash,Baby Care,Baby Bath & Hygiene,Himalaya,295.0,295.0,Baby Laundry,4.3,"Himalaya Gentle Baby Laundry Wash is specially formulated with naturally-derived cleansing agents and antibacterial herbal actives that are effective yet gentle on your baby's clothes. Enriched with Soapnut extract, well - known for stain removal properties, this formulation is tough on stains and odour.The antibacterial properties of Neem, Geranium and Lemon effectively help sanitize baby's clothes. This Laundry wash maintains the softness of the fabric and has a fresh and mild fragrance post-wash without leaving a detergent residue. Our Biodegradable Baby Laundry Wash is gentle on your baby's clothes and gentle on the environment too!",4.3
6885,"Reusable Fabric Diaper - XL, Pink",Baby Care,Diapers & Wipes,Paw Paw,319.0,319.0,Diapers,2.8,"India's no.1 reusable diaper, Paw Paw Fabric Diaper is highly absorbant, less susceptible to skin rashes & skin allergies, unlike disposable diapers. The reusable diaper is an eco-friendly diapering option that helps to reduce disposable waste in our landfills. It has a reusable printed outer shell and super-absorbent reusable insert pad. It is very gentle for your little one's skin.",2.8
6903,"Follow-Up Formula - Infant Powder, Stage 3",Baby Care,Baby Food & Formula,Dexolac,304.0,304.0,Infant Formula,4.1,"Dexolac Stage 3 Follow Up Formula is a powdered milk substitute for babies after 12 months of age. It contains nutrients that support overall growth & development. Dexolac is scientifically formulated with 36 growth nutrients to support the baby's overall growth & development. It contains energy for increased needs during growth & protein that helps support growth. Calcium, Phosphorus, Magnesium and Vitamin D helps support the formation of strong bones. Iron-fortified to meet baby’s daily requirement. Whey proteins help support easy digestion. Dexolac contains optimal levels of key growth nutrients (Ca, Fe, Vit C, Vit D) to support the overall growth & development of Indian infants.",4.1
6917,Milky Soft Face Cream For Babies,Baby Care,Baby Bath & Hygiene,Mamaearth,199.0,199.0,Baby Creams & Lotions,4.3,"Hi! I am Mamaearths Milky Soft Face Cream. With the goodness of Almond Oil and Murumuru Butter, I moisturise babys delicate skin and protect it from dryness by forming a skin barrier. Milk protein in me locks in the moisture and soothes babys delicate skin. Shea and cocoa butter improve skin texture by providing relief from eczema, chapped, dry and itchy skin. I am dermatologically tested, pH balanced and contain no harmful chemicals like SLS, paraben, sulfate, mineral oil, PEGs, phthalates, or artificial fragrances.",4.3
6960,"Wonder Diaper Pants - Large, 9-14 Kg",Baby Care,Diapers & Wipes,Huggies,1548.36,2298.0,Diapers,4.0,"Huggies knows that nothing is more important than the comfort and well-being of your little baby. Choosing the best diaper for your baby is an important step in ensuring the comfort of your little one during the day as well as overnight. That is why we have lovingly designed Huggies Wonder Pants for the all-round comfort of your little one. These diaper pants keep your baby comfortable in the day and help them sleep peacefully at night without any wetness irritating their skin. Their cottony-soft material is gentle on their bum keeping their precious skin perfect. And their revolutionary Dry Touch Sheet pulls the wetness away from the skin of your baby keeping it dry and hygienic for up to 12 hours. If you are looking for safe and gentle care for your little one, stock up your diaper bags and changing tables with Huggies Wonder Pants.",4.0
6965,Baby Moments Soap,Baby Care,Baby Bath & Hygiene,Chicco,147.0,147.0,Baby Bath,5.0,"Chicco baby moments Soap 75g (Buy 3 Get 1 Free) for Hydrating-Soothing-Moisturising bath Contains natural active ingredients like Olive fruit oil,Aloe vera and glycerine for soft,smooth baby's delicate skin Prevents dryness and moisture loss Ingredients of 100% vegetarian origin No parabens, alcohol, Dyes, SLS, SLES, Colour etc. Allergen free fragrance Dermatologically tested",5.0
7047,Bella Baby Happy Tissues - Mini,Baby Care,Diapers & Wipes,Bella,88.0,88.0,Baby Wipes,4.5,Bella No1 is the European brand of premium quality tissue and paper products manufactured according to the highest standards to ensure the best quality and unusual softness.,4.5
7052,"100% Organic Powder - Oats, 6-8 Months, No Preservatives, No Artificial Colours",Baby Care,Baby Food & Formula,Slurrp Farm,300.0,300.0,Baby Food,3.6,"100% organic, oats powder cooks in 2 minutes. Oats are a rich source of fibre, vitamins, minerals and antioxidants. It is great for everyone. Slurrp Farm Organic Oats Powder contains no added salt or sugar and it is easily digestible.",3.6
7248,Premium Care X-Large Diapers - Super Value Pack,Baby Care,Diapers & Wipes,Pampers ,2375.28,3299.0,Diapers,3.2,"New Pampers Premium Pants with cotton-like soft materials is best for your baby’s delicate skin. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps your baby’s skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and Disposal Tape which helps you in easy disposal of the diaper. Pampers is the No. 1 choice of Doctors for diapers. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes.",3.2
7251,"Premium Soft Diaper Pants - Extra Large, Monthly Pack",Baby Care,Diapers & Wipes,Huggies,2183.09,2399.0,Diapers,,"Our softest for your softest. Introducing the premium soft pants with the breakthrough silky cocoon design from Huggies. Huggies premium soft pants diapers with silly cocoon silken outer cover - provides luxurious, silky softness and a wetness indicator.",
7276,Diaper Pants Super Value Box - Medium,Baby Care,Diapers & Wipes,Pampers ,2087.28,2899.0,Diapers,4.2,"Pampers baby-dry pants style diapers are the only pants in India with new Air Channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel that locks wetness away for up to 12 hours of dryness. The new and improved product design enables a comfortable fit, closer to the baby’s body. Flexible waistband that adapts to baby’s movements for a comfortable fit. Baby lotion with Aloe Vera helps protect your baby’s delicate skin from diaper rash and irritation. A top layer with cotton-like soft material, for a comfortable night’s sleep. Fun exterior graphics; fun designs and characters to enjoy with your baby.",4.2
7472,Baby Lotion,Baby Care,Baby Bath & Hygiene,Himalaya Baby,257.0,290.0,Baby Creams & Lotions,4.3,"Himalaya Baby Lotion enriched with olive oil and almond oil, this fast absorbing daily use lotion provides and nourishes long lasting moisture to your baby's frail skin. It keeps your baby's skin supple and soft and protects it from illness. It combines logically derived ingredients to softly moisturize frail skin, leave-taking it soft every day long.",4.3
7502,Advance Stage 1 Formula - 1 Up To Six Months,Baby Care,Baby Food & Formula,Similac,585.0,585.0,Infant Formula,4.3,"Similac Advance 1 is a spray dried stage 1 infant milk substitute for newborn baby up to 6 months. Similac Advance is designed to support normal growth and development. It contains essential fatty acids, Vitamins and Minerals (such as Calcium and Iron) that are known to support the healthy growth of the baby. Contains Neuro-nutrients such as Omega 3 and 6 fatty acids (Precursors of DHA & ARA), Choline, Iron, Taurine, Iodine, Folic Acid and Zinc that are known to support baby’s brain development. Also contains a level and blend of nucleotides that are known to support baby’s developing immune system For over 85 years, Similac from Abbott Nutrition has set the standards for science-based infant nutrition and has been nourishing millions of babies worldwide. Follow the suggested feeding schedule as given on the pack.
Standard reconstitution is one level scoop of powder for every 30 ml of water. Do not use fewer scoops than directed since diluted feeding will not provide adequate nutrients needed by your infant. Also, do not use more scoops than directed since concentrated feed will not provide the water needed by your infant. Infant food/Infant milk substitute/Infant formula should be used only on the advice of a health worker as to the need for its use and the proper method of its use.",4.3
7506,Premium Soft Diaper Pants - Medium Size,Baby Care,Diapers & Wipes,Huggies,2160.36,2398.0,Diapers,4.0,"Our softest for your softest. Introducing the Premium Soft Pants with the breakthrough Silky Cocoon design from Huggies. Its Cushion Waistband ensures a gentle, comfortable fit that helps prevent red marks and Silken Outer Cover Provides luxurious, silky softness. Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, Huggies introduce the next generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry.",4.0
7528,"Adult Diapers - Super Breathable, Medium",Baby Care,Diapers & Wipes,Seni,750.0,750.0,Diapers,,"Seni is the European brand of superior quality absorbent products and skincare solutions that won the trust of millions of incontinent patients as well as caregivers worldwide. Profound knowledge and a wealth of experience ensure maximum comfort of use and specialist protection against skin disorders such as bedsores. The essential feature of Seni products is Air breathability. Free air circulation significantly lowers the risk of chafes, skin irritations and bedsores prone to develop especially in bedridden patients. Breathable products are absolutely necessary to ensure proper air ventilation, avoid certain skin disorders and keep the skin in good condition. 

Imported from Europe.
Breathable all-in-one diapers Super Seni Plus with increased absorbency are recommended especially for the day - time for bedridden patients with moderate, heavy and very heavy incontinence.
The essential feature of Seni products is Air breathability. Free air circulation significantly lowers the risk of chafes, skin irritations and bedsores prone to develop especially in bedridden patients. Breathable products are absolutely necessary to ensure proper air ventilation, avoid certain skin disorders and keep the skin in good condition.",
7614,Liquid Baby Powder,Baby Care,Baby Bath & Hygiene,Mee Mee,206.1,229.0,Baby Powder,,"Mee Mee velvety soft baby powder is extremely light and keeps your baby's skin fresh and dry. It is safe to use from birth and is microbiologically tested. It can be used after a bath, after a nappy change or just to freshen up during the day.",
7635,Fruit & Food Nibbler With Silicone Sack - Green,Baby Care,Feeding & Nursing,Mee Mee,229.0,229.0,Baby Dishes & Utensils,4.3,"Introducing new foods to your babys diet can be a fun learning experience as it provides him or her with new varying tastes and flavours. With Mee Mee fruit and food nibbler, your child can safely enjoy fruit and other kinds of whole foods, without the risk of choking or hurting his or her mouth.",4.3
7679,Gentle Baby Wash,Baby Care,Baby Bath & Hygiene,Himalaya Baby,80.0,80.0,Baby Bath,4.2,Himalaya Gentle Baby Bath - With Chickpea and Green Gram is a mild body wash for your baby to cleanse their soft skin smoothly. The mild formulation washes the skin and at the same time nourishes and soothes. It is apt for boys and girls; this Gentle Baby Bath is prepared using organic ingredients that are secure on your babyÃ¢â‚¬â„¢s skin.,4.2
7726,Mild Baby Shampoo,Baby Care,Baby Bath & Hygiene,Mee Mee,170.05,179.0,Baby Oil & Shampoo,4.4,"Fearlessly lather your babys hair right from birth with Mee Mee mild baby shampoo which is tear free. Infused with natural extracts, it helps lock in the natural oils and is microbiologically tested to ensure a safe and happy bath time.",4.4
7848,Baby Wash - Extra Soft,Baby Care,Baby Bath & Hygiene,Sebamed,829.0,829.0,Baby Bath,4.4,"Sebamed baby wash extra soft has pH of 5.5 and has sugar based mild cleanser. Other cleansers for baby have pH>7 which leads to barrier damage. When the baby is born, skin pH is 7. The acid mantle which protects the baby's delicate skin takes a few weeks to 3 months to develop, the pH of skin then becomes 5.5. At pH 5.5 alone the skin's protective barrier remains intact. It has been clinically proven that only at pH 5.5, the lipid and moisture loss is minimum and the growth of pathogenic bacteria is restricted. Sebamed baby wash extra soft is fortified with lipids similar to vernix (same as in mother's womb) to protect and hydrate the baby's skin. Sebamed baby wash extra soft is free from irritants and hence has 0% incidences of irritant reactions. Sebamed baby wash extra soft contains a botanical ingredient, hence the reported incidence of allergic reaction is 0.000003%. Only at pH5.5, the baby's delicate eyes are not irritated and the tear-free formula is free from formaldehyde.",4.4
7876,Diaper Pants - X-Large,Baby Care,Diapers & Wipes,Pampers ,552.21,699.0,Diapers,4.4,"Pampers baby diaper pants are the only pants in India with new air channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel that locks the wetness away for up to 12 hours of dryness. The new and improved product design enables a comfortable fit, closer to the baby's body. A flexible waistband that adapts to the baby's movements for a comfortable fit. Baby lotion with aloe vera helps protect your baby's delicate skin from diaper rash and irritation. A top layer with the cotton-like soft material, for a comfortable nights sleep. Fun exterior graphics; fun designs and characters to enjoy with your baby.",4.4
7892,Soft Baby Lotion 500 ml + Nourishing Baby Wellness Soap 100 g,Baby Care,Baby Bath & Hygiene,Mee Mee,318.1,348.0,Baby Creams & Lotions,,"All Mee Mee products are carefully made to the highest safety standards. Mee Mee baby lotion is the non-greasy formulation gently protects and moisturizes your baby's delicate skin. Specially made for your baby's skin it is absorbed easily contains chamomile extract as the natural moisturizing and soothing agent. Your little one needs utmost care right from birth to ensure firm, radiant and well-moisturized skin.
Nourishing baby wellness soap from the house of Mee Mee, is scientifically tested to bring your angel premium skincare. A perfect blend of gentle fragrance and the goodness of aloe, almond oil and milk extracts, it will keep your baby's delicate skin cleansed and healthy always. Natural moisturizer Absorbs easily Suitable from birth, Contains the goodness of almond, aloe vera & milk extracts, Gentle fragrance that is suitable for newborns & young children, Aloe vera maintains skin's elasticity. Conforms to International Standards of Safety & Hygiene, Free of Parabens & other harmful preservatives.",
7910,"Powder Puff - Soft Feel, Green",Baby Care,Baby Bath & Hygiene,Mee Mee,199.0,199.0,Baby Powder,3.5,The soft feel of your babys skin against your own is a beautiful sensation that youll experience. But your little ones gentle skin does need milder and more effective protection than your own. Mee Mee Premium Powder Puff for babies is specially designed to provide exactly that. The soft and premium quality fibers of the puff allow you to apply powder smoothly and evenly on your baby without causing scratches or itching on his/her delicate skin.,3.5
8012,Tear-Free Natural Baby Wash,Baby Care,Baby Bath & Hygiene,The Moms Co,699.0,699.0,Baby Bath,5.0,"The Moms Co. Natural Tear-Free Baby Wash is a toxin-free combination of coconut-based mild cleansers that gently clean the body of your little one while oils like Avocado, Organic Chamomile, and Organic Aloe Vera gel help soften and soothe their delicate skin. Avocado oil nourishes and moisturises with its high of fatty acids and Vitamins A, D & E. Organic chamomile oil is known for its soothing properties on the skin. This body wash is made safe by Safe Cosmetics Australia and is dermatologically tested.",5.0
8013,Babies Bib - Assorted Colours,Baby Care,Feeding & Nursing,Quick Dry,149.0,149.0,Bibs & Napkins,3.3,Bibs are fastened around a child's neck to keep its clothes clean while eating. They are nothing but a garment worn hanging from the neck on the chest to protect clothing from accidentally spilt food. It comes in a variety of colours with attractive print designs. This pack contains 4 bibs.,3.3
8036,"Glass Feeding Bottle -  With Added Nipple, Pale Blue, M Size",Baby Care,Feeding & Nursing,Pigeon Baby,579.0,579.0,Sippers & Bottles,5.0,"This glass bottle is made from a borosilicate glass material, this bottle offers excellent transparency and able to withstand high-temperature sterilisation process. The super soft silicone, with its double thickness, ensures ideal softness and flexibility for your baby to latch-on comfortably and easily.",5.0
8155,Baby Feeding Bottles For Milk & Water,Baby Care,Feeding & Nursing,Vauva,245.0,245.0,Sippers & Bottles,3.0,"SQOV  Bottle with anti-colic nipple works in the same way as the mammary glands. Its system means that bubbles disappear so that no air is swallowed, thus helping to reduce gassy colic. The shape, length and feel of its ultra-soft silicone teat mimic the mother's nipple.",3.0
8171,"360 Degrees Spill Proof Glass - Boy, 12m+",Baby Care,Feeding & Nursing,Chicco,599.0,599.0,Baby Dishes & Utensils,5.0,360 Rim Trainer with a clear silicone membrane allows liquid to flow wherever lip pressure is applied and lets baby see the liquid approaching. It is really important for open cup training.,5.0
8214,Standard Xtra Large - 26 Diaper Pants,Baby Care,Diapers & Wipes,Mamypoko,399.0,399.0,Diapers,4.1,"MamyPoko Pants is a pant style diaper that can be used most comfortably for the baby at night. These easy to pull up pants gives 10 hrs leakage protection, therefore, your baby can sleep soundly all night and wake up with a big smile in the morning.",4.1
8216,Extra Moisturizing Baby Soap,Baby Care,Baby Bath & Hygiene,Himalaya,384.0,384.0,Baby Bath,3.5,"Himalaya Extra Moisturizing Baby Soap is designed to effectively manage infantile xerosis or excessive dry skin in babies. Indian Aloe, Almond Oil and Olive Oil work together to nourish and maintain the moisture equilibrium of baby's skin. Milk softens and improves the skin's texture. Ideal for use during the winter, Extra Moisturizing Baby Soap is free from artificial colours.",3.5
8230,"Baby Bib - Boy, 0m+",Baby Care,Feeding & Nursing,Chicco,699.0,699.0,Bibs & Napkins,,"This bib has a comfortable soft cotton top to absorb food leaks and stains. It has an extra absorbent dribble catcher, to soak up dribble and leaks. This bib is easy to clean. It is really soft on the skin of your babies and does not cause any irritation.",
8380,"Baby Miracle 400 ml Sipper Cup - 18 m+, Purple",Baby Care,Feeding & Nursing,Munchkin,699.0,699.0,Nursing Tools,2.3,"This is a toddler cup with dentist recommended spoutless design. Its 360-degree edge allows drinking from any side of the cup by simply tilting the cup and sucking on the edge of the valve. The cup automatically seals when a child stops drinking. Its silicone grip with heart design makes it easy for little hands to hold. It is easy to clean with no extra valves or parts. It has 400 ml capacity for juice, milk and water. It is BPA-free, top rack dishwasher safe. It is best for 18+ months.",2.3
8406,Diaper Pants Super Value Box - Extra Large,Baby Care,Diapers & Wipes,Pampers ,1943.28,2699.0,Diapers,4.0,"Pampers baby-dry pants style diapers are the only pants in India with new Air Channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel that locks wetness away for up to 12 hours of dryness. The new and improved product design enables a comfortable fit, closer to the baby’s body. Flexible waistband that adapts to baby’s movements for a comfortable fit. Baby lotion with Aloe Vera helps protect your baby’s delicate skin from diaper rash and irritation. A top layer with cotton-like soft material, for a comfortable night’s sleep. Fun exterior graphics; fun designs and characters to enjoy with your baby.",4.0
8447,Bottle & Nipple Cleaning Brush - Pink,Baby Care,Baby Bath & Hygiene,Morisons Baby Dreams,50.0,50.0,Baby Oral Care,3.0,"Morisons Baby Dreams bottle and nipple cleaning brush thoroughly clean bottles and nipples. The firm nylon bristles are effective for cleaning. It has a separate nipple cleaner to ensure thorough cleaning. There is no sponge, and this makes it more hygienic as the sponge is a breeding place for bacteria.",3.0
8658,Baby Happy Two-Layer Universal Tissues,Baby Care,Diapers & Wipes,Bella,417.0,417.0,Baby Wipes,,Bella No1 is the European brand of premium quality tissue and paper products manufactured according to the highest standards to ensure the best quality and unusual softness.,
8677,"Total Care Baby Pants - Medium, 9S",Baby Care,Diapers & Wipes,Himalaya,130.0,130.0,Diapers,5.0,"Powered by a natural anti-rash shield, Indian Aloe and Yashad Bhasma (Zinc Oxide, that prevents the risk of diaper rash), it is soft and has an easy-to-fit design. It offers care and comfort to your baby; silky soft inner layer for soft & sensitive skin.Breathable fabric ensures proper air circulation and leakproof soft elastic edges prevent leakage. Super Absorbent Polymer (SAP) layer rapidly absorbs multiple wettings and provides maximum protection from dampness. Wetness indicator turns green to show when baby wets the diaper keeps skin dry so that baby gets an undisturbed and restful sleep.",5.0
8751,Extra Absorb Monthly Box Large - 96 Diaper Pants,Baby Care,Diapers & Wipes,Mamypoko,975.0,1499.0,Diapers,4.3,"MamyPoko Pants Extra Absorb diapers with crisscross absorbent sheet absorbs 7 glasses of urine and spreads it equally, so there is no fear of heaviness. Its stretchable thigh support prevents gaps between diaper and baby's thigh, hence prevents leakage.",4.3
8784,"Glass Feeding Bottle - With Added Nipple, Pink, M Size",Baby Care,Feeding & Nursing,Pigeon Baby,599.0,599.0,Sippers & Bottles,,"This glass bottle is made from a borosilicate glass material, this bottle offers excellent transparency and able to withstand high-temperature sterilisation process. The super soft silicone, with its double thickness, ensures ideal softness and flexibility for your baby to latch-on comfortably and easily.",
8791,Silicone Pacifier Step 3 - Cherry,Baby Care,Baby Accessories,Pigeon Baby,249.0,249.0,Soothers & Teethers,,"Pigeon Oral Development Pacifier System supports the babies to have a natural suck. The pacifiers satisfy their needs and soothe their emotions. Apart from that, pacifiers also help babies to learn nasal breathing. When babies begin to wean and talk, they tend to breathe through their mouths. Unlike the nose, the mouth is not able to filter or humidify the air, which means the dust and infections can enter the mouth, affecting babies immunity directly. Also, the pacifiers thus promote natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It also promotes nasal breathing and the thin lip contact area promotes the healthy development of teeth. It perfectly fits the mouth of a teething baby and the snug-fitting shield conforms to the international safety standards. The soft tip underneath and firm tip on top facilitates the babys natural sucking reflex action activates the brain. It exudes a psychological stabilising effect and the breather holes on the shield for safety. The protective hood for covering the nipple when not in use. This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic.",
8825,Baby Soap,Baby Care,Baby Bath & Hygiene,Johnson's baby,90.25,95.0,Baby Bath,4.4,"Johnson's baby soap is enriched with Vitamin E. Easy to grip bar for bathing your newborn, recommended by the doctors. No Sulfates, No Parabens, No Dyes. Johnson's baby soap has a rich, creamy lather that gently cleanses and helps keep your baby's skin soft and supple. Preserves baby's natural skin moisture. Clinically mildness proven.",4.4
